PlateRepeat,Well,Label,MeasTime,Signal,Result
1,A01,US LUM 96 (cps) - GC AL EC - 10s(1),00:00.0,51101288,5110129
2,A01,US LUM 96 (cps) - GC AL EC - 10s(1),02:47.4,44853428,4485343
3,A01,US LUM 96 (cps) - GC AL EC - 10s(1),05:34.7,47232012,4723201
4,A01,US LUM 96 (cps) - GC AL EC - 10s(1),08:22.0,51124632,5112463
5,A01,US LUM 96 (cps) - GC AL EC - 10s(1),11:09.4,52942940,5294294
6,A01,US LUM 96 (cps) - GC AL EC - 10s(1),13:56.8,54693360,5469336
7,A01,US LUM 96 (cps) - GC AL EC - 10s(1),16:44.1,55523964,5552396
8,A01,US LUM 96 (cps) - GC AL EC - 10s(1),19:31.4,56432376,5643238
9,A01,US LUM 96 (cps) - GC AL EC - 10s(1),22:18.7,57252972,5725297
10,A01,US LUM 96 (cps) - GC AL EC - 10s(1),25:06.1,57932476,5793248
11,A01,US LUM 96 (cps) - GC AL EC - 10s(1),27:53.4,58455808,5845581
12,A01,US LUM 96 (cps) - GC AL EC - 10s(1),30:40.7,58682876,5868288
13,A01,US LUM 96 (cps) - GC AL EC - 10s(1),33:28.1,58940236,5894024
14,A01,US LUM 96 (cps) - GC AL EC - 10s(1),36:15.4,59060856,5906086
15,A01,US LUM 96 (cps) - GC AL EC - 10s(1),39:02.8,59271220,5927122
16,A01,US LUM 96 (cps) - GC AL EC - 10s(1),41:50.2,59115772,5911577
17,A01,US LUM 96 (cps) - GC AL EC - 10s(1),44:37.5,59105460,5910546
18,A01,US LUM 96 (cps) - GC AL EC - 10s(1),47:24.8,59018780,5901878
19,A01,US LUM 96 (cps) - GC AL EC - 10s(1),50:12.1,57301988,5730199
20,A01,US LUM 96 (cps) - GC AL EC - 10s(1),52:59.5,58932232,5893223
21,A01,US LUM 96 (cps) - GC AL EC - 10s(1),55:46.9,58876368,5887637
22,A01,US LUM 96 (cps) - GC AL EC - 10s(1),58:34.2,58690620,5869062
23,A01,US LUM 96 (cps) - GC AL EC - 10s(1),01:21.5,58644368,5864437
24,A01,US LUM 96 (cps) - GC AL EC - 10s(1),04:08.9,58639152,5863915
25,A01,US LUM 96 (cps) - GC AL EC - 10s(1),06:56.2,58504560,5850456
26,A01,US LUM 96 (cps) - GC AL EC - 10s(1),09:43.5,58802752,5880275
27,A01,US LUM 96 (cps) - GC AL EC - 10s(1),12:30.8,58415560,5841556
28,A01,US LUM 96 (cps) - GC AL EC - 10s(1),15:18.2,56568464,5656846
29,A01,US LUM 96 (cps) - GC AL EC - 10s(1),18:05.5,58096680,5809668
30,A01,US LUM 96 (cps) - GC AL EC - 10s(1),20:52.9,58371344,5837134
31,A01,US LUM 96 (cps) - GC AL EC - 10s(1),23:40.2,57795804,5779580
32,A01,US LUM 96 (cps) - GC AL EC - 10s(1),26:27.5,57590596,5759060
33,A01,US LUM 96 (cps) - GC AL EC - 10s(1),29:14.9,57563936,5756394
34,A01,US LUM 96 (cps) - GC AL EC - 10s(1),32:02.3,57127656,5712766
35,A01,US LUM 96 (cps) - GC AL EC - 10s(1),34:49.6,56939744,5693974
36,A01,US LUM 96 (cps) - GC AL EC - 10s(1),37:37.0,55034244,5503424
37,A01,US LUM 96 (cps) - GC AL EC - 10s(1),40:24.3,56211332,5621133
38,A01,US LUM 96 (cps) - GC AL EC - 10s(1),43:11.6,55787168,5578717
39,A01,US LUM 96 (cps) - GC AL EC - 10s(1),45:59.0,55504380,5550438
40,A01,US LUM 96 (cps) - GC AL EC - 10s(1),48:46.3,55140888,5514089
41,A01,US LUM 96 (cps) - GC AL EC - 10s(1),51:33.7,54988460,5498846
42,A01,US LUM 96 (cps) - GC AL EC - 10s(1),54:21.0,54699008,5469901
43,A01,US LUM 96 (cps) - GC AL EC - 10s(1),57:08.3,54295532,5429553
44,A01,US LUM 96 (cps) - GC AL EC - 10s(1),59:55.6,54187220,5418722
45,A01,US LUM 96 (cps) - GC AL EC - 10s(1),02:43.0,54002124,5400212
46,A01,US LUM 96 (cps) - GC AL EC - 10s(1),05:30.3,53759928,5375993
47,A01,US LUM 96 (cps) - GC AL EC - 10s(1),08:17.7,53428240,5342824
48,A01,US LUM 96 (cps) - GC AL EC - 10s(1),11:04.9,53265696,5326570
49,A01,US LUM 96 (cps) - GC AL EC - 10s(1),13:52.2,53197388,5319739
50,A01,US LUM 96 (cps) - GC AL EC - 10s(1),16:39.6,53205436,5320544
51,A01,US LUM 96 (cps) - GC AL EC - 10s(1),19:26.9,53125204,5312520
52,A01,US LUM 96 (cps) - GC AL EC - 10s(1),22:14.2,53035616,5303562
53,A01,US LUM 96 (cps) - GC AL EC - 10s(1),25:01.5,53023116,5302312
54,A01,US LUM 96 (cps) - GC AL EC - 10s(1),27:48.9,52897136,5289714
55,A01,US LUM 96 (cps) - GC AL EC - 10s(1),30:36.2,53036312,5303631
56,A01,US LUM 96 (cps) - GC AL EC - 10s(1),33:23.5,52598220,5259822
57,A01,US LUM 96 (cps) - GC AL EC - 10s(1),36:10.8,52430612,5243061
58,A01,US LUM 96 (cps) - GC AL EC - 10s(1),38:58.2,52100320,5210032
59,A01,US LUM 96 (cps) - GC AL EC - 10s(1),41:45.5,51715032,5171503
60,A01,US LUM 96 (cps) - GC AL EC - 10s(1),44:32.8,51555384,5155538
61,A01,US LUM 96 (cps) - GC AL EC - 10s(1),47:20.2,51420156,5142016
62,A01,US LUM 96 (cps) - GC AL EC - 10s(1),50:07.5,51244160,5124416
63,A01,US LUM 96 (cps) - GC AL EC - 10s(1),52:54.8,50974996,5097500
64,A01,US LUM 96 (cps) - GC AL EC - 10s(1),55:42.1,50759900,5075990
65,A01,US LUM 96 (cps) - GC AL EC - 10s(1),58:29.4,50503660,5050366
66,A01,US LUM 96 (cps) - GC AL EC - 10s(1),01:16.7,50315248,5031525
67,A01,US LUM 96 (cps) - GC AL EC - 10s(1),04:04.1,50030736,5003074
68,A01,US LUM 96 (cps) - GC AL EC - 10s(1),06:51.4,49777656,4977766
69,A01,US LUM 96 (cps) - GC AL EC - 10s(1),09:38.7,49454276,4945428
70,A01,US LUM 96 (cps) - GC AL EC - 10s(1),12:26.0,49192048,4919205
71,A01,US LUM 96 (cps) - GC AL EC - 10s(1),15:13.3,47696056,4769606
72,A01,US LUM 96 (cps) - GC AL EC - 10s(1),18:00.7,48625800,4862580
73,A01,US LUM 96 (cps) - GC AL EC - 10s(1),20:48.1,48367988,4836799
74,A01,US LUM 96 (cps) - GC AL EC - 10s(1),23:35.4,48526052,4852605
75,A01,US LUM 96 (cps) - GC AL EC - 10s(1),26:22.7,48005656,4800566
76,A01,US LUM 96 (cps) - GC AL EC - 10s(1),29:10.1,47831504,4783150
77,A01,US LUM 96 (cps) - GC AL EC - 10s(1),31:57.4,47710544,4771054
78,A01,US LUM 96 (cps) - GC AL EC - 10s(1),34:44.8,47689600,4768960
79,A01,US LUM 96 (cps) - GC AL EC - 10s(1),37:32.1,47229768,4722977
80,A01,US LUM 96 (cps) - GC AL EC - 10s(1),40:19.4,46925324,4692532
81,A01,US LUM 96 (cps) - GC AL EC - 10s(1),43:06.8,46845744,4684574
82,A01,US LUM 96 (cps) - GC AL EC - 10s(1),45:54.1,46372916,4637292
83,A01,US LUM 96 (cps) - GC AL EC - 10s(1),48:41.4,46076936,4607694
84,A01,US LUM 96 (cps) - GC AL EC - 10s(1),51:28.8,45869748,4586975
85,A01,US LUM 96 (cps) - GC AL EC - 10s(1),54:16.1,44376728,4437673
86,A01,US LUM 96 (cps) - GC AL EC - 10s(1),57:03.4,45242928,4524293
87,A01,US LUM 96 (cps) - GC AL EC - 10s(1),59:50.7,45061428,4506143
88,A01,US LUM 96 (cps) - GC AL EC - 10s(1),02:38.1,44862072,4486207
89,A01,US LUM 96 (cps) - GC AL EC - 10s(1),05:25.4,44863792,4486379
90,A01,US LUM 96 (cps) - GC AL EC - 10s(1),08:12.7,44387868,4438787
91,A01,US LUM 96 (cps) - GC AL EC - 10s(1),11:00.0,44299156,4429916
92,A01,US LUM 96 (cps) - GC AL EC - 10s(1),13:47.4,44468796,4446880
93,A01,US LUM 96 (cps) - GC AL EC - 10s(1),16:34.7,44093068,4409307
94,A01,US LUM 96 (cps) - GC AL EC - 10s(1),19:22.0,43941408,4394141
95,A01,US LUM 96 (cps) - GC AL EC - 10s(1),22:09.4,44004480,4400448
96,A01,US LUM 96 (cps) - GC AL EC - 10s(1),24:56.7,43491656,4349166
97,A01,US LUM 96 (cps) - GC AL EC - 10s(1),27:44.0,43176400,4317640
98,A01,US LUM 96 (cps) - GC AL EC - 10s(1),30:31.3,42883460,4288346
99,A01,US LUM 96 (cps) - GC AL EC - 10s(1),33:18.7,42506456,4250646
1,A02,US LUM 96 (cps) - GC AL EC - 10s(1),00:10.3,9692668,969267
2,A02,US LUM 96 (cps) - GC AL EC - 10s(1),02:57.7,9266852,926685
3,A02,US LUM 96 (cps) - GC AL EC - 10s(1),05:45.0,10001724,1000172
4,A02,US LUM 96 (cps) - GC AL EC - 10s(1),08:32.3,10877608,1087761
5,A02,US LUM 96 (cps) - GC AL EC - 10s(1),11:19.7,11505220,1150522
6,A02,US LUM 96 (cps) - GC AL EC - 10s(1),14:07.1,12135464,1213546
7,A02,US LUM 96 (cps) - GC AL EC - 10s(1),16:54.4,12546444,1254644
8,A02,US LUM 96 (cps) - GC AL EC - 10s(1),19:41.7,12977416,1297742
9,A02,US LUM 96 (cps) - GC AL EC - 10s(1),22:29.0,13392564,1339256
10,A02,US LUM 96 (cps) - GC AL EC - 10s(1),25:16.4,13727228,1372723
11,A02,US LUM 96 (cps) - GC AL EC - 10s(1),28:03.7,14083308,1408331
12,A02,US LUM 96 (cps) - GC AL EC - 10s(1),30:51.0,14303588,1430359
13,A02,US LUM 96 (cps) - GC AL EC - 10s(1),33:38.4,14534592,1453459
14,A02,US LUM 96 (cps) - GC AL EC - 10s(1),36:25.7,14747184,1474718
15,A02,US LUM 96 (cps) - GC AL EC - 10s(1),39:13.1,14967880,1496788
16,A02,US LUM 96 (cps) - GC AL EC - 10s(1),42:00.5,15150396,1515040
17,A02,US LUM 96 (cps) - GC AL EC - 10s(1),44:47.9,15253492,1525349
18,A02,US LUM 96 (cps) - GC AL EC - 10s(1),47:35.2,15363880,1536388
19,A02,US LUM 96 (cps) - GC AL EC - 10s(1),50:22.5,15268000,1526800
20,A02,US LUM 96 (cps) - GC AL EC - 10s(1),53:09.8,15627376,1562738
21,A02,US LUM 96 (cps) - GC AL EC - 10s(1),55:57.2,15738116,1573812
22,A02,US LUM 96 (cps) - GC AL EC - 10s(1),58:44.5,15832200,1583220
23,A02,US LUM 96 (cps) - GC AL EC - 10s(1),01:31.8,15932684,1593268
24,A02,US LUM 96 (cps) - GC AL EC - 10s(1),04:19.2,16029412,1602941
25,A02,US LUM 96 (cps) - GC AL EC - 10s(1),07:06.5,16108480,1610848
26,A02,US LUM 96 (cps) - GC AL EC - 10s(1),09:53.8,16321148,1632115
27,A02,US LUM 96 (cps) - GC AL EC - 10s(1),12:41.2,16301452,1630145
28,A02,US LUM 96 (cps) - GC AL EC - 10s(1),15:28.5,16065908,1606591
29,A02,US LUM 96 (cps) - GC AL EC - 10s(1),18:15.9,16381096,1638110
30,A02,US LUM 96 (cps) - GC AL EC - 10s(1),21:03.2,16552332,1655233
31,A02,US LUM 96 (cps) - GC AL EC - 10s(1),23:50.6,16470792,1647079
32,A02,US LUM 96 (cps) - GC AL EC - 10s(1),26:37.9,16504432,1650443
33,A02,US LUM 96 (cps) - GC AL EC - 10s(1),29:25.2,16554152,1655415
34,A02,US LUM 96 (cps) - GC AL EC - 10s(1),32:12.6,16503048,1650305
35,A02,US LUM 96 (cps) - GC AL EC - 10s(1),34:59.9,16505408,1650541
36,A02,US LUM 96 (cps) - GC AL EC - 10s(1),37:47.3,16217888,1621789
37,A02,US LUM 96 (cps) - GC AL EC - 10s(1),40:34.6,16445472,1644547
38,A02,US LUM 96 (cps) - GC AL EC - 10s(1),43:21.9,16366624,1636662
39,A02,US LUM 96 (cps) - GC AL EC - 10s(1),46:09.3,16355992,1635599
40,A02,US LUM 96 (cps) - GC AL EC - 10s(1),48:56.7,16355844,1635584
41,A02,US LUM 96 (cps) - GC AL EC - 10s(1),51:44.0,16332904,1633290
42,A02,US LUM 96 (cps) - GC AL EC - 10s(1),54:31.3,16291912,1629191
43,A02,US LUM 96 (cps) - GC AL EC - 10s(1),57:18.6,16196228,1619623
44,A02,US LUM 96 (cps) - GC AL EC - 10s(1),00:05.9,16236268,1623627
45,A02,US LUM 96 (cps) - GC AL EC - 10s(1),02:53.3,16232220,1623222
46,A02,US LUM 96 (cps) - GC AL EC - 10s(1),05:40.6,16199824,1619982
47,A02,US LUM 96 (cps) - GC AL EC - 10s(1),08:28.0,16163324,1616332
48,A02,US LUM 96 (cps) - GC AL EC - 10s(1),11:15.3,16147872,1614787
49,A02,US LUM 96 (cps) - GC AL EC - 10s(1),14:02.5,16173144,1617314
50,A02,US LUM 96 (cps) - GC AL EC - 10s(1),16:49.9,16172736,1617274
51,A02,US LUM 96 (cps) - GC AL EC - 10s(1),19:37.2,16205220,1620522
52,A02,US LUM 96 (cps) - GC AL EC - 10s(1),22:24.5,16162832,1616283
53,A02,US LUM 96 (cps) - GC AL EC - 10s(1),25:11.9,16174112,1617411
54,A02,US LUM 96 (cps) - GC AL EC - 10s(1),27:59.2,16154988,1615499
55,A02,US LUM 96 (cps) - GC AL EC - 10s(1),30:46.5,16236828,1623683
56,A02,US LUM 96 (cps) - GC AL EC - 10s(1),33:33.8,16149612,1614961
57,A02,US LUM 96 (cps) - GC AL EC - 10s(1),36:21.2,16112056,1611206
58,A02,US LUM 96 (cps) - GC AL EC - 10s(1),39:08.5,16070184,1607018
59,A02,US LUM 96 (cps) - GC AL EC - 10s(1),41:55.8,15949528,1594953
60,A02,US LUM 96 (cps) - GC AL EC - 10s(1),44:43.2,15912884,1591288
61,A02,US LUM 96 (cps) - GC AL EC - 10s(1),47:30.5,15927012,1592701
62,A02,US LUM 96 (cps) - GC AL EC - 10s(1),50:17.8,15895084,1589508
63,A02,US LUM 96 (cps) - GC AL EC - 10s(1),53:05.1,15837084,1583708
64,A02,US LUM 96 (cps) - GC AL EC - 10s(1),55:52.4,15774804,1577480
65,A02,US LUM 96 (cps) - GC AL EC - 10s(1),58:39.7,15727040,1572704
66,A02,US LUM 96 (cps) - GC AL EC - 10s(1),01:27.1,15673916,1567392
67,A02,US LUM 96 (cps) - GC AL EC - 10s(1),04:14.4,15606060,1560606
68,A02,US LUM 96 (cps) - GC AL EC - 10s(1),07:01.7,15560176,1556018
69,A02,US LUM 96 (cps) - GC AL EC - 10s(1),09:49.0,15465452,1546545
70,A02,US LUM 96 (cps) - GC AL EC - 10s(1),12:36.3,15378976,1537898
71,A02,US LUM 96 (cps) - GC AL EC - 10s(1),15:23.7,15103564,1510356
72,A02,US LUM 96 (cps) - GC AL EC - 10s(1),18:11.1,15290688,1529069
73,A02,US LUM 96 (cps) - GC AL EC - 10s(1),20:58.4,15224696,1522470
74,A02,US LUM 96 (cps) - GC AL EC - 10s(1),23:45.7,15295460,1529546
75,A02,US LUM 96 (cps) - GC AL EC - 10s(1),26:33.0,15139672,1513967
76,A02,US LUM 96 (cps) - GC AL EC - 10s(1),29:20.4,15082224,1508222
77,A02,US LUM 96 (cps) - GC AL EC - 10s(1),32:07.7,15041184,1504118
78,A02,US LUM 96 (cps) - GC AL EC - 10s(1),34:55.1,15055592,1505559
79,A02,US LUM 96 (cps) - GC AL EC - 10s(1),37:42.4,14907048,1490705
80,A02,US LUM 96 (cps) - GC AL EC - 10s(1),40:29.7,14844656,1484466
81,A02,US LUM 96 (cps) - GC AL EC - 10s(1),43:17.1,14832884,1483288
82,A02,US LUM 96 (cps) - GC AL EC - 10s(1),46:04.4,14681212,1468121
83,A02,US LUM 96 (cps) - GC AL EC - 10s(1),48:51.7,14631756,1463176
84,A02,US LUM 96 (cps) - GC AL EC - 10s(1),51:39.1,14610420,1461042
85,A02,US LUM 96 (cps) - GC AL EC - 10s(1),54:26.4,14260228,1426023
86,A02,US LUM 96 (cps) - GC AL EC - 10s(1),57:13.8,14380184,1438018
87,A02,US LUM 96 (cps) - GC AL EC - 10s(1),00:01.0,14349024,1434902
88,A02,US LUM 96 (cps) - GC AL EC - 10s(1),02:48.4,14315064,1431506
89,A02,US LUM 96 (cps) - GC AL EC - 10s(1),05:35.7,14351144,1435114
90,A02,US LUM 96 (cps) - GC AL EC - 10s(1),08:23.0,14185232,1418523
91,A02,US LUM 96 (cps) - GC AL EC - 10s(1),11:10.3,14154984,1415498
92,A02,US LUM 96 (cps) - GC AL EC - 10s(1),13:57.7,14247352,1424735
93,A02,US LUM 96 (cps) - GC AL EC - 10s(1),16:45.0,14105432,1410543
94,A02,US LUM 96 (cps) - GC AL EC - 10s(1),19:32.4,14063480,1406348
95,A02,US LUM 96 (cps) - GC AL EC - 10s(1),22:19.7,14087060,1408706
96,A02,US LUM 96 (cps) - GC AL EC - 10s(1),25:07.1,13949824,1394982
97,A02,US LUM 96 (cps) - GC AL EC - 10s(1),27:54.4,13842372,1384237
98,A02,US LUM 96 (cps) - GC AL EC - 10s(1),30:41.6,13788196,1378820
99,A02,US LUM 96 (cps) - GC AL EC - 10s(1),33:29.0,13676792,1367679
1,A03,US LUM 96 (cps) - GC AL EC - 10s(1),00:20.6,2691960,269196
2,A03,US LUM 96 (cps) - GC AL EC - 10s(1),03:08.0,2583948,258395
3,A03,US LUM 96 (cps) - GC AL EC - 10s(1),05:55.3,2773160,277316
4,A03,US LUM 96 (cps) - GC AL EC - 10s(1),08:42.6,2979032,297903
5,A03,US LUM 96 (cps) - GC AL EC - 10s(1),11:30.0,3134504,313450
6,A03,US LUM 96 (cps) - GC AL EC - 10s(1),14:17.4,3276460,327646
7,A03,US LUM 96 (cps) - GC AL EC - 10s(1),17:04.7,3364332,336433
8,A03,US LUM 96 (cps) - GC AL EC - 10s(1),19:52.0,3463280,346328
9,A03,US LUM 96 (cps) - GC AL EC - 10s(1),22:39.3,3551080,355108
10,A03,US LUM 96 (cps) - GC AL EC - 10s(1),25:26.7,3622664,362266
11,A03,US LUM 96 (cps) - GC AL EC - 10s(1),28:14.0,3679596,367960
12,A03,US LUM 96 (cps) - GC AL EC - 10s(1),31:01.4,3741744,374174
13,A03,US LUM 96 (cps) - GC AL EC - 10s(1),33:48.7,3795204,379520
14,A03,US LUM 96 (cps) - GC AL EC - 10s(1),36:36.1,3831744,383174
15,A03,US LUM 96 (cps) - GC AL EC - 10s(1),39:23.5,3865568,386557
16,A03,US LUM 96 (cps) - GC AL EC - 10s(1),42:10.8,3895900,389590
17,A03,US LUM 96 (cps) - GC AL EC - 10s(1),44:58.2,3917516,391752
18,A03,US LUM 96 (cps) - GC AL EC - 10s(1),47:45.5,3946064,394606
19,A03,US LUM 96 (cps) - GC AL EC - 10s(1),50:32.8,3912072,391207
20,A03,US LUM 96 (cps) - GC AL EC - 10s(1),53:20.2,3990080,399008
21,A03,US LUM 96 (cps) - GC AL EC - 10s(1),56:07.5,4014304,401430
22,A03,US LUM 96 (cps) - GC AL EC - 10s(1),58:54.8,4035908,403591
23,A03,US LUM 96 (cps) - GC AL EC - 10s(1),01:42.1,4057264,405726
24,A03,US LUM 96 (cps) - GC AL EC - 10s(1),04:29.5,4076272,407627
25,A03,US LUM 96 (cps) - GC AL EC - 10s(1),07:16.8,4088640,408864
26,A03,US LUM 96 (cps) - GC AL EC - 10s(1),10:04.1,4128204,412820
27,A03,US LUM 96 (cps) - GC AL EC - 10s(1),12:51.5,4121424,412142
28,A03,US LUM 96 (cps) - GC AL EC - 10s(1),15:38.8,4075560,407556
29,A03,US LUM 96 (cps) - GC AL EC - 10s(1),18:26.2,4143312,414331
30,A03,US LUM 96 (cps) - GC AL EC - 10s(1),21:13.5,4170580,417058
31,A03,US LUM 96 (cps) - GC AL EC - 10s(1),24:00.9,4159180,415918
32,A03,US LUM 96 (cps) - GC AL EC - 10s(1),26:48.2,4160060,416006
33,A03,US LUM 96 (cps) - GC AL EC - 10s(1),29:35.6,4185824,418582
34,A03,US LUM 96 (cps) - GC AL EC - 10s(1),32:22.9,4169092,416909
35,A03,US LUM 96 (cps) - GC AL EC - 10s(1),35:10.3,4162568,416257
36,A03,US LUM 96 (cps) - GC AL EC - 10s(1),37:57.6,4098280,409828
37,A03,US LUM 96 (cps) - GC AL EC - 10s(1),40:44.9,4144980,414498
38,A03,US LUM 96 (cps) - GC AL EC - 10s(1),43:32.3,4145472,414547
39,A03,US LUM 96 (cps) - GC AL EC - 10s(1),46:19.6,4127552,412755
40,A03,US LUM 96 (cps) - GC AL EC - 10s(1),49:07.0,4126448,412645
41,A03,US LUM 96 (cps) - GC AL EC - 10s(1),51:54.3,4114952,411495
42,A03,US LUM 96 (cps) - GC AL EC - 10s(1),54:41.6,4108184,410818
43,A03,US LUM 96 (cps) - GC AL EC - 10s(1),57:28.9,4102860,410286
44,A03,US LUM 96 (cps) - GC AL EC - 10s(1),00:16.3,4097008,409701
45,A03,US LUM 96 (cps) - GC AL EC - 10s(1),03:03.6,4092204,409220
46,A03,US LUM 96 (cps) - GC AL EC - 10s(1),05:50.9,4087516,408752
47,A03,US LUM 96 (cps) - GC AL EC - 10s(1),08:38.3,4078224,407822
48,A03,US LUM 96 (cps) - GC AL EC - 10s(1),11:25.6,4078324,407832
49,A03,US LUM 96 (cps) - GC AL EC - 10s(1),14:12.9,4084796,408480
50,A03,US LUM 96 (cps) - GC AL EC - 10s(1),17:00.2,4089060,408906
51,A03,US LUM 96 (cps) - GC AL EC - 10s(1),19:47.6,4098680,409868
52,A03,US LUM 96 (cps) - GC AL EC - 10s(1),22:34.9,4102328,410233
53,A03,US LUM 96 (cps) - GC AL EC - 10s(1),25:22.2,4109620,410962
54,A03,US LUM 96 (cps) - GC AL EC - 10s(1),28:09.5,4107100,410710
55,A03,US LUM 96 (cps) - GC AL EC - 10s(1),30:56.8,4131796,413180
56,A03,US LUM 96 (cps) - GC AL EC - 10s(1),33:44.1,4104528,410453
57,A03,US LUM 96 (cps) - GC AL EC - 10s(1),36:31.5,4094316,409432
58,A03,US LUM 96 (cps) - GC AL EC - 10s(1),39:18.8,4073512,407351
59,A03,US LUM 96 (cps) - GC AL EC - 10s(1),42:06.1,4070656,407066
60,A03,US LUM 96 (cps) - GC AL EC - 10s(1),44:53.5,4063460,406346
61,A03,US LUM 96 (cps) - GC AL EC - 10s(1),47:40.8,4048752,404875
62,A03,US LUM 96 (cps) - GC AL EC - 10s(1),50:28.1,4044236,404424
63,A03,US LUM 96 (cps) - GC AL EC - 10s(1),53:15.4,4027056,402706
64,A03,US LUM 96 (cps) - GC AL EC - 10s(1),56:02.8,4011824,401182
65,A03,US LUM 96 (cps) - GC AL EC - 10s(1),58:50.1,4005280,400528
66,A03,US LUM 96 (cps) - GC AL EC - 10s(1),01:37.4,4000672,400067
67,A03,US LUM 96 (cps) - GC AL EC - 10s(1),04:24.8,3980924,398092
68,A03,US LUM 96 (cps) - GC AL EC - 10s(1),07:12.1,3969092,396909
69,A03,US LUM 96 (cps) - GC AL EC - 10s(1),09:59.4,3952116,395212
70,A03,US LUM 96 (cps) - GC AL EC - 10s(1),12:46.6,3939908,393991
71,A03,US LUM 96 (cps) - GC AL EC - 10s(1),15:34.0,3873484,387348
72,A03,US LUM 96 (cps) - GC AL EC - 10s(1),18:21.4,3910932,391093
73,A03,US LUM 96 (cps) - GC AL EC - 10s(1),21:08.7,3891628,389163
74,A03,US LUM 96 (cps) - GC AL EC - 10s(1),23:56.0,3907776,390778
75,A03,US LUM 96 (cps) - GC AL EC - 10s(1),26:43.4,3880552,388055
76,A03,US LUM 96 (cps) - GC AL EC - 10s(1),29:30.7,3865928,386593
77,A03,US LUM 96 (cps) - GC AL EC - 10s(1),32:18.0,3854436,385444
78,A03,US LUM 96 (cps) - GC AL EC - 10s(1),35:05.4,3860212,386021
79,A03,US LUM 96 (cps) - GC AL EC - 10s(1),37:52.8,3830216,383022
80,A03,US LUM 96 (cps) - GC AL EC - 10s(1),40:40.1,3813140,381314
81,A03,US LUM 96 (cps) - GC AL EC - 10s(1),43:27.4,3816292,381629
82,A03,US LUM 96 (cps) - GC AL EC - 10s(1),46:14.7,3782100,378210
83,A03,US LUM 96 (cps) - GC AL EC - 10s(1),49:02.1,3765152,376515
84,A03,US LUM 96 (cps) - GC AL EC - 10s(1),51:49.4,3753328,375333
85,A03,US LUM 96 (cps) - GC AL EC - 10s(1),54:36.7,3677100,367710
86,A03,US LUM 96 (cps) - GC AL EC - 10s(1),57:24.1,3722320,372232
87,A03,US LUM 96 (cps) - GC AL EC - 10s(1),00:11.4,3705588,370559
88,A03,US LUM 96 (cps) - GC AL EC - 10s(1),02:58.7,3682588,368259
89,A03,US LUM 96 (cps) - GC AL EC - 10s(1),05:46.1,3689872,368987
90,A03,US LUM 96 (cps) - GC AL EC - 10s(1),08:33.3,3656268,365627
91,A03,US LUM 96 (cps) - GC AL EC - 10s(1),11:20.6,3651420,365142
92,A03,US LUM 96 (cps) - GC AL EC - 10s(1),14:08.0,3666980,366698
93,A03,US LUM 96 (cps) - GC AL EC - 10s(1),16:55.3,3642116,364212
94,A03,US LUM 96 (cps) - GC AL EC - 10s(1),19:42.7,3634640,363464
95,A03,US LUM 96 (cps) - GC AL EC - 10s(1),22:30.0,3645156,364516
96,A03,US LUM 96 (cps) - GC AL EC - 10s(1),25:17.4,3606656,360666
97,A03,US LUM 96 (cps) - GC AL EC - 10s(1),28:04.7,3586620,358662
98,A03,US LUM 96 (cps) - GC AL EC - 10s(1),30:52.0,3561940,356194
99,A03,US LUM 96 (cps) - GC AL EC - 10s(1),33:39.3,3540032,354003
1,A04,US LUM 96 (cps) - GC AL EC - 10s(1),00:31.0,483352,48335
2,A04,US LUM 96 (cps) - GC AL EC - 10s(1),03:18.3,478832,47883
3,A04,US LUM 96 (cps) - GC AL EC - 10s(1),06:05.7,517008,51701
