
Basic assay information 
Assay ID: ,,,,314
Assay Started: ,,,,11/26/2019 5:35:23 PM
Assay Finished: ,,,,11/26/2019 5:37:18 PM
Assay Exported: ,,,,11/26/2019 5:52:43 PM
Protocol ID: ,,,,100129
Protocol Name: ,,,,384-well plate with the optimized 384 Corning (white plate)
Serial#: ,,,,="1050194"



Protocol information
Instrument nickname,,,,EnVision
Instrument serial number,,,,1050194
Assay started,,,,11/26/2019 5:35:23 PM
User,,,,N/A
Assay ID,,,,314
Protocol name,,,,384-well plate with the optimized 384 Corning (white plate)
Plate name,,,,384 Corning (white plate and bottom  cylindrical)

Labels:
Label name,,,,US LUM 384 (cps)
 Aperture:
 Aperture name,,,,384 Plate US Luminescence aperture




Plate information 
Plate,Repeat,Barcode,Measured height,Inside temperature at start,Inside temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Measurement date,
1,1,"=""""",11.08,23.68,23.68,35.2,35.2,23.08,23.18,11/26/2019 5:37:01 PM,


Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,US LUM 384 (cps),0,48,0.1,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),

PlateNumber,PlateRepeat,Barcode,Group,Well,Sample,Label,Kinetic,ScanX,ScanY,MeasInfo,Wavelength,MeasTime,Signal,Flashes/Time,Result,Formula,
1,1,"="""="""""""",1,I07,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:38.964,1032,0.1,10320,,
1,1,"="""="""""""",N/A,I07,-,N/A,0,0,0,0,0,N/A,N/A,N/A,10320,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,I08,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:39.157,1108,0.1,11080,,
1,1,"="""="""""""",N/A,I08,-,N/A,0,0,0,0,0,N/A,N/A,N/A,11080,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,I09,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:39.351,888,0.1,8880,,
1,1,"="""="""""""",N/A,I09,-,N/A,0,0,0,0,0,N/A,N/A,N/A,8880.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,I10,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:39.544,744,0.1,7440,,
1,1,"="""="""""""",N/A,I10,-,N/A,0,0,0,0,0,N/A,N/A,N/A,7440.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,I11,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:39.737,632,0.1,6320,,
1,1,"="""="""""""",N/A,I11,-,N/A,0,0,0,0,0,N/A,N/A,N/A,6320.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,I12,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:39.931,540,0.1,5400,,
1,1,"="""="""""""",N/A,I12,-,N/A,0,0,0,0,0,N/A,N/A,N/A,5400.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,I13,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:40.125,408,0.1,4080,,
1,1,"="""="""""""",N/A,I13,-,N/A,0,0,0,0,0,N/A,N/A,N/A,4080.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,I14,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:40.319,288,0.1,2880,,
1,1,"="""="""""""",N/A,I14,-,N/A,0,0,0,0,0,N/A,N/A,N/A,2880.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,I15,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:40.512,240,0.1,2400,,
1,1,"="""="""""""",N/A,I15,-,N/A,0,0,0,0,0,N/A,N/A,N/A,2400.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,I16,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:40.705,200,0.1,2000,,
1,1,"="""="""""""",N/A,I16,-,N/A,0,0,0,0,0,N/A,N/A,N/A,2000.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,I17,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:40.899,168,0.1,1680,,
1,1,"="""="""""""",N/A,I17,-,N/A,0,0,0,0,0,N/A,N/A,N/A,1680.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,I18,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:41.093,160,0.1,1600,,
1,1,"="""="""""""",N/A,I18,-,N/A,0,0,0,0,0,N/A,N/A,N/A,1600.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,I19,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:41.286,120,0.1,1200,,
1,1,"="""="""""""",N/A,I19,-,N/A,0,0,0,0,0,N/A,N/A,N/A,1200.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,I20,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:41.480,104,0.1,1040,,
1,1,"="""="""""""",N/A,I20,-,N/A,0,0,0,0,0,N/A,N/A,N/A,1040.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,I21,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:41.674,92,0.1,920,,
1,1,"="""="""""""",N/A,I21,-,N/A,0,0,0,0,0,N/A,N/A,N/A,920.00,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,I22,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:41.867,88,0.1,880,,
1,1,"="""="""""""",N/A,I22,-,N/A,0,0,0,0,0,N/A,N/A,N/A,880.00,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,I23,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:42.060,64,0.1,640,,
1,1,"="""="""""""",N/A,I23,-,N/A,0,0,0,0,0,N/A,N/A,N/A,640.00,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,I24,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:42.254,84,0.1,840,,
1,1,"="""="""""""",N/A,I24,-,N/A,0,0,0,0,0,N/A,N/A,N/A,840.00,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,J01,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:46.966,6800,0.1,68000,,
1,1,"="""="""""""",N/A,J01,-,N/A,0,0,0,0,0,N/A,N/A,N/A,68000,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,J02,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:46.772,244,0.1,2440,,
1,1,"="""="""""""",N/A,J02,-,N/A,0,0,0,0,0,N/A,N/A,N/A,2440.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,J03,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:46.578,3368,0.1,33680,,
1,1,"="""="""""""",N/A,J03,-,N/A,0,0,0,0,0,N/A,N/A,N/A,33680,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,J04,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:46.384,488,0.1,4880,,
1,1,"="""="""""""",N/A,J04,-,N/A,0,0,0,0,0,N/A,N/A,N/A,4880.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,J05,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:46.190,2188,0.1,21880,,
1,1,"="""="""""""",N/A,J05,-,N/A,0,0,0,0,0,N/A,N/A,N/A,21880,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,J06,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:45.996,644,0.1,6440,,
1,1,"="""="""""""",N/A,J06,-,N/A,0,0,0,0,0,N/A,N/A,N/A,6440.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,J07,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:45.803,1496,0.1,14960,,
1,1,"="""="""""""",N/A,J07,-,N/A,0,0,0,0,0,N/A,N/A,N/A,14960,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,J08,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:45.610,712,0.1,7120,,
1,1,"="""="""""""",N/A,J08,-,N/A,0,0,0,0,0,N/A,N/A,N/A,7120.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,J09,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:45.417,1060,0.1,10600,,
1,1,"="""="""""""",N/A,J09,-,N/A,0,0,0,0,0,N/A,N/A,N/A,10600,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,J10,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:45.223,560,0.1,5600,,
1,1,"="""="""""""",N/A,J10,-,N/A,0,0,0,0,0,N/A,N/A,N/A,5600.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,J11,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:45.028,708,0.1,7080,,
1,1,"="""="""""""",N/A,J11,-,N/A,0,0,0,0,0,N/A,N/A,N/A,7080.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,J12,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:44.835,392,0.1,3920,,
1,1,"="""="""""""",N/A,J12,-,N/A,0,0,0,0,0,N/A,N/A,N/A,3920.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,J13,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:44.642,444,0.1,4440,,
1,1,"="""="""""""",N/A,J13,-,N/A,0,0,0,0,0,N/A,N/A,N/A,4440.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,J14,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:44.447,272,0.1,2720,,
1,1,"="""="""""""",N/A,J14,-,N/A,0,0,0,0,0,N/A,N/A,N/A,2720.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,J15,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:44.254,296,0.1,2960,,
1,1,"="""="""""""",N/A,J15,-,N/A,0,0,0,0,0,N/A,N/A,N/A,2960.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,J16,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:44.061,176,0.1,1760,,
1,1,"="""="""""""",N/A,J16,-,N/A,0,0,0,0,0,N/A,N/A,N/A,1760.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,J17,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:43.867,200,0.1,2000,,
1,1,"="""="""""""",N/A,J17,-,N/A,0,0,0,0,0,N/A,N/A,N/A,2000.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,J18,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:43.674,132,0.1,1320,,
1,1,"="""="""""""",N/A,J18,-,N/A,0,0,0,0,0,N/A,N/A,N/A,1320.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,J19,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:43.480,164,0.1,1640,,
1,1,"="""="""""""",N/A,J19,-,N/A,0,0,0,0,0,N/A,N/A,N/A,1640.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,J20,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:43.286,100,0.1,1000,,
1,1,"="""="""""""",N/A,J20,-,N/A,0,0,0,0,0,N/A,N/A,N/A,1000.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,J21,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:43.092,100,0.1,1000,,
1,1,"="""="""""""",N/A,J21,-,N/A,0,0,0,0,0,N/A,N/A,N/A,1000.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,J22,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:42.899,68,0.1,680,,
1,1,"="""="""""""",N/A,J22,-,N/A,0,0,0,0,0,N/A,N/A,N/A,680.00,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,J23,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:42.705,84,0.1,840,,
1,1,"="""="""""""",N/A,J23,-,N/A,0,0,0,0,0,N/A,N/A,N/A,840.00,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,J24,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:42.511,72,0.1,720,,
1,1,"="""="""""""",N/A,J24,-,N/A,0,0,0,0,0,N/A,N/A,N/A,720.00,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,K01,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:47.222,276,0.1,2760,,
1,1,"="""="""""""",N/A,K01,-,N/A,0,0,0,0,0,N/A,N/A,N/A,2760.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,K02,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:47.416,100,0.1,1000,,
1,1,"="""="""""""",N/A,K02,-,N/A,0,0,0,0,0,N/A,N/A,N/A,1000.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,K03,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:47.610,200,0.1,2000,,
1,1,"="""="""""""",N/A,K03,-,N/A,0,0,0,0,0,N/A,N/A,N/A,2000.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,K04,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:47.804,188,0.1,1880,,
1,1,"="""="""""""",N/A,K04,-,N/A,0,0,0,0,0,N/A,N/A,N/A,1880.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,K05,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:47.998,328,0.1,3280,,
1,1,"="""="""""""",N/A,K05,-,N/A,0,0,0,0,0,N/A,N/A,N/A,3280.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,K06,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:48.192,396,0.1,3960,,
1,1,"="""="""""""",N/A,K06,-,N/A,0,0,0,0,0,N/A,N/A,N/A,3960.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,K07,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:48.385,364,0.1,3640,,
1,1,"="""="""""""",N/A,K07,-,N/A,0,0,0,0,0,N/A,N/A,N/A,3640.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,K08,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:48.579,428,0.1,4280,,
1,1,"="""="""""""",N/A,K08,-,N/A,0,0,0,0,0,N/A,N/A,N/A,4280.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,K09,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:48.774,464,0.1,4640,,
1,1,"="""="""""""",N/A,K09,-,N/A,0,0,0,0,0,N/A,N/A,N/A,4640.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,K10,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:48.968,400,0.1,4000,,
1,1,"="""="""""""",N/A,K10,-,N/A,0,0,0,0,0,N/A,N/A,N/A,4000.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,K11,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:49.161,328,0.1,3280,,
1,1,"="""="""""""",N/A,K11,-,N/A,0,0,0,0,0,N/A,N/A,N/A,3280.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,K12,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:49.355,328,0.1,3280,,
1,1,"="""="""""""",N/A,K12,-,N/A,0,0,0,0,0,N/A,N/A,N/A,3280.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,K13,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:49.549,296,0.1,2960,,
1,1,"="""="""""""",N/A,K13,-,N/A,0,0,0,0,0,N/A,N/A,N/A,2960.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,K14,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:49.743,244,0.1,2440,,
1,1,"="""="""""""",N/A,K14,-,N/A,0,0,0,0,0,N/A,N/A,N/A,2440.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,K15,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:49.937,188,0.1,1880,,
1,1,"="""="""""""",N/A,K15,-,N/A,0,0,0,0,0,N/A,N/A,N/A,1880.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,K16,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:50.131,160,0.1,1600,,
1,1,"="""="""""""",N/A,K16,-,N/A,0,0,0,0,0,N/A,N/A,N/A,1600.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,K17,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:50.325,136,0.1,1360,,
1,1,"="""="""""""",N/A,K17,-,N/A,0,0,0,0,0,N/A,N/A,N/A,1360.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,K18,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:50.519,116,0.1,1160,,
1,1,"="""="""""""",N/A,K18,-,N/A,0,0,0,0,0,N/A,N/A,N/A,1160.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,K19,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:50.712,92,0.1,920,,
1,1,"="""="""""""",N/A,K19,-,N/A,0,0,0,0,0,N/A,N/A,N/A,920.00,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,K20,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:50.906,92,0.1,920,,
1,1,"="""="""""""",N/A,K20,-,N/A,0,0,0,0,0,N/A,N/A,N/A,920.00,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,K21,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:51.100,88,0.1,880,,
1,1,"="""="""""""",N/A,K21,-,N/A,0,0,0,0,0,N/A,N/A,N/A,880.00,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,K22,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:51.294,80,0.1,800,,
1,1,"="""="""""""",N/A,K22,-,N/A,0,0,0,0,0,N/A,N/A,N/A,800.00,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,K23,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:51.487,76,0.1,760,,
1,1,"="""="""""""",N/A,K23,-,N/A,0,0,0,0,0,N/A,N/A,N/A,760.00,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,K24,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:51.680,72,0.1,720,,
1,1,"="""="""""""",N/A,K24,-,N/A,0,0,0,0,0,N/A,N/A,N/A,720.00,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,L01,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:56.391,6476,0.1,64760,,
1,1,"="""="""""""",N/A,L01,-,N/A,0,0,0,0,0,N/A,N/A,N/A,64760,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,L02,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:56.198,276,0.1,2760,,
1,1,"="""="""""""",N/A,L02,-,N/A,0,0,0,0,0,N/A,N/A,N/A,2760.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,L03,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:56.004,3300,0.1,33000,,
1,1,"="""="""""""",N/A,L03,-,N/A,0,0,0,0,0,N/A,N/A,N/A,33000,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,L04,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:55.809,364,0.1,3640,,
1,1,"="""="""""""",N/A,L04,-,N/A,0,0,0,0,0,N/A,N/A,N/A,3640.0,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,L05,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:55.616,1972,0.1,19720,,
1,1,"="""="""""""",N/A,L05,-,N/A,0,0,0,0,0,N/A,N/A,N/A,19720,Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps)(1) channel 1,
1,1,"="""="""""""",1,L06,-,US LUM 384 (cps)(1),0,0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,00:00:55.422,432,0.1,4320,,
