,time,row_384,column_384,rfu_value,input_conc,input_conc_pg,replicate,reaction_volume,strain
0,00:00:00,A,1,447.57800000000003,100pg,20000,a,full,Clinical_041a
1,00:00:00,B,1,459.106,100pg,20000,b,full,Clinical_041a
2,00:00:00,C,1,512.9209999999999,100pg,20000,c,full,Clinical_041a
3,00:00:00,D,1,506.601,100pg,20000,a,quarter,Clinical_041a
4,00:00:00,E,1,474.889,100pg,20000,b,quarter,Clinical_041a
5,00:00:00,F,1,317.812,100pg,20000,c,quarter,Clinical_041a
6,00:00:00,A,3,460.778,1ng,200000,a,full,H37Rv
7,00:00:00,B,3,463.561,1ng,200000,b,full,H37Rv
8,00:00:00,C,3,476.31699999999995,1ng,200000,c,full,H37Rv
9,00:00:00,D,3,487.782,1ng,200000,a,quarter,H37Rv
10,00:00:00,E,3,467.038,1ng,200000,b,quarter,H37Rv
11,00:00:00,F,3,381.59,1ng,200000,c,quarter,H37Rv
12,00:00:00,A,5,436.968,100pg,20000,a,full,H37Rv
13,00:00:00,B,5,449.564,100pg,20000,b,full,H37Rv
14,00:00:00,C,5,455.026,100pg,20000,c,full,H37Rv
15,00:00:00,D,5,474.594,100pg,20000,a,quarter,H37Rv
16,00:00:00,E,5,444.042,100pg,20000,b,quarter,H37Rv
17,00:00:00,F,5,400.69699999999995,100pg,20000,c,quarter,H37Rv
18,00:00:00,A,7,453.579,10pg,2000,a,full,H37Rv
19,00:00:00,B,7,474.875,10pg,2000,b,full,H37Rv
20,00:00:00,C,7,487.8,10pg,2000,c,full,H37Rv
21,00:00:00,D,7,493.001,10pg,2000,a,quarter,H37Rv
22,00:00:00,E,7,485.514,10pg,2000,b,quarter,H37Rv
23,00:00:00,F,7,373.81300000000005,10pg,2000,c,quarter,H37Rv
24,00:00:00,A,9,418.223,1pg,200,a,full,H37Rv
25,00:00:00,B,9,460.17800000000005,1pg,200,b,full,H37Rv
26,00:00:00,C,9,476.88,1pg,200,c,full,H37Rv
27,00:00:00,D,9,465.11699999999996,1pg,200,a,quarter,H37Rv
28,00:00:00,E,9,432.064,1pg,200,b,quarter,H37Rv
29,00:00:00,F,9,270.774,1pg,200,c,quarter,H37Rv
30,00:00:00,A,11,443.126,100fg,20,a,full,H37Rv
31,00:00:00,B,11,505.833,100fg,20,b,full,H37Rv
32,00:00:00,C,11,482.015,100fg,20,c,full,H37Rv
33,00:00:00,D,11,502.555,100fg,20,a,quarter,H37Rv
34,00:00:00,E,11,490.472,100fg,20,b,quarter,H37Rv
35,00:00:00,F,11,297.908,100fg,20,c,quarter,H37Rv
36,00:00:00,A,13,399.855,10fg,2,a,full,H37Rv
37,00:00:00,B,13,397.475,10fg,2,b,full,H37Rv
38,00:00:00,C,13,515.13,10fg,2,c,full,H37Rv
39,00:00:00,D,13,6.834,H20_RPA,0,a,quarter,H20_RPA
40,00:00:00,E,13,6.236000000000001,H20_RPA,0,b,quarter,H20_RPA
41,00:00:00,F,13,5.8660000000000005,H20_RPA,0,c,quarter,H20_RPA
42,00:00:00,A,15,5.916,H20_RPA,0,a,full,H20_RPA
43,00:00:00,B,15,5.329,H20_RPA,0,b,full,H20_RPA
44,00:00:00,C,15,6.734,H20_RPA,0,c,full,H20_RPA
45,00:00:00,D,15,5.499,H20_cas12a,0,a,quarter,H20_cas12a
46,00:00:00,E,15,5.196000000000001,H20_cas12a,0,b,quarter,H20_cas12a
47,00:00:00,F,15,4.169,H20_cas12a,0,c,quarter,H20_cas12a
48,00:10:00,A,1,577.055,100pg,20000,a,full,Clinical_041a
49,00:10:00,B,1,463.028,100pg,20000,b,full,Clinical_041a
50,00:10:00,C,1,546.122,100pg,20000,c,full,Clinical_041a
51,00:10:00,D,1,579.09,100pg,20000,a,quarter,Clinical_041a
52,00:10:00,E,1,540.715,100pg,20000,b,quarter,Clinical_041a
53,00:10:00,F,1,401.024,100pg,20000,c,quarter,Clinical_041a
54,00:10:00,A,3,483.902,1ng,200000,a,full,H37Rv
55,00:10:00,B,3,471.334,1ng,200000,b,full,H37Rv
56,00:10:00,C,3,494.736,1ng,200000,c,full,H37Rv
57,00:10:00,D,3,526.113,1ng,200000,a,quarter,H37Rv
58,00:10:00,E,3,530.0880000000001,1ng,200000,b,quarter,H37Rv
59,00:10:00,F,3,492.444,1ng,200000,c,quarter,H37Rv
60,00:10:00,A,5,485.486,100pg,20000,a,full,H37Rv
61,00:10:00,B,5,459.04,100pg,20000,b,full,H37Rv
62,00:10:00,C,5,457.48199999999997,100pg,20000,c,full,H37Rv
63,00:10:00,D,5,502.76,100pg,20000,a,quarter,H37Rv
64,00:10:00,E,5,476.495,100pg,20000,b,quarter,H37Rv
65,00:10:00,F,5,585.112,100pg,20000,c,quarter,H37Rv
66,00:10:00,A,7,499.298,10pg,2000,a,full,H37Rv
67,00:10:00,B,7,487.652,10pg,2000,b,full,H37Rv
68,00:10:00,C,7,510.647,10pg,2000,c,full,H37Rv
69,00:10:00,D,7,549.638,10pg,2000,a,quarter,H37Rv
70,00:10:00,E,7,536.357,10pg,2000,b,quarter,H37Rv
71,00:10:00,F,7,556.739,10pg,2000,c,quarter,H37Rv
72,00:10:00,A,9,537.995,1pg,200,a,full,H37Rv
73,00:10:00,B,9,473.913,1pg,200,b,full,H37Rv
74,00:10:00,C,9,499.82800000000003,1pg,200,c,full,H37Rv
75,00:10:00,D,9,503.37300000000005,1pg,200,a,quarter,H37Rv
76,00:10:00,E,9,499.723,1pg,200,b,quarter,H37Rv
77,00:10:00,F,9,538.778,1pg,200,c,quarter,H37Rv
78,00:10:00,A,11,536.748,100fg,20,a,full,H37Rv
79,00:10:00,B,11,515.5459999999999,100fg,20,b,full,H37Rv
80,00:10:00,C,11,503.32,100fg,20,c,full,H37Rv
81,00:10:00,D,11,545.613,100fg,20,a,quarter,H37Rv
82,00:10:00,E,11,550.553,100fg,20,b,quarter,H37Rv
83,00:10:00,F,11,530.0880000000001,100fg,20,c,quarter,H37Rv
84,00:10:00,A,13,526.842,10fg,2,a,full,H37Rv
85,00:10:00,B,13,406.49699999999996,10fg,2,b,full,H37Rv
86,00:10:00,C,13,532.6469999999999,10fg,2,c,full,H37Rv
87,00:10:00,D,13,9.958,H20_RPA,0,a,quarter,H20_RPA
88,00:10:00,E,13,9.656,H20_RPA,0,b,quarter,H20_RPA
89,00:10:00,F,13,8.068999999999999,H20_RPA,0,c,quarter,H20_RPA
90,00:10:00,A,15,7.67,H20_RPA,0,a,full,H20_RPA
91,00:10:00,B,15,7.955,H20_RPA,0,b,full,H20_RPA
92,00:10:00,C,15,9.542,H20_RPA,0,c,full,H20_RPA
93,00:10:00,D,15,7.311,H20_cas12a,0,a,quarter,H20_cas12a
94,00:10:00,E,15,6.784,H20_cas12a,0,b,quarter,H20_cas12a
95,00:10:00,F,15,5.375,H20_cas12a,0,c,quarter,H20_cas12a
96,00:20:00,A,1,569.707,100pg,20000,a,full,Clinical_041a
97,00:20:00,B,1,446.787,100pg,20000,b,full,Clinical_041a
98,00:20:00,C,1,529.43,100pg,20000,c,full,Clinical_041a
99,00:20:00,D,1,557.508,100pg,20000,a,quarter,Clinical_041a
100,00:20:00,E,1,523.12,100pg,20000,b,quarter,Clinical_041a
101,00:20:00,F,1,385.35699999999997,100pg,20000,c,quarter,Clinical_041a
102,00:20:00,A,3,465.35699999999997,1ng,200000,a,full,H37Rv
103,00:20:00,B,3,451.283,1ng,200000,b,full,H37Rv
104,00:20:00,C,3,474.49199999999996,1ng,200000,c,full,H37Rv
105,00:20:00,D,3,506.023,1ng,200000,a,quarter,H37Rv
106,00:20:00,E,3,515.053,1ng,200000,b,quarter,H37Rv
107,00:20:00,F,3,478.195,1ng,200000,c,quarter,H37Rv
108,00:20:00,A,5,472.545,100pg,20000,a,full,H37Rv
109,00:20:00,B,5,435.751,100pg,20000,b,full,H37Rv
110,00:20:00,C,5,435.472,100pg,20000,c,full,H37Rv
111,00:20:00,D,5,484.087,100pg,20000,a,quarter,H37Rv
112,00:20:00,E,5,448.894,100pg,20000,b,quarter,H37Rv
113,00:20:00,F,5,570.181,100pg,20000,c,quarter,H37Rv
114,00:20:00,A,7,483.376,10pg,2000,a,full,H37Rv
115,00:20:00,B,7,468.56800000000004,10pg,2000,b,full,H37Rv
116,00:20:00,C,7,485.69800000000004,10pg,2000,c,full,H37Rv
117,00:20:00,D,7,529.268,10pg,2000,a,quarter,H37Rv
118,00:20:00,E,7,508.207,10pg,2000,b,quarter,H37Rv
119,00:20:00,F,7,539.136,10pg,2000,c,quarter,H37Rv
120,00:20:00,A,9,523.0369999999999,1pg,200,a,full,H37Rv
121,00:20:00,B,9,451.884,1pg,200,b,full,H37Rv
122,00:20:00,C,9,474.286,1pg,200,c,full,H37Rv
123,00:20:00,D,9,488.43,1pg,200,a,quarter,H37Rv
124,00:20:00,E,9,479.92400000000004,1pg,200,b,quarter,H37Rv
125,00:20:00,F,9,556.1569999999999,1pg,200,c,quarter,H37Rv
126,00:20:00,A,11,521.377,100fg,20,a,full,H37Rv
127,00:20:00,B,11,496.43300000000005,100fg,20,b,full,H37Rv
128,00:20:00,C,11,479.834,100fg,20,c,full,H37Rv
129,00:20:00,D,11,527.06,100fg,20,a,quarter,H37Rv
130,00:20:00,E,11,528.839,100fg,20,b,quarter,H37Rv
131,00:20:00,F,11,521.476,100fg,20,c,quarter,H37Rv
132,00:20:00,A,13,512.13,10fg,2,a,full,H37Rv
133,00:20:00,B,13,379.81300000000005,10fg,2,b,full,H37Rv
134,00:20:00,C,13,504.186,10fg,2,c,full,H37Rv
135,00:20:00,D,13,15.209000000000001,H20_RPA,0,a,quarter,H20_RPA
136,00:20:00,E,13,15.004000000000001,H20_RPA,0,b,quarter,H20_RPA
137,00:20:00,F,13,10.546,H20_RPA,0,c,quarter,H20_RPA
138,00:20:00,A,15,9.689,H20_RPA,0,a,full,H20_RPA
139,00:20:00,B,15,10.927999999999999,H20_RPA,0,b,full,H20_RPA
140,00:20:00,C,15,14.145,H20_RPA,0,c,full,H20_RPA
141,00:20:00,D,15,10.16,H20_cas12a,0,a,quarter,H20_cas12a
142,00:20:00,E,15,9.259,H20_cas12a,0,b,quarter,H20_cas12a
143,00:20:00,F,15,7.018,H20_cas12a,0,c,quarter,H20_cas12a
144,,A,1,,100pg,20000,a,full,Clinical_041a
145,,B,1,,100pg,20000,b,full,Clinical_041a
146,,C,1,,100pg,20000,c,full,Clinical_041a
147,,D,1,,100pg,20000,a,quarter,Clinical_041a
148,,E,1,,100pg,20000,b,quarter,Clinical_041a
149,,F,1,,100pg,20000,c,quarter,Clinical_041a
150,,A,3,,1ng,200000,a,full,H37Rv
151,,B,3,,1ng,200000,b,full,H37Rv
152,,C,3,,1ng,200000,c,full,H37Rv
153,,D,3,,1ng,200000,a,quarter,H37Rv
154,,E,3,,1ng,200000,b,quarter,H37Rv
155,,F,3,,1ng,200000,c,quarter,H37Rv
156,,A,5,,100pg,20000,a,full,H37Rv
157,,B,5,,100pg,20000,b,full,H37Rv
158,,C,5,,100pg,20000,c,full,H37Rv
159,,D,5,,100pg,20000,a,quarter,H37Rv
160,,E,5,,100pg,20000,b,quarter,H37Rv
161,,F,5,,100pg,20000,c,quarter,H37Rv
162,,A,7,,10pg,2000,a,full,H37Rv
163,,B,7,,10pg,2000,b,full,H37Rv
164,,C,7,,10pg,2000,c,full,H37Rv
165,,D,7,,10pg,2000,a,quarter,H37Rv
166,,E,7,,10pg,2000,b,quarter,H37Rv
167,,F,7,,10pg,2000,c,quarter,H37Rv
168,,A,9,,1pg,200,a,full,H37Rv
169,,B,9,,1pg,200,b,full,H37Rv
170,,C,9,,1pg,200,c,full,H37Rv
171,,D,9,,1pg,200,a,quarter,H37Rv
172,,E,9,,1pg,200,b,quarter,H37Rv
173,,F,9,,1pg,200,c,quarter,H37Rv
174,,A,11,,100fg,20,a,full,H37Rv
175,,B,11,,100fg,20,b,full,H37Rv
176,,C,11,,100fg,20,c,full,H37Rv
177,,D,11,,100fg,20,a,quarter,H37Rv
178,,E,11,,100fg,20,b,quarter,H37Rv
179,,F,11,,100fg,20,c,quarter,H37Rv
180,,A,13,,10fg,2,a,full,H37Rv
181,,B,13,,10fg,2,b,full,H37Rv
182,,C,13,,10fg,2,c,full,H37Rv
183,,D,13,,H20_RPA,0,a,quarter,H20_RPA
184,,E,13,,H20_RPA,0,b,quarter,H20_RPA
185,,F,13,,H20_RPA,0,c,quarter,H20_RPA
186,,A,15,,H20_RPA,0,a,full,H20_RPA
187,,B,15,,H20_RPA,0,b,full,H20_RPA
188,,C,15,,H20_RPA,0,c,full,H20_RPA
189,,D,15,,H20_cas12a,0,a,quarter,H20_cas12a
190,,E,15,,H20_cas12a,0,b,quarter,H20_cas12a
191,,F,15,,H20_cas12a,0,c,quarter,H20_cas12a
192,,A,1,,100pg,20000,a,full,Clinical_041a
193,,B,1,,100pg,20000,b,full,Clinical_041a
194,,C,1,,100pg,20000,c,full,Clinical_041a
195,,D,1,,100pg,20000,a,quarter,Clinical_041a
196,,E,1,,100pg,20000,b,quarter,Clinical_041a
197,,F,1,,100pg,20000,c,quarter,Clinical_041a
198,,A,3,,1ng,200000,a,full,H37Rv
199,,B,3,,1ng,200000,b,full,H37Rv
200,,C,3,,1ng,200000,c,full,H37Rv
201,,D,3,,1ng,200000,a,quarter,H37Rv
202,,E,3,,1ng,200000,b,quarter,H37Rv
203,,F,3,,1ng,200000,c,quarter,H37Rv
204,,A,5,,100pg,20000,a,full,H37Rv
205,,B,5,,100pg,20000,b,full,H37Rv
206,,C,5,,100pg,20000,c,full,H37Rv
207,,D,5,,100pg,20000,a,quarter,H37Rv
208,,E,5,,100pg,20000,b,quarter,H37Rv
209,,F,5,,100pg,20000,c,quarter,H37Rv
210,,A,7,,10pg,2000,a,full,H37Rv
211,,B,7,,10pg,2000,b,full,H37Rv
212,,C,7,,10pg,2000,c,full,H37Rv
213,,D,7,,10pg,2000,a,quarter,H37Rv
214,,E,7,,10pg,2000,b,quarter,H37Rv
215,,F,7,,10pg,2000,c,quarter,H37Rv
216,,A,9,,1pg,200,a,full,H37Rv
217,,B,9,,1pg,200,b,full,H37Rv
218,,C,9,,1pg,200,c,full,H37Rv
219,,D,9,,1pg,200,a,quarter,H37Rv
220,,E,9,,1pg,200,b,quarter,H37Rv
221,,F,9,,1pg,200,c,quarter,H37Rv
222,,A,11,,100fg,20,a,full,H37Rv
223,,B,11,,100fg,20,b,full,H37Rv
224,,C,11,,100fg,20,c,full,H37Rv
225,,D,11,,100fg,20,a,quarter,H37Rv
226,,E,11,,100fg,20,b,quarter,H37Rv
227,,F,11,,100fg,20,c,quarter,H37Rv
228,,A,13,,10fg,2,a,full,H37Rv
229,,B,13,,10fg,2,b,full,H37Rv
230,,C,13,,10fg,2,c,full,H37Rv
231,,D,13,,H20_RPA,0,a,quarter,H20_RPA
232,,E,13,,H20_RPA,0,b,quarter,H20_RPA
233,,F,13,,H20_RPA,0,c,quarter,H20_RPA
234,,A,15,,H20_RPA,0,a,full,H20_RPA
235,,B,15,,H20_RPA,0,b,full,H20_RPA
236,,C,15,,H20_RPA,0,c,full,H20_RPA
237,,D,15,,H20_cas12a,0,a,quarter,H20_cas12a
238,,E,15,,H20_cas12a,0,b,quarter,H20_cas12a
239,,F,15,,H20_cas12a,0,c,quarter,H20_cas12a
240,,A,1,,100pg,20000,a,full,Clinical_041a
241,,B,1,,100pg,20000,b,full,Clinical_041a
242,,C,1,,100pg,20000,c,full,Clinical_041a
243,,D,1,,100pg,20000,a,quarter,Clinical_041a
244,,E,1,,100pg,20000,b,quarter,Clinical_041a
245,,F,1,,100pg,20000,c,quarter,Clinical_041a
246,,A,3,,1ng,200000,a,full,H37Rv
247,,B,3,,1ng,200000,b,full,H37Rv
248,,C,3,,1ng,200000,c,full,H37Rv
249,,D,3,,1ng,200000,a,quarter,H37Rv
250,,E,3,,1ng,200000,b,quarter,H37Rv
251,,F,3,,1ng,200000,c,quarter,H37Rv
252,,A,5,,100pg,20000,a,full,H37Rv
253,,B,5,,100pg,20000,b,full,H37Rv
254,,C,5,,100pg,20000,c,full,H37Rv
255,,D,5,,100pg,20000,a,quarter,H37Rv
256,,E,5,,100pg,20000,b,quarter,H37Rv
257,,F,5,,100pg,20000,c,quarter,H37Rv
258,,A,7,,10pg,2000,a,full,H37Rv
259,,B,7,,10pg,2000,b,full,H37Rv
260,,C,7,,10pg,2000,c,full,H37Rv
261,,D,7,,10pg,2000,a,quarter,H37Rv
262,,E,7,,10pg,2000,b,quarter,H37Rv
263,,F,7,,10pg,2000,c,quarter,H37Rv
264,,A,9,,1pg,200,a,full,H37Rv
265,,B,9,,1pg,200,b,full,H37Rv
266,,C,9,,1pg,200,c,full,H37Rv
267,,D,9,,1pg,200,a,quarter,H37Rv
268,,E,9,,1pg,200,b,quarter,H37Rv
269,,F,9,,1pg,200,c,quarter,H37Rv
270,,A,11,,100fg,20,a,full,H37Rv
271,,B,11,,100fg,20,b,full,H37Rv
272,,C,11,,100fg,20,c,full,H37Rv
273,,D,11,,100fg,20,a,quarter,H37Rv
274,,E,11,,100fg,20,b,quarter,H37Rv
275,,F,11,,100fg,20,c,quarter,H37Rv
276,,A,13,,10fg,2,a,full,H37Rv
277,,B,13,,10fg,2,b,full,H37Rv
278,,C,13,,10fg,2,c,full,H37Rv
279,,D,13,,H20_RPA,0,a,quarter,H20_RPA
280,,E,13,,H20_RPA,0,b,quarter,H20_RPA
281,,F,13,,H20_RPA,0,c,quarter,H20_RPA
282,,A,15,,H20_RPA,0,a,full,H20_RPA
283,,B,15,,H20_RPA,0,b,full,H20_RPA
284,,C,15,,H20_RPA,0,c,full,H20_RPA
285,,D,15,,H20_cas12a,0,a,quarter,H20_cas12a
286,,E,15,,H20_cas12a,0,b,quarter,H20_cas12a
287,,F,15,,H20_cas12a,0,c,quarter,H20_cas12a
288,,A,1,,100pg,20000,a,full,Clinical_041a
289,,B,1,,100pg,20000,b,full,Clinical_041a
290,,C,1,,100pg,20000,c,full,Clinical_041a
291,,D,1,,100pg,20000,a,quarter,Clinical_041a
292,,E,1,,100pg,20000,b,quarter,Clinical_041a
293,,F,1,,100pg,20000,c,quarter,Clinical_041a
294,,A,3,,1ng,200000,a,full,H37Rv
295,,B,3,,1ng,200000,b,full,H37Rv
296,,C,3,,1ng,200000,c,full,H37Rv
297,,D,3,,1ng,200000,a,quarter,H37Rv
298,,E,3,,1ng,200000,b,quarter,H37Rv
299,,F,3,,1ng,200000,c,quarter,H37Rv
300,,A,5,,100pg,20000,a,full,H37Rv
301,,B,5,,100pg,20000,b,full,H37Rv
302,,C,5,,100pg,20000,c,full,H37Rv
303,,D,5,,100pg,20000,a,quarter,H37Rv
304,,E,5,,100pg,20000,b,quarter,H37Rv
305,,F,5,,100pg,20000,c,quarter,H37Rv
306,,A,7,,10pg,2000,a,full,H37Rv
307,,B,7,,10pg,2000,b,full,H37Rv
308,,C,7,,10pg,2000,c,full,H37Rv
309,,D,7,,10pg,2000,a,quarter,H37Rv
310,,E,7,,10pg,2000,b,quarter,H37Rv
311,,F,7,,10pg,2000,c,quarter,H37Rv
312,,A,9,,1pg,200,a,full,H37Rv
313,,B,9,,1pg,200,b,full,H37Rv
314,,C,9,,1pg,200,c,full,H37Rv
315,,D,9,,1pg,200,a,quarter,H37Rv
316,,E,9,,1pg,200,b,quarter,H37Rv
317,,F,9,,1pg,200,c,quarter,H37Rv
318,,A,11,,100fg,20,a,full,H37Rv
319,,B,11,,100fg,20,b,full,H37Rv
320,,C,11,,100fg,20,c,full,H37Rv
321,,D,11,,100fg,20,a,quarter,H37Rv
322,,E,11,,100fg,20,b,quarter,H37Rv
323,,F,11,,100fg,20,c,quarter,H37Rv
324,,A,13,,10fg,2,a,full,H37Rv
325,,B,13,,10fg,2,b,full,H37Rv
326,,C,13,,10fg,2,c,full,H37Rv
327,,D,13,,H20_RPA,0,a,quarter,H20_RPA
328,,E,13,,H20_RPA,0,b,quarter,H20_RPA
329,,F,13,,H20_RPA,0,c,quarter,H20_RPA
