,Unnamed: 0,time,row_384,column_384,rfu_value,reporter,phos,gRNA_used,standard_conc,replicate,target_added
977,977,01:30:00,L,1,77.878,r17Ar3C,phos,syn-C11,,b,no_target
978,978,01:30:00,M,1,496.114,H20,phos,syn-C11,,a,target_added
979,979,01:30:00,N,1,400.929,H20,phos,syn-C11,,b,target_added
980,980,01:30:00,O,1,14.422,r17Ar3C,no_gRNA,syn-C11_no_gRNA,,a,target_added
981,981,01:30:00,G,3,2812.272,standard,standard,standard,5,a,standard
982,982,01:30:00,H,3,2872.844,standard,standard,standard,5,b,standard
983,983,01:30:00,I,3,2451.724,r17Ar3C,phos,IVT-C11,,a,target_added
984,984,01:30:00,J,3,2555.562,r17Ar3C,phos,IVT-C11,,b,target_added
985,985,01:30:00,K,3,331.704,r17Ar3C,phos,IVT-C11,,a,no_target
986,986,01:30:00,L,3,340.357,r17Ar3C,phos,IVT-C11,,b,no_target
987,987,01:30:00,M,3,954.73,H20,phos,IVT-C11,,a,target_added
988,988,01:30:00,N,3,767.245,H20,phos,IVT-C11,,b,target_added
989,989,01:30:00,O,3,11.538,r17Ar3C,no_gRNA,C11-no_gRNA,,a,target_added
990,990,01:30:00,G,5,1574.872,standard,standard,standard,2.5,a,standard
991,991,01:30:00,H,5,1667.172,standard,standard,standard,2.5,b,standard
992,992,01:30:00,I,5,1762.3570000000002,r17Ar3C,phos,IVT-B1,,a,target_added
993,993,01:30:00,J,5,1502.763,r17Ar3C,phos,IVT-B1,,b,target_added
994,994,01:30:00,K,5,573.992,r17Ar3C,phos,IVT-B1,,a,no_target
995,995,01:30:00,L,5,634.564,r17Ar3C,phos,IVT-B1,,b,no_target
996,996,01:30:00,M,5,948.961,H20,phos,IVT-B1,,a,target_added
997,997,01:30:00,N,5,663.408,H20,phos,IVT-B1,,b,target_added
998,998,01:30:00,O,5,17.305999999999994,r17Ar3C,no_gRNA,B1-no_gRNA,,a,target_added
999,999,01:30:00,G,7,1560.45,standard,standard,standard,1.25,a,standard
1000,1000,01:30:00,H,7,1335.469,standard,standard,standard,1.25,b,standard
1001,1001,01:30:00,I,7,2800.734000000001,r17Ar3C,phos,IVT-H6,,a,target_added
1002,1002,01:30:00,J,7,2477.684,r17Ar3C,phos,IVT-H6,,b,target_added
1003,1003,01:30:00,K,7,966.268,r17Ar3C,phos,IVT-H6,,a,no_target
1004,1004,01:30:00,L,7,1009.533,r17Ar3C,phos,IVT-H6,,b,no_target
1005,1005,01:30:00,M,7,1840.235,H20,phos,IVT-H6,,a,target_added
1006,1006,01:30:00,N,7,1531.6070000000002,H20,phos,IVT-H6,,b,target_added
1007,1007,01:30:00,O,7,31.728,r17Ar3C,no_gRNA,H6-no_gRNA,,a,target_added
1008,1008,01:30:00,G,9,357.663,standard,standard,standard,0.625,a,standard
1009,1009,01:30:00,H,9,449.964,standard,standard,standard,0.625,b,standard
1010,1010,01:30:00,I,9,3495.87,r17Ar3C,phos,IVT-G8,,a,target_added
1011,1011,01:30:00,J,9,2985.335,r17Ar3C,phos,IVT-G8,,b,target_added
1012,1012,01:30:00,K,9,2803.619,r17Ar3C,phos,IVT-G8,,a,no_target
1013,1013,01:30:00,L,9,2578.637,r17Ar3C,phos,IVT-G8,,b,no_target
1014,1014,01:30:00,M,9,2670.937,H20,phos,IVT-G8,,a,target_added
1015,1015,01:30:00,N,9,2515.181,H20,phos,IVT-G8,,b,target_added
1016,1016,01:30:00,O,9,17.305999999999994,r17Ar3C,no_gRNA,G8-no_gRNA,,a,target_added
1017,1017,01:30:00,G,11,204.791,standard,standard,standard,0.3125,a,standard
1018,1018,01:30:00,H,11,245.172,standard,standard,standard,0.3125,b,standard
1019,1019,01:30:00,I,11,4124.666,r17Ar3C,phos,IVT-C4,,a,target_added
1020,1020,01:30:00,J,11,3631.436,r17Ar3C,phos,IVT-C4,,b,target_added
1021,1021,01:30:00,K,11,464.385,r17Ar3C,phos,IVT-C4,,a,no_target
1022,1022,01:30:00,L,11,406.698,r17Ar3C,phos,IVT-C4,,b,no_target
1023,1023,01:30:00,M,11,2070.986,H20,phos,IVT-C4,,a,target_added
1024,1024,01:30:00,N,11,1794.085,H20,phos,IVT-C4,,b,target_added
1025,1025,01:30:00,O,11,28.844,r17Ar3C,no_gRNA,C4-no_gRNA,,a,target_added
1026,1026,01:30:00,G,13,164.41,standard,standard,standard,0.15625,a,standard
1027,1027,01:30:00,H,13,181.716,standard,standard,standard,0.15625,b,standard
1028,1028,01:30:00,I,13,2642.093,r17Ar3C,no_phos,syn-C11,,a,target_added
1029,1029,01:30:00,J,13,2195.014,r17Ar3C,no_phos,syn-C11,,b,target_added
1030,1030,01:30:00,K,13,37.497,r17Ar3C,no_phos,syn-C11,,a,no_target
1031,1031,01:30:00,L,13,37.497,r17Ar3C,no_phos,syn-C11,,b,no_target
1032,1032,01:30:00,M,13,135.566,H20,no_phos,syn-C11,,a,target_added
1033,1033,01:30:00,N,13,138.45,H20,no_phos,syn-C11,,b,target_added
1034,1034,01:30:00,O,13,5.769,r17Ar3C,no_gRNA,syn-C11_no_gRNA,,b,no_target
1035,1035,01:30:00,G,15,187.485,standard,standard,standard,0.078125,a,standard
1036,1036,01:30:00,H,15,115.375,standard,standard,standard,0.078125,b,standard
1037,1037,01:30:00,I,15,3591.055,r17Ar3C,no_phos,IVT-C11,,a,target_added
1038,1038,01:30:00,J,15,3054.56,r17Ar3C,no_phos,IVT-C11,,b,target_added
1039,1039,01:30:00,K,15,1300.856,r17Ar3C,no_phos,IVT-C11,,a,no_target
1040,1040,01:30:00,L,15,1370.081,r17Ar3C,no_phos,IVT-C11,,b,no_target
1041,1041,01:30:00,M,15,1514.3,H20,no_phos,IVT-C11,,a,target_added
1042,1042,01:30:00,N,15,1401.809,H20,no_phos,IVT-C11,,b,target_added
1043,1043,01:30:00,O,15,20.191,r17Ar3C,no_gRNA,C11-no_gRNA,,b,no_target
1044,1044,01:30:00,G,17,74.994,standard,standard,standard,0.0390625,a,standard
1045,1045,01:30:00,H,17,92.3,standard,standard,standard,0.0390625,b,standard
1046,1046,01:30:00,I,17,3276.657,r17Ar3C,no_phos,IVT-B1,,a,target_added
1047,1047,01:30:00,J,17,2538.256,r17Ar3C,no_phos,IVT-B1,,b,target_added
1048,1048,01:30:00,K,17,1961.379,r17Ar3C,no_phos,IVT-B1,,a,no_target
1049,1049,01:30:00,L,17,1946.958,r17Ar3C,no_phos,IVT-B1,,b,no_target
1050,1050,01:30:00,M,17,1944.073,H20,no_phos,IVT-B1,,a,target_added
1051,1051,01:30:00,N,17,2062.333,H20,no_phos,IVT-B1,,b,target_added
1052,1052,01:30:00,O,17,5.769,r17Ar3C,no_gRNA,B1-no_gRNA,,b,no_target
1053,1053,01:30:00,G,19,135.566,standard,standard,standard,0.0195312,a,standard
1054,1054,01:30:00,H,19,129.797,standard,standard,standard,0.0195312,b,standard
1055,1055,01:30:00,I,19,3778.54,r17Ar3C,no_phos,IVT-H6,,a,target_added
1056,1056,01:30:00,J,19,3167.051,r17Ar3C,no_phos,IVT-H6,,b,target_added
1057,1057,01:30:00,K,19,2295.968,r17Ar3C,no_phos,IVT-H6,,a,no_target
1058,1058,01:30:00,L,19,2347.886,r17Ar3C,no_phos,IVT-H6,,b,no_target
1059,1059,01:30:00,M,19,2394.0370000000007,H20,no_phos,IVT-H6,,a,target_added
1060,1060,01:30:00,N,19,2457.493,H20,no_phos,IVT-H6,,b,target_added
1061,1061,01:30:00,O,19,25.959,r17Ar3C,no_gRNA,H6-no_gRNA,,b,no_target
1062,1062,01:30:00,G,21,95.185,standard,standard,standard,0.0097656,a,standard
1063,1063,01:30:00,H,21,57.688,standard,standard,standard,0.0097656,b,standard
1064,1064,01:30:00,I,21,2616.134,r17Ar3C,no_phos,IVT-G8,,a,target_added
1065,1065,01:30:00,J,21,2160.402,r17Ar3C,no_phos,IVT-G8,,b,target_added
1066,1066,01:30:00,K,21,2451.724,r17Ar3C,no_phos,IVT-G8,,a,no_target
1067,1067,01:30:00,L,21,2290.199,r17Ar3C,no_phos,IVT-G8,,b,no_target
1068,1068,01:30:00,M,21,2515.181,H20,no_phos,IVT-G8,,a,target_added
1069,1069,01:30:00,N,21,2215.205,H20,no_phos,IVT-G8,,b,target_added
1070,1070,01:30:00,O,21,14.422,r17Ar3C,no_gRNA,G8-no_gRNA,,b,no_target
1071,1071,01:30:00,G,23,343.241,standard,standard,standard,0,a,standard
1072,1072,01:30:00,H,23,152.872,standard,standard,standard,0,b,standard
1073,1073,01:30:00,I,23,3357.42,r17Ar3C,no_phos,IVT-C4,,a,target_added
1074,1074,01:30:00,J,23,2979.566,r17Ar3C,no_phos,IVT-C4,,b,target_added
1075,1075,01:30:00,K,23,1430.6529999999998,r17Ar3C,no_phos,IVT-C4,,a,no_target
1076,1076,01:30:00,L,23,1569.1029999999996,r17Ar3C,no_phos,IVT-C4,,b,no_target
1077,1077,01:30:00,M,23,1779.6629999999998,H20,no_phos,IVT-C4,,a,target_added
1078,1078,01:30:00,N,23,1742.1660000000004,H20,no_phos,IVT-C4,,b,target_added
1079,1079,01:30:00,O,23,20.191,r17Ar3C,no_gRNA,C4-no_gRNA,,b,no_target
1080,1080,01:40:00,G,1,6187.931,standard,standard,standard,10,a,standard
1081,1081,01:40:00,H,1,5448.601,standard,standard,standard,10,b,standard
1082,1082,01:40:00,I,1,2522.927,r17Ar3C,phos,syn-C11,,a,target_added
1083,1083,01:40:00,J,1,2709.917,r17Ar3C,phos,syn-C11,,b,target_added
1084,1084,01:40:00,K,1,69.042,r17Ar3C,phos,syn-C11,,a,no_target
1085,1085,01:40:00,L,1,89.18,r17Ar3C,phos,syn-C11,,b,no_target
1086,1086,01:40:00,M,1,514.942,H20,phos,syn-C11,,a,target_added
1087,1087,01:40:00,N,1,382.61,H20,phos,syn-C11,,b,target_added
1088,1088,01:40:00,O,1,37.398,r17Ar3C,no_gRNA,syn-C11_no_gRNA,,a,target_added
1089,1089,01:40:00,G,3,2698.41,standard,standard,standard,5,a,standard
1090,1090,01:40:00,H,3,2965.949,standard,standard,standard,5,b,standard
1091,1091,01:40:00,I,3,2353.197,r17Ar3C,phos,IVT-C11,,a,target_added
1092,1092,01:40:00,J,3,2367.581,r17Ar3C,phos,IVT-C11,,b,target_added
1093,1093,01:40:00,K,3,388.364,r17Ar3C,phos,IVT-C11,,a,no_target
1094,1094,01:40:00,L,3,365.35,r17Ar3C,phos,IVT-C11,,b,no_target
1095,1095,01:40:00,M,3,825.633,H20,phos,IVT-C11,,a,target_added
1096,1096,01:40:00,N,3,756.59,H20,phos,IVT-C11,,b,target_added
1097,1097,01:40:00,O,3,11.507,r17Ar3C,no_gRNA,C11-no_gRNA,,a,target_added
1098,1098,01:40:00,G,5,1585.1,standard,standard,standard,2.5,a,standard
1099,1099,01:40:00,H,5,1694.417,standard,standard,standard,2.5,b,standard
1100,1100,01:40:00,I,5,1590.854,r17Ar3C,phos,IVT-B1,,a,target_added
1101,1101,01:40:00,J,5,1631.128,r17Ar3C,phos,IVT-B1,,b,target_added
1102,1102,01:40:00,K,5,667.4110000000002,r17Ar3C,phos,IVT-B1,,a,no_target
1103,1103,01:40:00,L,5,566.724,r17Ar3C,phos,IVT-B1,,b,no_target
1104,1104,01:40:00,M,5,868.784,H20,phos,IVT-B1,,a,target_added
1105,1105,01:40:00,N,5,765.221,H20,phos,IVT-B1,,b,target_added
1106,1106,01:40:00,O,5,14.384,r17Ar3C,no_gRNA,B1-no_gRNA,,a,target_added
1107,1107,01:40:00,G,7,1467.152,standard,standard,standard,1.25,a,standard
1108,1108,01:40:00,H,7,1245.641,standard,standard,standard,1.25,b,standard
1109,1109,01:40:00,I,7,2427.993,r17Ar3C,phos,IVT-H6,,a,target_added
1110,1110,01:40:00,J,7,2422.24,r17Ar3C,phos,IVT-H6,,b,target_added
1111,1111,01:40:00,K,7,940.704,r17Ar3C,phos,IVT-H6,,a,no_target
1112,1112,01:40:00,L,7,983.855,r17Ar3C,phos,IVT-H6,,b,no_target
1113,1113,01:40:00,M,7,1869.9,H20,phos,IVT-H6,,a,target_added
1114,1114,01:40:00,N,7,1516.057,H20,phos,IVT-H6,,b,target_added
1115,1115,01:40:00,O,7,8.63,r17Ar3C,no_gRNA,H6-no_gRNA,,a,target_added
1116,1116,01:40:00,G,9,440.146,standard,standard,standard,0.625,a,standard
1117,1117,01:40:00,H,9,417.132,standard,standard,standard,0.625,b,standard
1118,1118,01:40:00,I,9,3296.778,r17Ar3C,phos,IVT-G8,,a,target_added
1119,1119,01:40:00,J,9,2836.495,r17Ar3C,phos,IVT-G8,,b,target_added
1120,1120,01:40:00,K,9,2511.42,r17Ar3C,phos,IVT-G8,,a,no_target
1121,1121,01:40:00,L,9,2465.391,r17Ar3C,phos,IVT-G8,,b,no_target
1122,1122,01:40:00,M,9,2781.836,H20,phos,IVT-G8,,a,target_added
1123,1123,01:40:00,N,9,2568.955,H20,phos,IVT-G8,,b,target_added
1124,1124,01:40:00,O,9,11.507,r17Ar3C,no_gRNA,G8-no_gRNA,,a,target_added
1125,1125,01:40:00,G,11,270.416,standard,standard,standard,0.3125,a,standard
1126,1126,01:40:00,H,11,256.032,standard,standard,standard,0.3125,b,standard
1127,1127,01:40:00,I,11,4131.041,r17Ar3C,phos,IVT-C4,,a,target_added
1128,1128,01:40:00,J,11,3529.796,r17Ar3C,phos,IVT-C4,,b,target_added
1129,1129,01:40:00,K,11,385.487,r17Ar3C,phos,IVT-C4,,a,no_target
1130,1130,01:40:00,L,11,356.719,r17Ar3C,phos,IVT-C4,,b,no_target
1131,1131,01:40:00,M,11,1708.8010000000004,H20,phos,IVT-C4,,a,target_added
1132,1132,01:40:00,N,11,1671.4029999999998,H20,phos,IVT-C4,,b,target_added
1133,1133,01:40:00,O,11,25.891,r17Ar3C,no_gRNA,C4-no_gRNA,,a,target_added
1134,1134,01:40:00,G,13,161.099,standard,standard,standard,0.15625,a,standard
1135,1135,01:40:00,H,13,166.85299999999995,standard,standard,standard,0.15625,b,standard
1136,1136,01:40:00,I,13,2594.846,r17Ar3C,no_phos,syn-C11,,a,target_added
1137,1137,01:40:00,J,13,1990.724,r17Ar3C,no_phos,syn-C11,,b,target_added
1138,1138,01:40:00,K,13,51.782,r17Ar3C,no_phos,syn-C11,,a,no_target
1139,1139,01:40:00,L,13,31.644,r17Ar3C,no_phos,syn-C11,,b,no_target
1140,1140,01:40:00,M,13,140.96200000000005,H20,no_phos,syn-C11,,a,target_added
1141,1141,01:40:00,N,13,123.701,H20,no_phos,syn-C11,,b,target_added
1142,1142,01:40:00,O,13,23.014,r17Ar3C,no_gRNA,syn-C11_no_gRNA,,b,no_target
1143,1143,01:40:00,G,15,120.824,standard,standard,standard,0.078125,a,standard
1144,1144,01:40:00,H,15,140.96200000000005,standard,standard,standard,0.078125,b,standard
1145,1145,01:40:00,I,15,3345.683,r17Ar3C,no_phos,IVT-C11,,a,target_added
1146,1146,01:40:00,J,15,2698.41,r17Ar3C,no_phos,IVT-C11,,b,target_added
1147,1147,01:40:00,K,15,1369.342,r17Ar3C,no_phos,IVT-C11,,a,no_target
1148,1148,01:40:00,L,15,1308.93,r17Ar3C,no_phos,IVT-C11,,b,no_target
1149,1149,01:40:00,M,15,1418.247,H20,no_phos,IVT-C11,,a,target_added
1150,1150,01:40:00,N,15,1406.74,H20,no_phos,IVT-C11,,b,target_added
1151,1151,01:40:00,O,15,17.261,r17Ar3C,no_gRNA,C11-no_gRNA,,b,no_target
1152,1152,01:40:00,G,17,109.317,standard,standard,standard,0.0390625,a,standard
1153,1153,01:40:00,H,17,89.18,standard,standard,standard,0.0390625,b,standard
1154,1154,01:40:00,I,17,3086.773,r17Ar3C,no_phos,IVT-B1,,a,target_added
1155,1155,01:40:00,J,17,2373.335,r17Ar3C,no_phos,IVT-B1,,b,target_added
1156,1156,01:40:00,K,17,1852.64,r17Ar3C,no_phos,IVT-B1,,a,no_target
1157,1157,01:40:00,L,17,1887.161,r17Ar3C,no_phos,IVT-B1,,b,no_target
1158,1158,01:40:00,M,17,1921.682,H20,no_phos,IVT-B1,,a,target_added
1159,1159,01:40:00,N,17,1869.9,H20,no_phos,IVT-B1,,b,target_added
1160,1160,01:40:00,O,17,0.0,r17Ar3C,no_gRNA,B1-no_gRNA,,b,no_target
1161,1161,01:40:00,G,19,132.33100000000002,standard,standard,standard,0.0195312,a,standard
1162,1162,01:40:00,H,19,115.071,standard,standard,standard,0.0195312,b,standard
1163,1163,01:40:00,I,19,3673.635,r17Ar3C,no_phos,IVT-H6,,a,target_added
1164,1164,01:40:00,J,19,3009.101,r17Ar3C,no_phos,IVT-H6,,b,target_added
1165,1165,01:40:00,K,19,2215.113,r17Ar3C,no_phos,IVT-H6,,a,no_target
1166,1166,01:40:00,L,19,2243.88,r17Ar3C,no_phos,IVT-H6,,b,no_target
1167,1167,01:40:00,M,19,2376.211,H20,no_phos,IVT-H6,,a,target_added
1168,1168,01:40:00,N,19,2520.05,H20,no_phos,IVT-H6,,b,target_added
1169,1169,01:40:00,O,19,5.754,r17Ar3C,no_gRNA,H6-no_gRNA,,b,no_target
1170,1170,01:40:00,G,21,63.289,standard,standard,standard,0.0097656,a,standard
1171,1171,01:40:00,H,21,112.194,standard,standard,standard,0.0097656,b,standard
1172,1172,01:40:00,I,21,2548.818,r17Ar3C,no_phos,IVT-G8,,a,target_added
1173,1173,01:40:00,J,21,2131.686,r17Ar3C,no_phos,IVT-G8,,b,target_added
1174,1174,01:40:00,K,21,2370.458,r17Ar3C,no_phos,IVT-G8,,a,no_target
1175,1175,01:40:00,L,21,2278.401,r17Ar3C,no_phos,IVT-G8,,b,no_target
1176,1176,01:40:00,M,21,2321.553,H20,no_phos,IVT-G8,,a,target_added
1177,1177,01:40:00,N,21,2163.331,H20,no_phos,IVT-G8,,b,target_added
1178,1178,01:40:00,O,21,8.63,r17Ar3C,no_gRNA,G8-no_gRNA,,b,no_target
1179,1179,01:40:00,G,23,353.843,standard,standard,standard,0,a,standard
1180,1180,01:40:00,H,23,201.374,standard,standard,standard,0,b,standard
1181,1181,01:40:00,I,23,3408.972,r17Ar3C,no_phos,IVT-C4,,a,target_added
1182,1182,01:40:00,J,23,3009.101,r17Ar3C,no_phos,IVT-C4,,b,target_added
1183,1183,01:40:00,K,23,1369.342,r17Ar3C,no_phos,IVT-C4,,a,no_target
1184,1184,01:40:00,L,23,1481.536,r17Ar3C,no_phos,IVT-C4,,b,no_target
1185,1185,01:40:00,M,23,1659.896,H20,no_phos,IVT-C4,,a,target_added
1186,1186,01:40:00,N,23,1498.797,H20,no_phos,IVT-C4,,b,target_added
1187,1187,01:40:00,O,23,5.754,r17Ar3C,no_gRNA,C4-no_gRNA,,b,no_target
1188,1188,01:50:00,G,1,6327.4090000000015,standard,standard,standard,10,a,standard
1189,1189,01:50:00,H,1,5642.275,standard,standard,standard,10,b,standard
1190,1190,01:50:00,I,1,2490.086,r17Ar3C,phos,syn-C11,,a,target_added
1191,1191,01:50:00,J,1,2858.561,r17Ar3C,phos,syn-C11,,b,target_added
1192,1192,01:50:00,K,1,43.181,r17Ar3C,phos,syn-C11,,a,no_target
1193,1193,01:50:00,L,1,92.119,r17Ar3C,phos,syn-C11,,b,no_target
1194,1194,01:50:00,M,1,500.896,H20,phos,syn-C11,,a,target_added
1195,1195,01:50:00,N,1,426.049,H20,phos,syn-C11,,b,target_added
1196,1196,01:50:00,O,1,11.515,r17Ar3C,no_gRNA,syn-C11_no_gRNA,,a,target_added
1197,1197,01:50:00,G,3,2599.4770000000008,standard,standard,standard,5,a,standard
1198,1198,01:50:00,H,3,2775.078,standard,standard,standard,5,b,standard
1199,1199,01:50:00,I,3,2349.029,r17Ar3C,phos,IVT-C11,,a,target_added
1200,1200,01:50:00,J,3,2490.086,r17Ar3C,phos,IVT-C11,,b,target_added
1201,1201,01:50:00,K,3,385.747,r17Ar3C,phos,IVT-C11,,a,no_target
1202,1202,01:50:00,L,3,371.354,r17Ar3C,phos,IVT-C11,,b,no_target
1203,1203,01:50:00,M,3,941.339,H20,phos,IVT-C11,,a,target_added
1204,1204,01:50:00,N,3,713.921,H20,phos,IVT-C11,,b,target_added
1205,1205,01:50:00,O,3,48.938,r17Ar3C,no_gRNA,C11-no_gRNA,,a,target_added
1206,1206,01:50:00,G,5,1614.957,standard,standard,standard,2.5,a,standard
1207,1207,01:50:00,H,5,1476.779,standard,standard,standard,2.5,b,standard
1208,1208,01:50:00,I,5,1436.477,r17Ar3C,phos,IVT-B1,,a,target_added
1209,1209,01:50:00,J,5,1566.019,r17Ar3C,phos,IVT-B1,,b,target_added
1210,1210,01:50:00,K,5,621.802,r17Ar3C,phos,IVT-B1,,a,no_target
1211,1211,01:50:00,L,5,633.317,r17Ar3C,phos,IVT-B1,,b,no_target
1212,1212,01:50:00,M,5,921.188,H20,phos,IVT-B1,,a,target_added
1213,1213,01:50:00,N,5,754.2230000000002,H20,phos,IVT-B1,,b,target_added
1214,1214,01:50:00,O,5,2.879,r17Ar3C,no_gRNA,B1-no_gRNA,,a,target_added
1215,1215,01:50:00,G,7,1298.299,standard,standard,standard,1.25,a,standard
1216,1216,01:50:00,H,7,1151.485,standard,standard,standard,1.25,b,standard
1217,1217,01:50:00,I,7,2504.479,r17Ar3C,phos,IVT-H6,,a,target_added
1218,1218,01:50:00,J,7,2438.269,r17Ar3C,phos,IVT-H6,,b,target_added
1219,1219,01:50:00,K,7,958.611,r17Ar3C,phos,IVT-H6,,a,no_target
1220,1220,01:50:00,L,7,863.6139999999998,r17Ar3C,phos,IVT-H6,,b,no_target
1221,1221,01:50:00,M,7,1747.378,H20,phos,IVT-H6,,a,target_added
1222,1222,01:50:00,N,7,1517.081,H20,phos,IVT-H6,,b,target_added
1223,1223,01:50:00,O,7,2.879,r17Ar3C,no_gRNA,H6-no_gRNA,,a,target_added
1224,1224,01:50:00,G,9,394.384,standard,standard,standard,0.625,a,standard
1225,1225,01:50:00,H,9,443.322,standard,standard,standard,0.625,b,standard
1226,1226,01:50:00,I,9,3109.009,r17Ar3C,phos,IVT-G8,,a,target_added
1227,1227,01:50:00,J,9,2754.927,r17Ar3C,phos,IVT-G8,,b,target_added
1228,1228,01:50:00,K,9,2668.566,r17Ar3C,phos,IVT-G8,,a,no_target
1229,1229,01:50:00,L,9,2349.029,r17Ar3C,phos,IVT-G8,,b,no_target
1230,1230,01:50:00,M,9,2524.63,H20,phos,IVT-G8,,a,target_added
1231,1231,01:50:00,N,9,2475.692,H20,phos,IVT-G8,,b,target_added
1232,1232,01:50:00,O,9,5.7570000000000014,r17Ar3C,no_gRNA,G8-no_gRNA,,a,target_added
1233,1233,01:50:00,G,11,215.903,standard,standard,standard,0.3125,a,standard
1234,1234,01:50:00,H,11,276.356,standard,standard,standard,0.3125,b,standard
1235,1235,01:50:00,I,11,3716.417,r17Ar3C,phos,IVT-C4,,a,target_added
1236,1236,01:50:00,J,11,3411.273,r17Ar3C,phos,IVT-C4,,b,target_added
1237,1237,01:50:00,K,11,411.656,r17Ar3C,phos,IVT-C4,,a,no_target
1238,1238,01:50:00,L,11,480.745,r17Ar3C,phos,IVT-C4,,b,no_target
1239,1239,01:50:00,M,11,1756.014,H20,phos,IVT-C4,,a,target_added
1240,1240,01:50:00,N,11,1540.111,H20,phos,IVT-C4,,b,target_added
1241,1241,01:50:00,O,11,17.272000000000002,r17Ar3C,no_gRNA,C4-no_gRNA,,a,target_added
1242,1242,01:50:00,G,13,143.936,standard,standard,standard,0.15625,a,standard
1243,1243,01:50:00,H,13,161.208,standard,standard,standard,0.15625,b,standard
1244,1244,01:50:00,I,13,2562.053,r17Ar3C,no_phos,syn-C11,,a,target_added
1245,1245,01:50:00,J,13,1876.92,r17Ar3C,no_phos,syn-C11,,b,target_added
1246,1246,01:50:00,K,13,48.938,r17Ar3C,no_phos,syn-C11,,a,no_target
1247,1247,01:50:00,L,13,31.666,r17Ar3C,no_phos,syn-C11,,b,no_target
1248,1248,01:50:00,M,13,155.45,H20,no_phos,syn-C11,,a,target_added
1249,1249,01:50:00,N,13,152.572,H20,no_phos,syn-C11,,b,target_added
1250,1250,01:50:00,O,13,8.636000000000001,r17Ar3C,no_gRNA,syn-C11_no_gRNA,,b,no_target
1251,1251,01:50:00,G,15,158.329,standard,standard,standard,0.078125,a,standard
1252,1252,01:50:00,H,15,126.663,standard,standard,standard,0.078125,b,standard
1253,1253,01:50:00,I,15,3353.699,r17Ar3C,no_phos,IVT-C11,,a,target_added
1254,1254,01:50:00,J,15,2518.873,r17Ar3C,no_phos,IVT-C11,,b,target_added
1255,1255,01:50:00,K,15,1240.725,r17Ar3C,no_phos,IVT-C11,,a,no_target
1256,1256,01:50:00,L,15,1289.663,r17Ar3C,no_phos,IVT-C11,,b,no_target
1257,1257,01:50:00,M,15,1453.75,H20,no_phos,IVT-C11,,a,target_added
1258,1258,01:50:00,N,15,1321.329,H20,no_phos,IVT-C11,,b,target_added
1259,1259,01:50:00,O,15,5.7570000000000014,r17Ar3C,no_gRNA,C11-no_gRNA,,b,no_target
1260,1260,01:50:00,G,17,74.847,standard,standard,standard,0.0390625,a,standard
1261,1261,01:50:00,H,17,94.997,standard,standard,standard,0.0390625,b,standard
1262,1262,01:50:00,I,17,3002.4970000000008,r17Ar3C,no_phos,IVT-B1,,a,target_added
