,Unnamed: 0,time,row_384,column_384,rfu_value,reporter,phos,gRNA_used,standard_conc,replicate,target_added
1886,1886,02:50:00,L,11,382.35,r17Ar3C,phos,IVT-C4,,b,no_target
1887,1887,02:50:00,M,11,1363.9070000000004,H20,phos,IVT-C4,,a,target_added
1888,1888,02:50:00,N,11,1232.652,H20,phos,IVT-C4,,b,target_added
1889,1889,02:50:00,O,11,11.413,r17Ar3C,no_gRNA,C4-no_gRNA,,a,target_added
1890,1890,02:50:00,G,13,151.22799999999995,standard,standard,standard,0.15625,a,standard
1891,1891,02:50:00,H,13,151.22799999999995,standard,standard,standard,0.15625,b,standard
1892,1892,02:50:00,I,13,2023.034,r17Ar3C,no_phos,syn-C11,,a,target_added
1893,1893,02:50:00,J,13,1640.683,r17Ar3C,no_phos,syn-C11,,b,target_added
1894,1894,02:50:00,K,13,25.68,r17Ar3C,no_phos,syn-C11,,a,no_target
1895,1895,02:50:00,L,13,39.947,r17Ar3C,no_phos,syn-C11,,b,no_target
1896,1896,02:50:00,M,13,97.014,H20,no_phos,syn-C11,,a,target_added
1897,1897,02:50:00,N,13,122.695,H20,no_phos,syn-C11,,b,target_added
1898,1898,02:50:00,O,13,11.413,r17Ar3C,no_gRNA,syn-C11_no_gRNA,,b,no_target
1899,1899,02:50:00,G,15,168.34799999999996,standard,standard,standard,0.078125,a,standard
1900,1900,02:50:00,H,15,116.988,standard,standard,standard,0.078125,b,standard
1901,1901,02:50:00,I,15,2639.36,r17Ar3C,no_phos,IVT-C11,,a,target_added
1902,1902,02:50:00,J,15,2131.461,r17Ar3C,no_phos,IVT-C11,,b,target_added
1903,1903,02:50:00,K,15,1124.225,r17Ar3C,no_phos,IVT-C11,,a,no_target
1904,1904,02:50:00,L,15,1147.052,r17Ar3C,no_phos,IVT-C11,,b,no_target
1905,1905,02:50:00,M,15,1072.864,H20,no_phos,IVT-C11,,a,target_added
1906,1906,02:50:00,N,15,1012.943,H20,no_phos,IVT-C11,,b,target_added
1907,1907,02:50:00,O,15,11.413,r17Ar3C,no_gRNA,C11-no_gRNA,,b,no_target
1908,1908,02:50:00,G,17,99.868,standard,standard,standard,0.0390625,a,standard
1909,1909,02:50:00,H,17,94.161,standard,standard,standard,0.0390625,b,standard
1910,1910,02:50:00,I,17,2439.625,r17Ar3C,no_phos,IVT-B1,,a,target_added
1911,1911,02:50:00,J,17,2037.3,r17Ar3C,no_phos,IVT-B1,,b,target_added
1912,1912,02:50:00,K,17,1612.15,r17Ar3C,no_phos,IVT-B1,,a,no_target
1913,1913,02:50:00,L,17,1446.654,r17Ar3C,no_phos,IVT-B1,,b,no_target
1914,1914,02:50:00,M,17,1466.628,H20,no_phos,IVT-B1,,a,target_added
1915,1915,02:50:00,N,17,1609.296,H20,no_phos,IVT-B1,,b,target_added
1916,1916,02:50:00,O,17,2.853,r17Ar3C,no_gRNA,B1-no_gRNA,,b,no_target
1917,1917,02:50:00,G,19,105.574,standard,standard,standard,0.0195312,a,standard
1918,1918,02:50:00,H,19,108.428,standard,standard,standard,0.0195312,b,standard
1919,1919,02:50:00,I,19,2910.429,r17Ar3C,no_phos,IVT-H6,,a,target_added
1920,1920,02:50:00,J,19,2265.569,r17Ar3C,no_phos,IVT-H6,,b,target_added
1921,1921,02:50:00,K,19,1803.325,r17Ar3C,no_phos,IVT-H6,,a,no_target
1922,1922,02:50:00,L,19,1734.844,r17Ar3C,no_phos,IVT-H6,,b,no_target
1923,1923,02:50:00,M,19,1871.805,H20,no_phos,IVT-H6,,a,target_added
1924,1924,02:50:00,N,19,1757.671,H20,no_phos,IVT-H6,,b,target_added
1925,1925,02:50:00,O,19,22.827,r17Ar3C,no_gRNA,H6-no_gRNA,,b,no_target
1926,1926,02:50:00,G,21,57.067,standard,standard,standard,0.0097656,a,standard
1927,1927,02:50:00,H,21,71.334,standard,standard,standard,0.0097656,b,standard
1928,1928,02:50:00,I,21,1985.94,r17Ar3C,no_phos,IVT-G8,,a,target_added
1929,1929,02:50:00,J,21,1637.83,r17Ar3C,no_phos,IVT-G8,,b,target_added
1930,1930,02:50:00,K,21,1809.031,r17Ar3C,no_phos,IVT-G8,,a,no_target
1931,1931,02:50:00,L,21,1863.245,r17Ar3C,no_phos,IVT-G8,,b,no_target
1932,1932,02:50:00,M,21,1991.647,H20,no_phos,IVT-G8,,a,target_added
1933,1933,02:50:00,N,21,1848.979,H20,no_phos,IVT-G8,,b,target_added
1934,1934,02:50:00,O,21,14.267,r17Ar3C,no_gRNA,G8-no_gRNA,,b,no_target
1935,1935,02:50:00,G,23,228.269,standard,standard,standard,0,a,standard
1936,1936,02:50:00,H,23,185.469,standard,standard,standard,0,b,standard
1937,1937,02:50:00,I,23,2633.653,r17Ar3C,no_phos,IVT-C4,,a,target_added
1938,1938,02:50:00,J,23,2296.956,r17Ar3C,no_phos,IVT-C4,,b,target_added
1939,1939,02:50:00,K,23,1084.277,r17Ar3C,no_phos,IVT-C4,,a,no_target
1940,1940,02:50:00,L,23,1147.052,r17Ar3C,no_phos,IVT-C4,,b,no_target
1941,1941,02:50:00,M,23,1329.667,H20,no_phos,IVT-C4,,a,target_added
1942,1942,02:50:00,N,23,1423.828,H20,no_phos,IVT-C4,,b,target_added
1943,1943,02:50:00,O,23,22.827,r17Ar3C,no_gRNA,C4-no_gRNA,,b,no_target
1944,1944,03:00:00,G,1,5313.102,standard,standard,standard,10,a,standard
1945,1945,03:00:00,H,1,4407.653,standard,standard,standard,10,b,standard
1946,1946,03:00:00,I,1,2061.461,r17Ar3C,phos,syn-C11,,a,target_added
1947,1947,03:00:00,J,1,2101.323,r17Ar3C,phos,syn-C11,,b,target_added
1948,1948,03:00:00,K,1,56.94600000000001,r17Ar3C,phos,syn-C11,,a,no_target
1949,1949,03:00:00,L,1,59.794,r17Ar3C,phos,syn-C11,,b,no_target
1950,1950,03:00:00,M,1,390.083,H20,phos,syn-C11,,a,target_added
1951,1951,03:00:00,N,1,335.9840000000001,H20,phos,syn-C11,,b,target_added
1952,1952,03:00:00,O,1,22.779,r17Ar3C,no_gRNA,syn-C11_no_gRNA,,a,target_added
1953,1953,03:00:00,G,3,2010.209,standard,standard,standard,5,a,standard
1954,1954,03:00:00,H,3,2072.85,standard,standard,standard,5,b,standard
1955,1955,03:00:00,I,3,1810.896,r17Ar3C,phos,IVT-C11,,a,target_added
1956,1956,03:00:00,J,3,1850.759,r17Ar3C,phos,IVT-C11,,b,target_added
1957,1957,03:00:00,K,3,358.76199999999994,r17Ar3C,phos,IVT-C11,,a,no_target
1958,1958,03:00:00,L,3,355.915,r17Ar3C,phos,IVT-C11,,b,no_target
1959,1959,03:00:00,M,3,680.51,H20,phos,IVT-C11,,a,target_added
1960,1960,03:00:00,N,3,623.563,H20,phos,IVT-C11,,b,target_added
1961,1961,03:00:00,O,3,17.084,r17Ar3C,no_gRNA,C11-no_gRNA,,a,target_added
1962,1962,03:00:00,G,5,1215.806,standard,standard,standard,2.5,a,standard
1963,1963,03:00:00,H,5,1272.753,standard,standard,standard,2.5,b,standard
1964,1964,03:00:00,I,5,1244.279,r17Ar3C,phos,IVT-B1,,a,target_added
1965,1965,03:00:00,J,5,1144.623,r17Ar3C,phos,IVT-B1,,b,target_added
1966,1966,03:00:00,K,5,600.785,r17Ar3C,phos,IVT-B1,,a,no_target
1967,1967,03:00:00,L,5,606.479,r17Ar3C,phos,IVT-B1,,b,no_target
1968,1968,03:00:00,M,5,805.7919999999998,H20,phos,IVT-B1,,a,target_added
1969,1969,03:00:00,N,5,509.671,H20,phos,IVT-B1,,b,target_added
1970,1970,03:00:00,O,5,28.473000000000006,r17Ar3C,no_gRNA,B1-no_gRNA,,a,target_added
1971,1971,03:00:00,G,7,1121.845,standard,standard,standard,1.25,a,standard
1972,1972,03:00:00,H,7,919.685,standard,standard,standard,1.25,b,standard
1973,1973,03:00:00,I,7,1995.972,r17Ar3C,phos,IVT-H6,,a,target_added
1974,1974,03:00:00,J,7,1958.957,r17Ar3C,phos,IVT-H6,,b,target_added
1975,1975,03:00:00,K,7,677.6619999999998,r17Ar3C,phos,IVT-H6,,a,no_target
1976,1976,03:00:00,L,7,723.22,r17Ar3C,phos,IVT-H6,,b,no_target
1977,1977,03:00:00,M,7,1380.951,H20,phos,IVT-H6,,a,target_added
1978,1978,03:00:00,N,7,1096.219,H20,phos,IVT-H6,,b,target_added
1979,1979,03:00:00,O,7,5.695,r17Ar3C,no_gRNA,H6-no_gRNA,,a,target_added
1980,1980,03:00:00,G,9,435.64,standard,standard,standard,0.625,a,standard
1981,1981,03:00:00,H,9,438.487,standard,standard,standard,0.625,b,standard
1982,1982,03:00:00,I,9,2650.856,r17Ar3C,phos,IVT-G8,,a,target_added
1983,1983,03:00:00,J,9,2115.56,r17Ar3C,phos,IVT-G8,,b,target_added
1984,1984,03:00:00,K,9,2078.544,r17Ar3C,phos,IVT-G8,,a,no_target
1985,1985,03:00:00,L,9,1864.995,r17Ar3C,phos,IVT-G8,,b,no_target
1986,1986,03:00:00,M,9,2050.071,H20,phos,IVT-G8,,a,target_added
1987,1987,03:00:00,N,9,1842.217,H20,phos,IVT-G8,,b,target_added
1988,1988,03:00:00,O,9,5.695,r17Ar3C,no_gRNA,G8-no_gRNA,,a,target_added
1989,1989,03:00:00,G,11,205.007,standard,standard,standard,0.3125,a,standard
1990,1990,03:00:00,H,11,196.465,standard,standard,standard,0.3125,b,standard
1991,1991,03:00:00,I,11,3114.97,r17Ar3C,phos,IVT-C4,,a,target_added
1992,1992,03:00:00,J,11,2588.215,r17Ar3C,phos,IVT-C4,,b,target_added
1993,1993,03:00:00,K,11,395.778,r17Ar3C,phos,IVT-C4,,a,no_target
1994,1994,03:00:00,L,11,338.831,r17Ar3C,phos,IVT-C4,,b,no_target
1995,1995,03:00:00,M,11,1335.394,H20,phos,IVT-C4,,a,target_added
1996,1996,03:00:00,N,11,1272.753,H20,phos,IVT-C4,,b,target_added
1997,1997,03:00:00,O,11,11.389,r17Ar3C,no_gRNA,C4-no_gRNA,,a,target_added
1998,1998,03:00:00,G,13,105.351,standard,standard,standard,0.15625,a,standard
1999,1999,03:00:00,H,13,139.519,standard,standard,standard,0.15625,b,standard
2000,2000,03:00:00,I,13,1870.69,r17Ar3C,no_phos,syn-C11,,a,target_added
2001,2001,03:00:00,J,13,1537.553,r17Ar3C,no_phos,syn-C11,,b,target_added
2002,2002,03:00:00,K,13,39.862,r17Ar3C,no_phos,syn-C11,,a,no_target
2003,2003,03:00:00,L,13,39.862,r17Ar3C,no_phos,syn-C11,,b,no_target
2004,2004,03:00:00,M,13,108.198,H20,no_phos,syn-C11,,a,target_added
2005,2005,03:00:00,N,13,116.74,H20,no_phos,syn-C11,,b,target_added
2006,2006,03:00:00,O,13,17.084,r17Ar3C,no_gRNA,syn-C11_no_gRNA,,b,no_target
2007,2007,03:00:00,G,15,111.046,standard,standard,standard,0.078125,a,standard
2008,2008,03:00:00,H,15,82.572,standard,standard,standard,0.078125,b,standard
2009,2009,03:00:00,I,15,2568.284,r17Ar3C,no_phos,IVT-C11,,a,target_added
2010,2010,03:00:00,J,15,2138.338,r17Ar3C,no_phos,IVT-C11,,b,target_added
2011,2011,03:00:00,K,15,999.41,r17Ar3C,no_phos,IVT-C11,,a,no_target
2012,2012,03:00:00,L,15,1033.578,r17Ar3C,no_phos,IVT-C11,,b,no_target
2013,2013,03:00:00,M,15,1156.012,H20,no_phos,IVT-C11,,a,target_added
2014,2014,03:00:00,N,15,1150.318,H20,no_phos,IVT-C11,,b,target_added
2015,2015,03:00:00,O,15,11.389,r17Ar3C,no_gRNA,C11-no_gRNA,,b,no_target
2016,2016,03:00:00,G,17,119.588,standard,standard,standard,0.0390625,a,standard
2017,2017,03:00:00,H,17,76.878,standard,standard,standard,0.0390625,b,standard
2018,2018,03:00:00,I,17,2314.8720000000008,r17Ar3C,no_phos,IVT-B1,,a,target_added
2019,2019,03:00:00,J,17,1748.255,r17Ar3C,no_phos,IVT-B1,,b,target_added
2020,2020,03:00:00,K,17,1409.424,r17Ar3C,no_phos,IVT-B1,,a,no_target
2021,2021,03:00:00,L,17,1443.592,r17Ar3C,no_phos,IVT-B1,,b,no_target
2022,2022,03:00:00,M,17,1585.958,H20,no_phos,IVT-B1,,a,target_added
2023,2023,03:00:00,N,17,1694.156,H20,no_phos,IVT-B1,,b,target_added
2024,2024,03:00:00,O,17,17.084,r17Ar3C,no_gRNA,B1-no_gRNA,,b,no_target
2025,2025,03:00:00,G,19,111.046,standard,standard,standard,0.0195312,a,standard
2026,2026,03:00:00,H,19,105.351,standard,standard,standard,0.0195312,b,standard
2027,2027,03:00:00,I,19,2850.169000000001,r17Ar3C,no_phos,IVT-H6,,a,target_added
2028,2028,03:00:00,J,19,2374.666,r17Ar3C,no_phos,IVT-H6,,b,target_added
2029,2029,03:00:00,K,19,1674.225,r17Ar3C,no_phos,IVT-H6,,a,no_target
2030,2030,03:00:00,L,19,1924.789,r17Ar3C,no_phos,IVT-H6,,b,no_target
2031,2031,03:00:00,M,19,1890.621,H20,no_phos,IVT-H6,,a,target_added
2032,2032,03:00:00,N,19,1910.552,H20,no_phos,IVT-H6,,b,target_added
2033,2033,03:00:00,O,19,8.542,r17Ar3C,no_gRNA,H6-no_gRNA,,b,no_target
2034,2034,03:00:00,G,21,88.26700000000002,standard,standard,standard,0.0097656,a,standard
2035,2035,03:00:00,H,21,85.42,standard,standard,standard,0.0097656,b,standard
2036,2036,03:00:00,I,21,1950.415,r17Ar3C,no_phos,IVT-G8,,a,target_added
2037,2037,03:00:00,J,21,1662.836,r17Ar3C,no_phos,IVT-G8,,b,target_added
2038,2038,03:00:00,K,21,1603.042,r17Ar3C,no_phos,IVT-G8,,a,no_target
2039,2039,03:00:00,L,21,1850.759,r17Ar3C,no_phos,IVT-G8,,b,no_target
2040,2040,03:00:00,M,21,1827.98,H20,no_phos,IVT-G8,,a,target_added
2041,2041,03:00:00,N,21,1716.935,H20,no_phos,IVT-G8,,b,target_added
2042,2042,03:00:00,O,21,17.084,r17Ar3C,no_gRNA,G8-no_gRNA,,b,no_target
2043,2043,03:00:00,G,23,253.412,standard,standard,standard,0,a,standard
2044,2044,03:00:00,H,23,187.923,standard,standard,standard,0,b,standard
2045,2045,03:00:00,I,23,2690.719,r17Ar3C,no_phos,IVT-C4,,a,target_added
2046,2046,03:00:00,J,23,2240.842,r17Ar3C,no_phos,IVT-C4,,b,target_added
2047,2047,03:00:00,K,23,1047.814,r17Ar3C,no_phos,IVT-C4,,a,no_target
2048,2048,03:00:00,L,23,1138.929,r17Ar3C,no_phos,IVT-C4,,b,no_target
2049,2049,03:00:00,M,23,1312.615,H20,no_phos,IVT-C4,,a,target_added
2050,2050,03:00:00,N,23,1321.1570000000004,H20,no_phos,IVT-C4,,b,target_added
2051,2051,03:00:00,O,23,8.542,r17Ar3C,no_gRNA,C4-no_gRNA,,b,no_target
