,time,row_384,column_384,rfu_value
321,00:50:00,B,10,224.995
322,00:50:00,C,10,5.843999999999999
323,00:50:00,D,10,0.0
324,00:50:00,E,10,8.766
325,00:50:00,A,12,140.257
326,00:50:00,B,12,90.58200000000001
327,00:50:00,C,12,2.9219999999999997
328,00:50:00,D,12,0.0
329,00:50:00,E,12,8.766
330,00:50:00,A,14,64.28399999999999
331,00:50:00,B,14,43.83
332,00:50:00,C,14,248.37099999999998
333,00:50:00,D,14,5.843999999999999
334,00:50:00,E,14,0.0
335,00:50:00,A,16,52.596000000000004
336,00:50:00,B,16,32.141999999999996
337,00:50:00,C,16,2.9219999999999997
338,00:50:00,D,16,11.687999999999999
339,00:50:00,E,16,5.843999999999999
340,00:50:00,A,18,46.751999999999995
341,00:50:00,B,18,43.83
342,00:50:00,C,18,2.9219999999999997
343,00:50:00,D,18,2.9219999999999997
344,00:50:00,E,18,2.9219999999999997
345,00:50:00,A,20,32.141999999999996
346,00:50:00,B,20,37.986
347,00:50:00,C,20,374.01800000000003
348,00:50:00,D,20,283.435
349,00:50:00,E,20,2.9219999999999997
350,00:50:00,A,22,40.908
351,00:50:00,B,22,37.986
352,00:50:00,C,22,5.843999999999999
353,00:50:00,D,22,2.9219999999999997
354,00:50:00,E,22,2.9219999999999997
355,00:50:00,A,24,40230.27
356,00:50:00,B,24,52.596000000000004
357,00:50:00,C,24,8.766
358,00:50:00,D,24,2.9219999999999997
359,00:50:00,E,24,5.843999999999999
360,01:00:00,A,2,4738.7570000000005
361,01:00:00,B,2,4595.513
362,01:00:00,C,2,213.405
363,01:00:00,D,2,0.0
364,01:00:00,E,2,5.847
365,01:00:00,A,4,2470.234
366,01:00:00,B,4,2645.636
367,01:00:00,C,4,11.693
368,01:00:00,D,4,2.923
369,01:00:00,E,4,2.923
370,01:00:00,A,6,1023.174
371,01:00:00,B,6,1143.032
372,01:00:00,C,6,2.923
373,01:00:00,D,6,2.923
374,01:00:00,E,6,0.0
375,01:00:00,A,8,561.284
376,01:00:00,B,8,529.127
377,01:00:00,C,8,359.57300000000004
378,01:00:00,D,8,195.865
379,01:00:00,E,8,8.77
380,01:00:00,A,10,216.328
381,01:00:00,B,10,248.485
382,01:00:00,C,10,0.0
383,01:00:00,D,10,2.923
384,01:00:00,E,10,0.0
385,01:00:00,A,12,114.01100000000001
386,01:00:00,B,12,96.471
387,01:00:00,C,12,0.0
388,01:00:00,D,12,0.0
389,01:00:00,E,12,0.0
390,01:00:00,A,14,58.467
391,01:00:00,B,14,35.08
392,01:00:00,C,14,242.638
393,01:00:00,D,14,2.923
394,01:00:00,E,14,2.923
395,01:00:00,A,16,49.696999999999996
396,01:00:00,B,16,46.773999999999994
397,01:00:00,C,16,2.923
398,01:00:00,D,16,0.0
399,01:00:00,E,16,0.0
400,01:00:00,A,18,58.467
401,01:00:00,B,18,49.696999999999996
402,01:00:00,C,18,5.847
403,01:00:00,D,18,2.923
404,01:00:00,E,18,2.923
405,01:00:00,A,20,40.927
406,01:00:00,B,20,35.08
407,01:00:00,C,20,365.41900000000004
408,01:00:00,D,20,292.335
409,01:00:00,E,20,2.923
410,01:00:00,A,22,78.931
411,01:00:00,B,22,46.773999999999994
412,01:00:00,C,22,8.77
413,01:00:00,D,22,0.0
414,01:00:00,E,22,0.0
415,01:00:00,A,24,38693.516
416,01:00:00,B,24,58.467
417,01:00:00,C,24,0.0
418,01:00:00,D,24,2.923
419,01:00:00,E,24,0.0
