,Unnamed: 0,time,row_384,column_384,rfu_value,replicate,gRNA,target,cas12a,hours,minutes,seconds
606,606,02:00:00,C,15,373.861,b,alt-R_11C,50,IDT-Cas12a,02,00,00
607,607,02:00:00,D,15,3.895,b,alt-R_11C,0,IDT-Cas12a,02,00,00
608,608,02:00:00,A,17,390.582,c,alt-R_11C,50,NEB-Cas12a,02,00,00
609,609,02:00:00,B,17,4.1560000000000015,c,alt-R_11C,0,NEB-Cas12a,02,00,00
610,610,02:00:00,C,17,398.934,c,alt-R_11C,50,IDT-Cas12a,02,00,00
611,611,02:00:00,D,17,3.549,c,alt-R_11C,0,IDT-Cas12a,02,00,00
612,612,02:00:00,A,19,349.102,a,syn_11C,50,NEB-Cas12a,02,00,00
613,613,02:00:00,B,19,3.897,a,syn_11C,0,NEB-Cas12a,02,00,00
614,614,02:00:00,C,19,373.937,a,syn_11C,50,IDT-Cas12a,02,00,00
615,615,02:00:00,D,19,3.454,a,syn_11C,0,IDT-Cas12a,02,00,00
616,616,02:00:00,A,21,342.746,b,syn_11C,50,NEB-Cas12a,02,00,00
617,617,02:00:00,B,21,4.127,b,syn_11C,0,NEB-Cas12a,02,00,00
618,618,02:00:00,C,21,355.48800000000006,b,syn_11C,50,IDT-Cas12a,02,00,00
619,619,02:00:00,D,21,3.691,b,syn_11C,0,IDT-Cas12a,02,00,00
620,620,02:00:00,A,23,310.024,c,syn_11C,50,NEB-Cas12a,02,00,00
621,621,02:00:00,B,23,4.184,c,syn_11C,0,NEB-Cas12a,02,00,00
622,622,02:00:00,C,23,322.199,c,syn_11C,50,IDT-Cas12a,02,00,00
623,623,02:00:00,D,23,3.675,c,syn_11C,0,IDT-Cas12a,02,00,00
624,624,02:10:00,A,1,362.155,a,alt-R_11C,500,NEB-Cas12a,02,10,00
625,625,02:10:00,B,1,314.03,a,alt-R_11C,5,NEB-Cas12a,02,10,00
626,626,02:10:00,C,1,376.143,a,alt-R_11C,500,IDT-Cas12a,02,10,00
627,627,02:10:00,D,1,337.94699999999995,a,alt-R_11C,5,IDT-Cas12a,02,10,00
628,628,02:10:00,A,3,362.283,b,alt-R_11C,500,NEB-Cas12a,02,10,00
629,629,02:10:00,B,3,328.61,b,alt-R_11C,5,NEB-Cas12a,02,10,00
630,630,02:10:00,C,3,373.611,b,alt-R_11C,500,IDT-Cas12a,02,10,00
631,631,02:10:00,D,3,348.316,b,alt-R_11C,5,IDT-Cas12a,02,10,00
632,632,02:10:00,A,5,384.703,c,alt-R_11C,500,NEB-Cas12a,02,10,00
633,633,02:10:00,B,5,323.6,c,alt-R_11C,5,NEB-Cas12a,02,10,00
634,634,02:10:00,C,5,369.895,c,alt-R_11C,500,IDT-Cas12a,02,10,00
635,635,02:10:00,D,5,372.872,c,alt-R_11C,5,IDT-Cas12a,02,10,00
636,636,02:10:00,A,7,353.675,a,syn_11C,500,NEB-Cas12a,02,10,00
637,637,02:10:00,B,7,288.815,a,syn_11C,5,NEB-Cas12a,02,10,00
638,638,02:10:00,C,7,372.222,a,syn_11C,500,IDT-Cas12a,02,10,00
639,639,02:10:00,D,7,340.19199999999995,a,syn_11C,5,IDT-Cas12a,02,10,00
640,640,02:10:00,A,9,381.543,b,syn_11C,500,NEB-Cas12a,02,10,00
641,641,02:10:00,B,9,291.465,b,syn_11C,5,NEB-Cas12a,02,10,00
642,642,02:10:00,C,9,400.218,b,syn_11C,500,IDT-Cas12a,02,10,00
643,643,02:10:00,D,9,360.658,b,syn_11C,5,IDT-Cas12a,02,10,00
644,644,02:10:00,A,11,382.509,c,syn_11C,500,NEB-Cas12a,02,10,00
645,645,02:10:00,B,11,276.707,c,syn_11C,5,NEB-Cas12a,02,10,00
646,646,02:10:00,C,11,391.059,c,syn_11C,500,IDT-Cas12a,02,10,00
647,647,02:10:00,D,11,353.2480000000001,c,syn_11C,5,IDT-Cas12a,02,10,00
648,648,02:10:00,A,13,384.917,a,alt-R_11C,50,NEB-Cas12a,02,10,00
649,649,02:10:00,B,13,3.768,a,alt-R_11C,0,NEB-Cas12a,02,10,00
650,650,02:10:00,C,13,396.281,a,alt-R_11C,50,IDT-Cas12a,02,10,00
651,651,02:10:00,D,13,3.808,a,alt-R_11C,0,IDT-Cas12a,02,10,00
652,652,02:10:00,A,15,387.689,b,alt-R_11C,50,NEB-Cas12a,02,10,00
653,653,02:10:00,B,15,3.934,b,alt-R_11C,0,NEB-Cas12a,02,10,00
654,654,02:10:00,C,15,374.415,b,alt-R_11C,50,IDT-Cas12a,02,10,00
655,655,02:10:00,D,15,3.81,b,alt-R_11C,0,IDT-Cas12a,02,10,00
656,656,02:10:00,A,17,393.255,c,alt-R_11C,50,NEB-Cas12a,02,10,00
657,657,02:10:00,B,17,3.673,c,alt-R_11C,0,NEB-Cas12a,02,10,00
658,658,02:10:00,C,17,398.266,c,alt-R_11C,50,IDT-Cas12a,02,10,00
659,659,02:10:00,D,17,3.686,c,alt-R_11C,0,IDT-Cas12a,02,10,00
660,660,02:10:00,A,19,351.365,a,syn_11C,50,NEB-Cas12a,02,10,00
661,661,02:10:00,B,19,3.853,a,syn_11C,0,NEB-Cas12a,02,10,00
662,662,02:10:00,C,19,376.679,a,syn_11C,50,IDT-Cas12a,02,10,00
663,663,02:10:00,D,19,3.257,a,syn_11C,0,IDT-Cas12a,02,10,00
664,664,02:10:00,A,21,340.117,b,syn_11C,50,NEB-Cas12a,02,10,00
665,665,02:10:00,B,21,3.97,b,syn_11C,0,NEB-Cas12a,02,10,00
666,666,02:10:00,C,21,358.122,b,syn_11C,50,IDT-Cas12a,02,10,00
667,667,02:10:00,D,21,3.507,b,syn_11C,0,IDT-Cas12a,02,10,00
668,668,02:10:00,A,23,308.83,c,syn_11C,50,NEB-Cas12a,02,10,00
669,669,02:10:00,B,23,4.025,c,syn_11C,0,NEB-Cas12a,02,10,00
670,670,02:10:00,C,23,326.2340000000001,c,syn_11C,50,IDT-Cas12a,02,10,00
671,671,02:10:00,D,23,3.415,c,syn_11C,0,IDT-Cas12a,02,10,00
672,672,02:20:00,A,1,365.907,a,alt-R_11C,500,NEB-Cas12a,02,20,00
673,673,02:20:00,B,1,322.632,a,alt-R_11C,5,NEB-Cas12a,02,20,00
674,674,02:20:00,C,1,372.773,a,alt-R_11C,500,IDT-Cas12a,02,20,00
675,675,02:20:00,D,1,342.742,a,alt-R_11C,5,IDT-Cas12a,02,20,00
676,676,02:20:00,A,3,366.503,b,alt-R_11C,500,NEB-Cas12a,02,20,00
677,677,02:20:00,B,3,338.07199999999995,b,alt-R_11C,5,NEB-Cas12a,02,20,00
678,678,02:20:00,C,3,377.331,b,alt-R_11C,500,IDT-Cas12a,02,20,00
679,679,02:20:00,D,3,350.853,b,alt-R_11C,5,IDT-Cas12a,02,20,00
680,680,02:20:00,A,5,385.66,c,alt-R_11C,500,NEB-Cas12a,02,20,00
681,681,02:20:00,B,5,331.944,c,alt-R_11C,5,NEB-Cas12a,02,20,00
682,682,02:20:00,C,5,375.157,c,alt-R_11C,500,IDT-Cas12a,02,20,00
683,683,02:20:00,D,5,376.198,c,alt-R_11C,5,IDT-Cas12a,02,20,00
684,684,02:20:00,A,7,357.542,a,syn_11C,500,NEB-Cas12a,02,20,00
685,685,02:20:00,B,7,303.771,a,syn_11C,5,NEB-Cas12a,02,20,00
686,686,02:20:00,C,7,376.196,a,syn_11C,500,IDT-Cas12a,02,20,00
687,687,02:20:00,D,7,345.18300000000005,a,syn_11C,5,IDT-Cas12a,02,20,00
688,688,02:20:00,A,9,387.078,b,syn_11C,500,NEB-Cas12a,02,20,00
689,689,02:20:00,B,9,304.258,b,syn_11C,5,NEB-Cas12a,02,20,00
690,690,02:20:00,C,9,405.572,b,syn_11C,500,IDT-Cas12a,02,20,00
691,691,02:20:00,D,9,369.198,b,syn_11C,5,IDT-Cas12a,02,20,00
692,692,02:20:00,A,11,387.292,c,syn_11C,500,NEB-Cas12a,02,20,00
693,693,02:20:00,B,11,290.405,c,syn_11C,5,NEB-Cas12a,02,20,00
694,694,02:20:00,C,11,391.344,c,syn_11C,500,IDT-Cas12a,02,20,00
695,695,02:20:00,D,11,358.108,c,syn_11C,5,IDT-Cas12a,02,20,00
696,696,02:20:00,A,13,388.728,a,alt-R_11C,50,NEB-Cas12a,02,20,00
697,697,02:20:00,B,13,3.933,a,alt-R_11C,0,NEB-Cas12a,02,20,00
698,698,02:20:00,C,13,400.115,a,alt-R_11C,50,IDT-Cas12a,02,20,00
699,699,02:20:00,D,13,3.673,a,alt-R_11C,0,IDT-Cas12a,02,20,00
700,700,02:20:00,A,15,394.567,b,alt-R_11C,50,NEB-Cas12a,02,20,00
701,701,02:20:00,B,15,3.795,b,alt-R_11C,0,NEB-Cas12a,02,20,00
702,702,02:20:00,C,15,376.6230000000001,b,alt-R_11C,50,IDT-Cas12a,02,20,00
703,703,02:20:00,D,15,3.726,b,alt-R_11C,0,IDT-Cas12a,02,20,00
704,704,02:20:00,A,17,393.212,c,alt-R_11C,50,NEB-Cas12a,02,20,00
705,705,02:20:00,B,17,4.135,c,alt-R_11C,0,NEB-Cas12a,02,20,00
706,706,02:20:00,C,17,403.854,c,alt-R_11C,50,IDT-Cas12a,02,20,00
707,707,02:20:00,D,17,3.595,c,alt-R_11C,0,IDT-Cas12a,02,20,00
708,708,02:20:00,A,19,355.207,a,syn_11C,50,NEB-Cas12a,02,20,00
709,709,02:20:00,B,19,4.154,a,syn_11C,0,NEB-Cas12a,02,20,00
710,710,02:20:00,C,19,380.3730000000001,a,syn_11C,50,IDT-Cas12a,02,20,00
711,711,02:20:00,D,19,3.302,a,syn_11C,0,IDT-Cas12a,02,20,00
712,712,02:20:00,A,21,344.9980000000001,b,syn_11C,50,NEB-Cas12a,02,20,00
713,713,02:20:00,B,21,4.254,b,syn_11C,0,NEB-Cas12a,02,20,00
714,714,02:20:00,C,21,362.388,b,syn_11C,50,IDT-Cas12a,02,20,00
715,715,02:20:00,D,21,3.834,b,syn_11C,0,IDT-Cas12a,02,20,00
716,716,02:20:00,A,23,315.451,c,syn_11C,50,NEB-Cas12a,02,20,00
717,717,02:20:00,B,23,4.075,c,syn_11C,0,NEB-Cas12a,02,20,00
718,718,02:20:00,C,23,330.48,c,syn_11C,50,IDT-Cas12a,02,20,00
719,719,02:20:00,D,23,3.318,c,syn_11C,0,IDT-Cas12a,02,20,00
720,720,02:30:00,A,1,360.222,a,alt-R_11C,500,NEB-Cas12a,02,30,00
721,721,02:30:00,B,1,324.756,a,alt-R_11C,5,NEB-Cas12a,02,30,00
722,722,02:30:00,C,1,371.612,a,alt-R_11C,500,IDT-Cas12a,02,30,00
723,723,02:30:00,D,1,340.224,a,alt-R_11C,5,IDT-Cas12a,02,30,00
724,724,02:30:00,A,3,362.231,b,alt-R_11C,500,NEB-Cas12a,02,30,00
725,725,02:30:00,B,3,337.9890000000001,b,alt-R_11C,5,NEB-Cas12a,02,30,00
726,726,02:30:00,C,3,373.952,b,alt-R_11C,500,IDT-Cas12a,02,30,00
727,727,02:30:00,D,3,350.463,b,alt-R_11C,5,IDT-Cas12a,02,30,00
728,728,02:30:00,A,5,388.229,c,alt-R_11C,500,NEB-Cas12a,02,30,00
729,729,02:30:00,B,5,338.599,c,alt-R_11C,5,NEB-Cas12a,02,30,00
730,730,02:30:00,C,5,370.577,c,alt-R_11C,500,IDT-Cas12a,02,30,00
731,731,02:30:00,D,5,379.024,c,alt-R_11C,5,IDT-Cas12a,02,30,00
732,732,02:30:00,A,7,356.566,a,syn_11C,500,NEB-Cas12a,02,30,00
733,733,02:30:00,B,7,313.683,a,syn_11C,5,NEB-Cas12a,02,30,00
734,734,02:30:00,C,7,374.344,a,syn_11C,500,IDT-Cas12a,02,30,00
735,735,02:30:00,D,7,344.517,a,syn_11C,5,IDT-Cas12a,02,30,00
736,736,02:30:00,A,9,384.03,b,syn_11C,500,NEB-Cas12a,02,30,00
737,737,02:30:00,B,9,313.457,b,syn_11C,5,NEB-Cas12a,02,30,00
738,738,02:30:00,C,9,407.397,b,syn_11C,500,IDT-Cas12a,02,30,00
739,739,02:30:00,D,9,369.441,b,syn_11C,5,IDT-Cas12a,02,30,00
740,740,02:30:00,A,11,385.387,c,syn_11C,500,NEB-Cas12a,02,30,00
741,741,02:30:00,B,11,296.176,c,syn_11C,5,NEB-Cas12a,02,30,00
742,742,02:30:00,C,11,391.121,c,syn_11C,500,IDT-Cas12a,02,30,00
743,743,02:30:00,D,11,358.96,c,syn_11C,5,IDT-Cas12a,02,30,00
744,744,02:30:00,A,13,388.049,a,alt-R_11C,50,NEB-Cas12a,02,30,00
745,745,02:30:00,B,13,4.102,a,alt-R_11C,0,NEB-Cas12a,02,30,00
746,746,02:30:00,C,13,403.661,a,alt-R_11C,50,IDT-Cas12a,02,30,00
747,747,02:30:00,D,13,4.0139999999999985,a,alt-R_11C,0,IDT-Cas12a,02,30,00
748,748,02:30:00,A,15,394.575,b,alt-R_11C,50,NEB-Cas12a,02,30,00
749,749,02:30:00,B,15,4.124,b,alt-R_11C,0,NEB-Cas12a,02,30,00
750,750,02:30:00,C,15,377.83,b,alt-R_11C,50,IDT-Cas12a,02,30,00
751,751,02:30:00,D,15,3.972,b,alt-R_11C,0,IDT-Cas12a,02,30,00
752,752,02:30:00,A,17,391.035,c,alt-R_11C,50,NEB-Cas12a,02,30,00
753,753,02:30:00,B,17,4.175,c,alt-R_11C,0,NEB-Cas12a,02,30,00
754,754,02:30:00,C,17,403.267,c,alt-R_11C,50,IDT-Cas12a,02,30,00
755,755,02:30:00,D,17,3.571,c,alt-R_11C,0,IDT-Cas12a,02,30,00
756,756,02:30:00,A,19,354.977,a,syn_11C,50,NEB-Cas12a,02,30,00
757,757,02:30:00,B,19,3.82,a,syn_11C,0,NEB-Cas12a,02,30,00
758,758,02:30:00,C,19,383.076,a,syn_11C,50,IDT-Cas12a,02,30,00
759,759,02:30:00,D,19,3.549,a,syn_11C,0,IDT-Cas12a,02,30,00
760,760,02:30:00,A,21,343.306,b,syn_11C,50,NEB-Cas12a,02,30,00
761,761,02:30:00,B,21,4.202,b,syn_11C,0,NEB-Cas12a,02,30,00
762,762,02:30:00,C,21,363.148,b,syn_11C,50,IDT-Cas12a,02,30,00
763,763,02:30:00,D,21,3.66,b,syn_11C,0,IDT-Cas12a,02,30,00
764,764,02:30:00,A,23,313.682,c,syn_11C,50,NEB-Cas12a,02,30,00
765,765,02:30:00,B,23,4.173,c,syn_11C,0,NEB-Cas12a,02,30,00
766,766,02:30:00,C,23,331.2580000000001,c,syn_11C,50,IDT-Cas12a,02,30,00
767,767,02:30:00,D,23,3.407,c,syn_11C,0,IDT-Cas12a,02,30,00
768,768,02:40:00,A,1,359.714,a,alt-R_11C,500,NEB-Cas12a,02,40,00
769,769,02:40:00,B,1,326.668,a,alt-R_11C,5,NEB-Cas12a,02,40,00
770,770,02:40:00,C,1,374.003,a,alt-R_11C,500,IDT-Cas12a,02,40,00
771,771,02:40:00,D,1,337.181,a,alt-R_11C,5,IDT-Cas12a,02,40,00
772,772,02:40:00,A,3,361.301,b,alt-R_11C,500,NEB-Cas12a,02,40,00
773,773,02:40:00,B,3,343.682,b,alt-R_11C,5,NEB-Cas12a,02,40,00
774,774,02:40:00,C,3,373.926,b,alt-R_11C,500,IDT-Cas12a,02,40,00
775,775,02:40:00,D,3,357.0440000000001,b,alt-R_11C,5,IDT-Cas12a,02,40,00
776,776,02:40:00,A,5,387.452,c,alt-R_11C,500,NEB-Cas12a,02,40,00
777,777,02:40:00,B,5,345.76199999999994,c,alt-R_11C,5,NEB-Cas12a,02,40,00
778,778,02:40:00,C,5,373.474,c,alt-R_11C,500,IDT-Cas12a,02,40,00
779,779,02:40:00,D,5,379.474,c,alt-R_11C,5,IDT-Cas12a,02,40,00
780,780,02:40:00,A,7,359.591,a,syn_11C,500,NEB-Cas12a,02,40,00
781,781,02:40:00,B,7,322.796,a,syn_11C,5,NEB-Cas12a,02,40,00
782,782,02:40:00,C,7,378.271,a,syn_11C,500,IDT-Cas12a,02,40,00
783,783,02:40:00,D,7,351.274,a,syn_11C,5,IDT-Cas12a,02,40,00
784,784,02:40:00,A,9,380.825,b,syn_11C,500,NEB-Cas12a,02,40,00
785,785,02:40:00,B,9,322.575,b,syn_11C,5,NEB-Cas12a,02,40,00
786,786,02:40:00,C,9,410.915,b,syn_11C,500,IDT-Cas12a,02,40,00
787,787,02:40:00,D,9,375.366,b,syn_11C,5,IDT-Cas12a,02,40,00
788,788,02:40:00,A,11,389.801,c,syn_11C,500,NEB-Cas12a,02,40,00
789,789,02:40:00,B,11,305.334,c,syn_11C,5,NEB-Cas12a,02,40,00
790,790,02:40:00,C,11,395.785,c,syn_11C,500,IDT-Cas12a,02,40,00
791,791,02:40:00,D,11,360.539,c,syn_11C,5,IDT-Cas12a,02,40,00
792,792,02:40:00,A,13,392.196,a,alt-R_11C,50,NEB-Cas12a,02,40,00
793,793,02:40:00,B,13,3.791,a,alt-R_11C,0,NEB-Cas12a,02,40,00
794,794,02:40:00,C,13,406.142,a,alt-R_11C,50,IDT-Cas12a,02,40,00
795,795,02:40:00,D,13,3.808,a,alt-R_11C,0,IDT-Cas12a,02,40,00
796,796,02:40:00,A,15,395.724,b,alt-R_11C,50,NEB-Cas12a,02,40,00
797,797,02:40:00,B,15,4.037,b,alt-R_11C,0,NEB-Cas12a,02,40,00
798,798,02:40:00,C,15,375.86300000000006,b,alt-R_11C,50,IDT-Cas12a,02,40,00
799,799,02:40:00,D,15,4.085,b,alt-R_11C,0,IDT-Cas12a,02,40,00
800,800,02:40:00,A,17,393.024,c,alt-R_11C,50,NEB-Cas12a,02,40,00
801,801,02:40:00,B,17,4.025,c,alt-R_11C,0,NEB-Cas12a,02,40,00
802,802,02:40:00,C,17,402.85,c,alt-R_11C,50,IDT-Cas12a,02,40,00
803,803,02:40:00,D,17,3.729,c,alt-R_11C,0,IDT-Cas12a,02,40,00
804,804,02:40:00,A,19,354.726,a,syn_11C,50,NEB-Cas12a,02,40,00
805,805,02:40:00,B,19,3.88,a,syn_11C,0,NEB-Cas12a,02,40,00
806,806,02:40:00,C,19,381.896,a,syn_11C,50,IDT-Cas12a,02,40,00
807,807,02:40:00,D,19,3.36,a,syn_11C,0,IDT-Cas12a,02,40,00
808,808,02:40:00,A,21,346.844,b,syn_11C,50,NEB-Cas12a,02,40,00
809,809,02:40:00,B,21,4.18,b,syn_11C,0,NEB-Cas12a,02,40,00
810,810,02:40:00,C,21,362.995,b,syn_11C,50,IDT-Cas12a,02,40,00
811,811,02:40:00,D,21,3.627,b,syn_11C,0,IDT-Cas12a,02,40,00
812,812,02:40:00,A,23,314.035,c,syn_11C,50,NEB-Cas12a,02,40,00
813,813,02:40:00,B,23,4.006,c,syn_11C,0,NEB-Cas12a,02,40,00
814,814,02:40:00,C,23,331.815,c,syn_11C,50,IDT-Cas12a,02,40,00
815,815,02:40:00,D,23,3.571,c,syn_11C,0,IDT-Cas12a,02,40,00
816,816,02:50:00,A,1,360.769,a,alt-R_11C,500,NEB-Cas12a,02,50,00
817,817,02:50:00,B,1,334.0630000000001,a,alt-R_11C,5,NEB-Cas12a,02,50,00
818,818,02:50:00,C,1,373.361,a,alt-R_11C,500,IDT-Cas12a,02,50,00
819,819,02:50:00,D,1,340.5780000000001,a,alt-R_11C,5,IDT-Cas12a,02,50,00
820,820,02:50:00,A,3,363.603,b,alt-R_11C,500,NEB-Cas12a,02,50,00
821,821,02:50:00,B,3,345.471,b,alt-R_11C,5,NEB-Cas12a,02,50,00
822,822,02:50:00,C,3,376.402,b,alt-R_11C,500,IDT-Cas12a,02,50,00
823,823,02:50:00,D,3,358.81,b,alt-R_11C,5,IDT-Cas12a,02,50,00
824,824,02:50:00,A,5,391.864,c,alt-R_11C,500,NEB-Cas12a,02,50,00
825,825,02:50:00,B,5,350.65,c,alt-R_11C,5,NEB-Cas12a,02,50,00
826,826,02:50:00,C,5,376.155,c,alt-R_11C,500,IDT-Cas12a,02,50,00
827,827,02:50:00,D,5,383.94,c,alt-R_11C,5,IDT-Cas12a,02,50,00
828,828,02:50:00,A,7,360.793,a,syn_11C,500,NEB-Cas12a,02,50,00
829,829,02:50:00,B,7,333.6280000000001,a,syn_11C,5,NEB-Cas12a,02,50,00
830,830,02:50:00,C,7,379.564,a,syn_11C,500,IDT-Cas12a,02,50,00
831,831,02:50:00,D,7,351.539,a,syn_11C,5,IDT-Cas12a,02,50,00
832,832,02:50:00,A,9,389.052,b,syn_11C,500,NEB-Cas12a,02,50,00
833,833,02:50:00,B,9,330.052,b,syn_11C,5,NEB-Cas12a,02,50,00
834,834,02:50:00,C,9,415.55,b,syn_11C,500,IDT-Cas12a,02,50,00
835,835,02:50:00,D,9,379.101,b,syn_11C,5,IDT-Cas12a,02,50,00
836,836,02:50:00,A,11,394.658,c,syn_11C,500,NEB-Cas12a,02,50,00
837,837,02:50:00,B,11,313.317,c,syn_11C,5,NEB-Cas12a,02,50,00
838,838,02:50:00,C,11,399.854,c,syn_11C,500,IDT-Cas12a,02,50,00
839,839,02:50:00,D,11,363.569,c,syn_11C,5,IDT-Cas12a,02,50,00
840,840,02:50:00,A,13,394.958,a,alt-R_11C,50,NEB-Cas12a,02,50,00
841,841,02:50:00,B,13,3.663,a,alt-R_11C,0,NEB-Cas12a,02,50,00
842,842,02:50:00,C,13,412.943,a,alt-R_11C,50,IDT-Cas12a,02,50,00
843,843,02:50:00,D,13,3.909,a,alt-R_11C,0,IDT-Cas12a,02,50,00
844,844,02:50:00,A,15,403.7480000000001,b,alt-R_11C,50,NEB-Cas12a,02,50,00
845,845,02:50:00,B,15,3.97,b,alt-R_11C,0,NEB-Cas12a,02,50,00
846,846,02:50:00,C,15,378.354,b,alt-R_11C,50,IDT-Cas12a,02,50,00
847,847,02:50:00,D,15,3.777,b,alt-R_11C,0,IDT-Cas12a,02,50,00
848,848,02:50:00,A,17,393.312,c,alt-R_11C,50,NEB-Cas12a,02,50,00
849,849,02:50:00,B,17,4.1,c,alt-R_11C,0,NEB-Cas12a,02,50,00
850,850,02:50:00,C,17,407.895,c,alt-R_11C,50,IDT-Cas12a,02,50,00
851,851,02:50:00,D,17,3.748,c,alt-R_11C,0,IDT-Cas12a,02,50,00
852,852,02:50:00,A,19,357.3180000000001,a,syn_11C,50,NEB-Cas12a,02,50,00
853,853,02:50:00,B,19,3.752,a,syn_11C,0,NEB-Cas12a,02,50,00
854,854,02:50:00,C,19,386.684,a,syn_11C,50,IDT-Cas12a,02,50,00
855,855,02:50:00,D,19,3.565,a,syn_11C,0,IDT-Cas12a,02,50,00
856,856,02:50:00,A,21,347.083,b,syn_11C,50,NEB-Cas12a,02,50,00
857,857,02:50:00,B,21,4.206,b,syn_11C,0,NEB-Cas12a,02,50,00
858,858,02:50:00,C,21,365.664,b,syn_11C,50,IDT-Cas12a,02,50,00
859,859,02:50:00,D,21,3.71,b,syn_11C,0,IDT-Cas12a,02,50,00
860,860,02:50:00,A,23,316.36,c,syn_11C,50,NEB-Cas12a,02,50,00
861,861,02:50:00,B,23,4.04,c,syn_11C,0,NEB-Cas12a,02,50,00
862,862,02:50:00,C,23,338.852,c,syn_11C,50,IDT-Cas12a,02,50,00
863,863,02:50:00,D,23,3.483,c,syn_11C,0,IDT-Cas12a,02,50,00
864,864,03:00:00,A,1,358.2030000000001,a,alt-R_11C,500,NEB-Cas12a,03,00,00
865,865,03:00:00,B,1,333.117,a,alt-R_11C,5,NEB-Cas12a,03,00,00
866,866,03:00:00,C,1,375.417,a,alt-R_11C,500,IDT-Cas12a,03,00,00
867,867,03:00:00,D,1,337.71,a,alt-R_11C,5,IDT-Cas12a,03,00,00
868,868,03:00:00,A,3,360.934,b,alt-R_11C,500,NEB-Cas12a,03,00,00
869,869,03:00:00,B,3,346.6230000000001,b,alt-R_11C,5,NEB-Cas12a,03,00,00
870,870,03:00:00,C,3,375.504,b,alt-R_11C,500,IDT-Cas12a,03,00,00
871,871,03:00:00,D,3,360.673,b,alt-R_11C,5,IDT-Cas12a,03,00,00
872,872,03:00:00,A,5,393.075,c,alt-R_11C,500,NEB-Cas12a,03,00,00
873,873,03:00:00,B,5,353.596,c,alt-R_11C,5,NEB-Cas12a,03,00,00
874,874,03:00:00,C,5,375.697,c,alt-R_11C,500,IDT-Cas12a,03,00,00
875,875,03:00:00,D,5,382.885,c,alt-R_11C,5,IDT-Cas12a,03,00,00
876,876,03:00:00,A,7,361.703,a,syn_11C,500,NEB-Cas12a,03,00,00
877,877,03:00:00,B,7,338.874,a,syn_11C,5,NEB-Cas12a,03,00,00
878,878,03:00:00,C,7,380.46,a,syn_11C,500,IDT-Cas12a,03,00,00
879,879,03:00:00,D,7,352.3,a,syn_11C,5,IDT-Cas12a,03,00,00
880,880,03:00:00,A,9,389.202,b,syn_11C,500,NEB-Cas12a,03,00,00
881,881,03:00:00,B,9,336.251,b,syn_11C,5,NEB-Cas12a,03,00,00
882,882,03:00:00,C,9,414.47,b,syn_11C,500,IDT-Cas12a,03,00,00
883,883,03:00:00,D,9,381.73,b,syn_11C,5,IDT-Cas12a,03,00,00
884,884,03:00:00,A,11,397.163,c,syn_11C,500,NEB-Cas12a,03,00,00
885,885,03:00:00,B,11,319.57,c,syn_11C,5,NEB-Cas12a,03,00,00
886,886,03:00:00,C,11,403.125,c,syn_11C,500,IDT-Cas12a,03,00,00
887,887,03:00:00,D,11,364.247,c,syn_11C,5,IDT-Cas12a,03,00,00
888,888,03:00:00,A,13,394.882,a,alt-R_11C,50,NEB-Cas12a,03,00,00
889,889,03:00:00,B,13,4.114,a,alt-R_11C,0,NEB-Cas12a,03,00,00
890,890,03:00:00,C,13,413.861,a,alt-R_11C,50,IDT-Cas12a,03,00,00
891,891,03:00:00,D,13,4.119,a,alt-R_11C,0,IDT-Cas12a,03,00,00
892,892,03:00:00,A,15,401.88,b,alt-R_11C,50,NEB-Cas12a,03,00,00
893,893,03:00:00,B,15,4.04,b,alt-R_11C,0,NEB-Cas12a,03,00,00
894,894,03:00:00,C,15,379.453,b,alt-R_11C,50,IDT-Cas12a,03,00,00
895,895,03:00:00,D,15,4.033,b,alt-R_11C,0,IDT-Cas12a,03,00,00
896,896,03:00:00,A,17,393.146,c,alt-R_11C,50,NEB-Cas12a,03,00,00
897,897,03:00:00,B,17,4.169,c,alt-R_11C,0,NEB-Cas12a,03,00,00
898,898,03:00:00,C,17,406.369,c,alt-R_11C,50,IDT-Cas12a,03,00,00
899,899,03:00:00,D,17,3.859,c,alt-R_11C,0,IDT-Cas12a,03,00,00
900,900,03:00:00,A,19,359.594,a,syn_11C,50,NEB-Cas12a,03,00,00
901,901,03:00:00,B,19,3.795,a,syn_11C,0,NEB-Cas12a,03,00,00
902,902,03:00:00,C,19,387.258,a,syn_11C,50,IDT-Cas12a,03,00,00
903,903,03:00:00,D,19,3.606,a,syn_11C,0,IDT-Cas12a,03,00,00
904,904,03:00:00,A,21,346.24300000000005,b,syn_11C,50,NEB-Cas12a,03,00,00
905,905,03:00:00,B,21,4.46,b,syn_11C,0,NEB-Cas12a,03,00,00
906,906,03:00:00,C,21,363.56,b,syn_11C,50,IDT-Cas12a,03,00,00
907,907,03:00:00,D,21,3.653,b,syn_11C,0,IDT-Cas12a,03,00,00
908,908,03:00:00,A,23,316.793,c,syn_11C,50,NEB-Cas12a,03,00,00
909,909,03:00:00,B,23,4.0710000000000015,c,syn_11C,0,NEB-Cas12a,03,00,00
910,910,03:00:00,C,23,337.7630000000001,c,syn_11C,50,IDT-Cas12a,03,00,00
911,911,03:00:00,D,23,3.605,c,syn_11C,0,IDT-Cas12a,03,00,00
912,912,03:10:00,A,1,357.907,a,alt-R_11C,500,NEB-Cas12a,03,10,00
