,Unnamed: 0,time,row_384,column_384,rfu_value,sample_set,gRNA_used,replicate,reporter
762,762,05:10:00,A,19,30.477,no_target,IVT_11C,a,DNA-FAM
763,763,05:10:00,B,19,31.219,no_target,IVT_11C,b,DNA-FAM
764,764,05:10:00,A,21,30.268,no_target,IVT_D9_3Cs,a,DNA-FAM
765,765,05:10:00,B,21,33.945,no_target,IVT_D9_3Cs,b,DNA-FAM
766,766,05:10:00,A,23,30.81,no_target,none,a,DNA-FAM
767,767,05:10:00,B,23,38.641,no_target,none,b,DNA-FAM
768,768,05:20:00,A,1,842.3810000000002,target_added,syn_11C,a,DNA-FAM
769,769,05:20:00,B,1,858.939,target_added,syn_11C,b,DNA-FAM
770,770,05:20:00,A,3,1483.5510000000004,target_added,IVT_11C,a,DNA-FAM
771,771,05:20:00,B,3,1705.681,target_added,IVT_11C,b,DNA-FAM
772,772,05:20:00,A,5,2198.695,target_added,IVT_D9_3Cs,a,DNA-FAM
773,773,05:20:00,B,5,2136.05,target_added,IVT_D9_3Cs,b,DNA-FAM
774,774,05:20:00,A,7,30.031,target_added,none,a,DNA-FAM
775,775,05:20:00,B,7,33.446,target_added,none,b,DNA-FAM
776,776,05:20:00,A,9,31.762,no_cas12a,syn_11C,a,DNA-FAM
777,777,05:20:00,B,9,34.525,no_cas12a,syn_11C,b,DNA-FAM
778,778,05:20:00,A,11,31.395,no_cas12a,IVT_11C,a,DNA-FAM
779,779,05:20:00,B,11,33.971,no_cas12a,IVT_11C,b,DNA-FAM
780,780,05:20:00,A,13,33.779,no_cas12a,IVT_D9_3Cs,a,DNA-FAM
781,781,05:20:00,B,13,34.023,no_cas12a,IVT_D9_3Cs,b,DNA-FAM
782,782,05:20:00,A,15,32.799,no_cas12a,none,a,DNA-FAM
783,783,05:20:00,B,15,34.507,no_cas12a,none,b,DNA-FAM
784,784,05:20:00,A,17,32.986,no_target,syn_11C,a,DNA-FAM
785,785,05:20:00,B,17,34.235,no_target,syn_11C,b,DNA-FAM
786,786,05:20:00,A,19,32.183,no_target,IVT_11C,a,DNA-FAM
787,787,05:20:00,B,19,32.726,no_target,IVT_11C,b,DNA-FAM
788,788,05:20:00,A,21,32.026,no_target,IVT_D9_3Cs,a,DNA-FAM
789,789,05:20:00,B,21,35.787,no_target,IVT_D9_3Cs,b,DNA-FAM
790,790,05:20:00,A,23,32.978,no_target,none,a,DNA-FAM
791,791,05:20:00,B,23,40.378,no_target,none,b,DNA-FAM
792,792,05:30:00,A,1,876.67,target_added,syn_11C,a,DNA-FAM
793,793,05:30:00,B,1,891.643,target_added,syn_11C,b,DNA-FAM
794,794,05:30:00,A,3,1532.825,target_added,IVT_11C,a,DNA-FAM
795,795,05:30:00,B,3,1739.016,target_added,IVT_11C,b,DNA-FAM
796,796,05:30:00,A,5,2224.588,target_added,IVT_D9_3Cs,a,DNA-FAM
797,797,05:30:00,B,5,2165.94,target_added,IVT_D9_3Cs,b,DNA-FAM
798,798,05:30:00,A,7,32.171,target_added,none,a,DNA-FAM
799,799,05:30:00,B,7,36.288,target_added,none,b,DNA-FAM
800,800,05:30:00,A,9,32.963,no_cas12a,syn_11C,a,DNA-FAM
801,801,05:30:00,B,9,36.361,no_cas12a,syn_11C,b,DNA-FAM
802,802,05:30:00,A,11,32.486,no_cas12a,IVT_11C,a,DNA-FAM
803,803,05:30:00,B,11,35.867,no_cas12a,IVT_11C,b,DNA-FAM
804,804,05:30:00,A,13,35.271,no_cas12a,IVT_D9_3Cs,a,DNA-FAM
805,805,05:30:00,B,13,36.569,no_cas12a,IVT_D9_3Cs,b,DNA-FAM
806,806,05:30:00,A,15,34.378,no_cas12a,none,a,DNA-FAM
807,807,05:30:00,B,15,36.766,no_cas12a,none,b,DNA-FAM
808,808,05:30:00,A,17,34.88,no_target,syn_11C,a,DNA-FAM
809,809,05:30:00,B,17,35.814,no_target,syn_11C,b,DNA-FAM
810,810,05:30:00,A,19,33.46,no_target,IVT_11C,a,DNA-FAM
811,811,05:30:00,B,19,35.19300000000001,no_target,IVT_11C,b,DNA-FAM
812,812,05:30:00,A,21,33.81,no_target,IVT_D9_3Cs,a,DNA-FAM
813,813,05:30:00,B,21,37.321,no_target,IVT_D9_3Cs,b,DNA-FAM
814,814,05:30:00,A,23,34.361999999999995,no_target,none,a,DNA-FAM
815,815,05:30:00,B,23,43.615,no_target,none,b,DNA-FAM
816,816,05:40:00,A,1,900.448,target_added,syn_11C,a,DNA-FAM
817,817,05:40:00,B,1,912.089,target_added,syn_11C,b,DNA-FAM
818,818,05:40:00,A,3,1546.3429999999996,target_added,IVT_11C,a,DNA-FAM
819,819,05:40:00,B,3,1756.293,target_added,IVT_11C,b,DNA-FAM
820,820,05:40:00,A,5,2237.18,target_added,IVT_D9_3Cs,a,DNA-FAM
821,821,05:40:00,B,5,2174.774,target_added,IVT_D9_3Cs,b,DNA-FAM
822,822,05:40:00,A,7,33.759,target_added,none,a,DNA-FAM
823,823,05:40:00,B,7,38.505,target_added,none,b,DNA-FAM
824,824,05:40:00,A,9,35.915,no_cas12a,syn_11C,a,DNA-FAM
825,825,05:40:00,B,9,38.26300000000001,no_cas12a,syn_11C,b,DNA-FAM
826,826,05:40:00,A,11,34.672,no_cas12a,IVT_11C,a,DNA-FAM
827,827,05:40:00,B,11,38.398,no_cas12a,IVT_11C,b,DNA-FAM
828,828,05:40:00,A,13,37.496,no_cas12a,IVT_D9_3Cs,a,DNA-FAM
829,829,05:40:00,B,13,39.06,no_cas12a,IVT_D9_3Cs,b,DNA-FAM
830,830,05:40:00,A,15,36.671,no_cas12a,none,a,DNA-FAM
831,831,05:40:00,B,15,39.904,no_cas12a,none,b,DNA-FAM
832,832,05:40:00,A,17,37.084,no_target,syn_11C,a,DNA-FAM
833,833,05:40:00,B,17,38.684,no_target,syn_11C,b,DNA-FAM
834,834,05:40:00,A,19,35.8,no_target,IVT_11C,a,DNA-FAM
835,835,05:40:00,B,19,37.058,no_target,IVT_11C,b,DNA-FAM
836,836,05:40:00,A,21,35.993,no_target,IVT_D9_3Cs,a,DNA-FAM
837,837,05:40:00,B,21,39.121,no_target,IVT_D9_3Cs,b,DNA-FAM
838,838,05:40:00,A,23,36.247,no_target,none,a,DNA-FAM
839,839,05:40:00,B,23,45.898,no_target,none,b,DNA-FAM
840,840,05:50:00,A,1,919.974,target_added,syn_11C,a,DNA-FAM
841,841,05:50:00,B,1,936.322,target_added,syn_11C,b,DNA-FAM
842,842,05:50:00,A,3,1573.299,target_added,IVT_11C,a,DNA-FAM
843,843,05:50:00,B,3,1793.105,target_added,IVT_11C,b,DNA-FAM
844,844,05:50:00,A,5,2260.7670000000007,target_added,IVT_D9_3Cs,a,DNA-FAM
845,845,05:50:00,B,5,2188.947,target_added,IVT_D9_3Cs,b,DNA-FAM
846,846,05:50:00,A,7,36.035,target_added,none,a,DNA-FAM
847,847,05:50:00,B,7,41.539,target_added,none,b,DNA-FAM
848,848,05:50:00,A,9,37.386,no_cas12a,syn_11C,a,DNA-FAM
849,849,05:50:00,B,9,41.468,no_cas12a,syn_11C,b,DNA-FAM
850,850,05:50:00,A,11,38.107,no_cas12a,IVT_11C,a,DNA-FAM
851,851,05:50:00,B,11,41.673,no_cas12a,IVT_11C,b,DNA-FAM
852,852,05:50:00,A,13,39.078,no_cas12a,IVT_D9_3Cs,a,DNA-FAM
853,853,05:50:00,B,13,42.254,no_cas12a,IVT_D9_3Cs,b,DNA-FAM
854,854,05:50:00,A,15,38.602,no_cas12a,none,a,DNA-FAM
855,855,05:50:00,B,15,42.234,no_cas12a,none,b,DNA-FAM
856,856,05:50:00,A,17,39.389,no_target,syn_11C,a,DNA-FAM
857,857,05:50:00,B,17,41.558,no_target,syn_11C,b,DNA-FAM
858,858,05:50:00,A,19,38.234,no_target,IVT_11C,a,DNA-FAM
859,859,05:50:00,B,19,39.957,no_target,IVT_11C,b,DNA-FAM
860,860,05:50:00,A,21,36.912,no_target,IVT_D9_3Cs,a,DNA-FAM
861,861,05:50:00,B,21,41.802,no_target,IVT_D9_3Cs,b,DNA-FAM
862,862,05:50:00,A,23,37.913,no_target,none,a,DNA-FAM
863,863,05:50:00,B,23,49.006,no_target,none,b,DNA-FAM
864,864,06:00:00,A,1,948.395,target_added,syn_11C,a,DNA-FAM
865,865,06:00:00,B,1,956.116,target_added,syn_11C,b,DNA-FAM
866,866,06:00:00,A,3,1603.1370000000004,target_added,IVT_11C,a,DNA-FAM
867,867,06:00:00,B,3,1804.495,target_added,IVT_11C,b,DNA-FAM
868,868,06:00:00,A,5,2279.434,target_added,IVT_D9_3Cs,a,DNA-FAM
869,869,06:00:00,B,5,2211.93,target_added,IVT_D9_3Cs,b,DNA-FAM
870,870,06:00:00,A,7,38.311,target_added,none,a,DNA-FAM
871,871,06:00:00,B,7,45.109,target_added,none,b,DNA-FAM
872,872,06:00:00,A,9,41.13800000000001,no_cas12a,syn_11C,a,DNA-FAM
873,873,06:00:00,B,9,44.792,no_cas12a,syn_11C,b,DNA-FAM
874,874,06:00:00,A,11,40.146,no_cas12a,IVT_11C,a,DNA-FAM
875,875,06:00:00,B,11,44.692,no_cas12a,IVT_11C,b,DNA-FAM
876,876,06:00:00,A,13,42.518,no_cas12a,IVT_D9_3Cs,a,DNA-FAM
877,877,06:00:00,B,13,45.56399999999999,no_cas12a,IVT_D9_3Cs,b,DNA-FAM
878,878,06:00:00,A,15,40.794,no_cas12a,none,a,DNA-FAM
879,879,06:00:00,B,15,44.648,no_cas12a,none,b,DNA-FAM
880,880,06:00:00,A,17,42.27,no_target,syn_11C,a,DNA-FAM
881,881,06:00:00,B,17,45.732,no_target,syn_11C,b,DNA-FAM
882,882,06:00:00,A,19,41.25100000000001,no_target,IVT_11C,a,DNA-FAM
883,883,06:00:00,B,19,43.154,no_target,IVT_11C,b,DNA-FAM
884,884,06:00:00,A,21,39.67,no_target,IVT_D9_3Cs,a,DNA-FAM
885,885,06:00:00,B,21,46.021,no_target,IVT_D9_3Cs,b,DNA-FAM
886,886,06:00:00,A,23,40.25,no_target,none,a,DNA-FAM
887,887,06:00:00,B,23,51.963,no_target,none,b,DNA-FAM
888,888,06:10:00,A,1,971.249,target_added,syn_11C,a,DNA-FAM
889,889,06:10:00,B,1,974.037,target_added,syn_11C,b,DNA-FAM
890,890,06:10:00,A,3,1628.02,target_added,IVT_11C,a,DNA-FAM
891,891,06:10:00,B,3,1827.028,target_added,IVT_11C,b,DNA-FAM
892,892,06:10:00,A,5,2297.635,target_added,IVT_D9_3Cs,a,DNA-FAM
893,893,06:10:00,B,5,2229.002,target_added,IVT_D9_3Cs,b,DNA-FAM
894,894,06:10:00,A,7,41.167,target_added,none,a,DNA-FAM
895,895,06:10:00,B,7,50.433,target_added,none,b,DNA-FAM
896,896,06:10:00,A,9,43.87600000000001,no_cas12a,syn_11C,a,DNA-FAM
897,897,06:10:00,B,9,49.618,no_cas12a,syn_11C,b,DNA-FAM
898,898,06:10:00,A,11,43.143,no_cas12a,IVT_11C,a,DNA-FAM
899,899,06:10:00,B,11,49.565,no_cas12a,IVT_11C,b,DNA-FAM
900,900,06:10:00,A,13,45.853,no_cas12a,IVT_D9_3Cs,a,DNA-FAM
901,901,06:10:00,B,13,49.797,no_cas12a,IVT_D9_3Cs,b,DNA-FAM
902,902,06:10:00,A,15,44.48,no_cas12a,none,a,DNA-FAM
903,903,06:10:00,B,15,49.56399999999999,no_cas12a,none,b,DNA-FAM
904,904,06:10:00,A,17,44.948,no_target,syn_11C,a,DNA-FAM
905,905,06:10:00,B,17,50.3,no_target,syn_11C,b,DNA-FAM
906,906,06:10:00,A,19,44.924,no_target,IVT_11C,a,DNA-FAM
907,907,06:10:00,B,19,47.757,no_target,IVT_11C,b,DNA-FAM
908,908,06:10:00,A,21,42.968,no_target,IVT_D9_3Cs,a,DNA-FAM
909,909,06:10:00,B,21,49.842,no_target,IVT_D9_3Cs,b,DNA-FAM
910,910,06:10:00,A,23,43.93899999999999,no_target,none,a,DNA-FAM
911,911,06:10:00,B,23,56.199,no_target,none,b,DNA-FAM
912,912,06:20:00,A,1,982.086,target_added,syn_11C,a,DNA-FAM
913,913,06:20:00,B,1,984.135,target_added,syn_11C,b,DNA-FAM
914,914,06:20:00,A,3,1628.453,target_added,IVT_11C,a,DNA-FAM
915,915,06:20:00,B,3,1819.405,target_added,IVT_11C,b,DNA-FAM
916,916,06:20:00,A,5,2291.719,target_added,IVT_D9_3Cs,a,DNA-FAM
917,917,06:20:00,B,5,2219.1710000000007,target_added,IVT_D9_3Cs,b,DNA-FAM
918,918,06:20:00,A,7,44.182,target_added,none,a,DNA-FAM
919,919,06:20:00,B,7,54.591,target_added,none,b,DNA-FAM
920,920,06:20:00,A,9,47.563,no_cas12a,syn_11C,a,DNA-FAM
921,921,06:20:00,B,9,54.054,no_cas12a,syn_11C,b,DNA-FAM
922,922,06:20:00,A,11,48.13399999999999,no_cas12a,IVT_11C,a,DNA-FAM
923,923,06:20:00,B,11,54.316,no_cas12a,IVT_11C,b,DNA-FAM
924,924,06:20:00,A,13,49.92100000000001,no_cas12a,IVT_D9_3Cs,a,DNA-FAM
925,925,06:20:00,B,13,55.227,no_cas12a,IVT_D9_3Cs,b,DNA-FAM
926,926,06:20:00,A,15,48.149,no_cas12a,none,a,DNA-FAM
927,927,06:20:00,B,15,54.29,no_cas12a,none,b,DNA-FAM
928,928,06:20:00,A,17,48.322,no_target,syn_11C,a,DNA-FAM
929,929,06:20:00,B,17,55.107,no_target,syn_11C,b,DNA-FAM
930,930,06:20:00,A,19,46.675,no_target,IVT_11C,a,DNA-FAM
931,931,06:20:00,B,19,52.084,no_target,IVT_11C,b,DNA-FAM
932,932,06:20:00,A,21,46.085,no_target,IVT_D9_3Cs,a,DNA-FAM
933,933,06:20:00,B,21,54.68899999999999,no_target,IVT_D9_3Cs,b,DNA-FAM
934,934,06:20:00,A,23,46.469,no_target,none,a,DNA-FAM
935,935,06:20:00,B,23,61.04,no_target,none,b,DNA-FAM
936,936,06:30:00,A,1,1010.971,target_added,syn_11C,a,DNA-FAM
937,937,06:30:00,B,1,1018.701,target_added,syn_11C,b,DNA-FAM
938,938,06:30:00,A,3,1654.259,target_added,IVT_11C,a,DNA-FAM
939,939,06:30:00,B,3,1849.691,target_added,IVT_11C,b,DNA-FAM
940,940,06:30:00,A,5,2314.8520000000008,target_added,IVT_D9_3Cs,a,DNA-FAM
941,941,06:30:00,B,5,2238.66,target_added,IVT_D9_3Cs,b,DNA-FAM
942,942,06:30:00,A,7,48.969,target_added,none,a,DNA-FAM
943,943,06:30:00,B,7,61.809,target_added,none,b,DNA-FAM
944,944,06:30:00,A,9,51.611,no_cas12a,syn_11C,a,DNA-FAM
945,945,06:30:00,B,9,61.399,no_cas12a,syn_11C,b,DNA-FAM
946,946,06:30:00,A,11,52.927,no_cas12a,IVT_11C,a,DNA-FAM
947,947,06:30:00,B,11,62.49100000000001,no_cas12a,IVT_11C,b,DNA-FAM
948,948,06:30:00,A,13,54.584,no_cas12a,IVT_D9_3Cs,a,DNA-FAM
949,949,06:30:00,B,13,62.40600000000001,no_cas12a,IVT_D9_3Cs,b,DNA-FAM
950,950,06:30:00,A,15,52.987,no_cas12a,none,a,DNA-FAM
951,951,06:30:00,B,15,61.567,no_cas12a,none,b,DNA-FAM
952,952,06:30:00,A,17,53.618,no_target,syn_11C,a,DNA-FAM
953,953,06:30:00,B,17,62.088,no_target,syn_11C,b,DNA-FAM
954,954,06:30:00,A,19,51.912,no_target,IVT_11C,a,DNA-FAM
955,955,06:30:00,B,19,58.594,no_target,IVT_11C,b,DNA-FAM
956,956,06:30:00,A,21,50.588,no_target,IVT_D9_3Cs,a,DNA-FAM
957,957,06:30:00,B,21,59.347,no_target,IVT_D9_3Cs,b,DNA-FAM
958,958,06:30:00,A,23,50.801,no_target,none,a,DNA-FAM
959,959,06:30:00,B,23,67.28699999999999,no_target,none,b,DNA-FAM
960,960,06:40:00,A,1,1014.905,target_added,syn_11C,a,DNA-FAM
961,961,06:40:00,B,1,1012.646,target_added,syn_11C,b,DNA-FAM
962,962,06:40:00,A,3,1650.425,target_added,IVT_11C,a,DNA-FAM
963,963,06:40:00,B,3,1826.561,target_added,IVT_11C,b,DNA-FAM
964,964,06:40:00,A,5,2296.614,target_added,IVT_D9_3Cs,a,DNA-FAM
965,965,06:40:00,B,5,2213.219,target_added,IVT_D9_3Cs,b,DNA-FAM
966,966,06:40:00,A,7,52.955,target_added,none,a,DNA-FAM
967,967,06:40:00,B,7,69.892,target_added,none,b,DNA-FAM
968,968,06:40:00,A,9,56.365,no_cas12a,syn_11C,a,DNA-FAM
969,969,06:40:00,B,9,67.32300000000001,no_cas12a,syn_11C,b,DNA-FAM
970,970,06:40:00,A,11,58.699,no_cas12a,IVT_11C,a,DNA-FAM
971,971,06:40:00,B,11,68.7,no_cas12a,IVT_11C,b,DNA-FAM
972,972,06:40:00,A,13,59.897,no_cas12a,IVT_D9_3Cs,a,DNA-FAM
973,973,06:40:00,B,13,69.517,no_cas12a,IVT_D9_3Cs,b,DNA-FAM
974,974,06:40:00,A,15,58.567,no_cas12a,none,a,DNA-FAM
975,975,06:40:00,B,15,68.001,no_cas12a,none,b,DNA-FAM
976,976,06:40:00,A,17,58.32100000000001,no_target,syn_11C,a,DNA-FAM
977,977,06:40:00,B,17,69.71,no_target,syn_11C,b,DNA-FAM
978,978,06:40:00,A,19,57.756,no_target,IVT_11C,a,DNA-FAM
979,979,06:40:00,B,19,65.751,no_target,IVT_11C,b,DNA-FAM
980,980,06:40:00,A,21,55.952,no_target,IVT_D9_3Cs,a,DNA-FAM
981,981,06:40:00,B,21,65.498,no_target,IVT_D9_3Cs,b,DNA-FAM
982,982,06:40:00,A,23,55.968,no_target,none,a,DNA-FAM
983,983,06:40:00,B,23,72.783,no_target,none,b,DNA-FAM
984,984,06:50:00,A,1,1040.115,target_added,syn_11C,a,DNA-FAM
985,985,06:50:00,B,1,1032.0,target_added,syn_11C,b,DNA-FAM
986,986,06:50:00,A,3,1670.485,target_added,IVT_11C,a,DNA-FAM
987,987,06:50:00,B,3,1848.002,target_added,IVT_11C,b,DNA-FAM
988,988,06:50:00,A,5,2291.104,target_added,IVT_D9_3Cs,a,DNA-FAM
989,989,06:50:00,B,5,2213.555,target_added,IVT_D9_3Cs,b,DNA-FAM
990,990,06:50:00,A,7,58.403,target_added,none,a,DNA-FAM
991,991,06:50:00,B,7,77.26100000000002,target_added,none,b,DNA-FAM
992,992,06:50:00,A,9,63.636,no_cas12a,syn_11C,a,DNA-FAM
993,993,06:50:00,B,9,76.607,no_cas12a,syn_11C,b,DNA-FAM
994,994,06:50:00,A,11,66.973,no_cas12a,IVT_11C,a,DNA-FAM
995,995,06:50:00,B,11,76.031,no_cas12a,IVT_11C,b,DNA-FAM
996,996,06:50:00,A,13,67.707,no_cas12a,IVT_D9_3Cs,a,DNA-FAM
997,997,06:50:00,B,13,77.158,no_cas12a,IVT_D9_3Cs,b,DNA-FAM
998,998,06:50:00,A,15,65.077,no_cas12a,none,a,DNA-FAM
999,999,06:50:00,B,15,74.683,no_cas12a,none,b,DNA-FAM
1000,1000,06:50:00,A,17,65.527,no_target,syn_11C,a,DNA-FAM
1001,1001,06:50:00,B,17,77.916,no_target,syn_11C,b,DNA-FAM
1002,1002,06:50:00,A,19,64.06,no_target,IVT_11C,a,DNA-FAM
1003,1003,06:50:00,B,19,73.877,no_target,IVT_11C,b,DNA-FAM
1004,1004,06:50:00,A,21,60.415,no_target,IVT_D9_3Cs,a,DNA-FAM
1005,1005,06:50:00,B,21,73.561,no_target,IVT_D9_3Cs,b,DNA-FAM
1006,1006,06:50:00,A,23,60.93899999999999,no_target,none,a,DNA-FAM
1007,1007,06:50:00,B,23,81.524,no_target,none,b,DNA-FAM
1008,1008,07:00:00,A,1,1052.262,target_added,syn_11C,a,DNA-FAM
1009,1009,07:00:00,B,1,1044.004,target_added,syn_11C,b,DNA-FAM
1010,1010,07:00:00,A,3,1666.1470000000004,target_added,IVT_11C,a,DNA-FAM
1011,1011,07:00:00,B,3,1839.308,target_added,IVT_11C,b,DNA-FAM
1012,1012,07:00:00,A,5,2300.201,target_added,IVT_D9_3Cs,a,DNA-FAM
1013,1013,07:00:00,B,5,2213.355,target_added,IVT_D9_3Cs,b,DNA-FAM
1014,1014,07:00:00,A,7,66.108,target_added,none,a,DNA-FAM
1015,1015,07:00:00,B,7,84.992,target_added,none,b,DNA-FAM
1016,1016,07:00:00,A,9,71.139,no_cas12a,syn_11C,a,DNA-FAM
1017,1017,07:00:00,B,9,85.625,no_cas12a,syn_11C,b,DNA-FAM
1018,1018,07:00:00,A,11,74.423,no_cas12a,IVT_11C,a,DNA-FAM
1019,1019,07:00:00,B,11,85.647,no_cas12a,IVT_11C,b,DNA-FAM
1020,1020,07:00:00,A,13,76.654,no_cas12a,IVT_D9_3Cs,a,DNA-FAM
1021,1021,07:00:00,B,13,86.055,no_cas12a,IVT_D9_3Cs,b,DNA-FAM
1022,1022,07:00:00,A,15,71.66,no_cas12a,none,a,DNA-FAM
1023,1023,07:00:00,B,15,84.541,no_cas12a,none,b,DNA-FAM
1024,1024,07:00:00,A,17,73.423,no_target,syn_11C,a,DNA-FAM
1025,1025,07:00:00,B,17,85.191,no_target,syn_11C,b,DNA-FAM
1026,1026,07:00:00,A,19,71.296,no_target,IVT_11C,a,DNA-FAM
1027,1027,07:00:00,B,19,81.09100000000002,no_target,IVT_11C,b,DNA-FAM
1028,1028,07:00:00,A,21,69.047,no_target,IVT_D9_3Cs,a,DNA-FAM
1029,1029,07:00:00,B,21,82.274,no_target,IVT_D9_3Cs,b,DNA-FAM
1030,1030,07:00:00,A,23,68.979,no_target,none,a,DNA-FAM
1031,1031,07:00:00,B,23,90.655,no_target,none,b,DNA-FAM
1032,1032,07:10:00,A,1,1057.658,target_added,syn_11C,a,DNA-FAM
1033,1033,07:10:00,B,1,1052.412,target_added,syn_11C,b,DNA-FAM
1034,1034,07:10:00,A,3,1672.596,target_added,IVT_11C,a,DNA-FAM
1035,1035,07:10:00,B,3,1838.283,target_added,IVT_11C,b,DNA-FAM
1036,1036,07:10:00,A,5,2290.826,target_added,IVT_D9_3Cs,a,DNA-FAM
1037,1037,07:10:00,B,5,2205.717,target_added,IVT_D9_3Cs,b,DNA-FAM
1038,1038,07:10:00,A,7,71.47800000000002,target_added,none,a,DNA-FAM
1039,1039,07:10:00,B,7,90.59,target_added,none,b,DNA-FAM
1040,1040,07:10:00,A,9,79.07600000000002,no_cas12a,syn_11C,a,DNA-FAM
1041,1041,07:10:00,B,9,91.817,no_cas12a,syn_11C,b,DNA-FAM
1042,1042,07:10:00,A,11,82.42200000000003,no_cas12a,IVT_11C,a,DNA-FAM
1043,1043,07:10:00,B,11,91.328,no_cas12a,IVT_11C,b,DNA-FAM
1044,1044,07:10:00,A,13,84.48200000000001,no_cas12a,IVT_D9_3Cs,a,DNA-FAM
1045,1045,07:10:00,B,13,92.756,no_cas12a,IVT_D9_3Cs,b,DNA-FAM
1046,1046,07:10:00,A,15,81.069,no_cas12a,none,a,DNA-FAM
1047,1047,07:10:00,B,15,91.587,no_cas12a,none,b,DNA-FAM
1048,1048,07:10:00,A,17,81.158,no_target,syn_11C,a,DNA-FAM
1049,1049,07:10:00,B,17,90.902,no_target,syn_11C,b,DNA-FAM
1050,1050,07:10:00,A,19,79.676,no_target,IVT_11C,a,DNA-FAM
1051,1051,07:10:00,B,19,87.304,no_target,IVT_11C,b,DNA-FAM
1052,1052,07:10:00,A,21,76.083,no_target,IVT_D9_3Cs,a,DNA-FAM
1053,1053,07:10:00,B,21,89.30799999999998,no_target,IVT_D9_3Cs,b,DNA-FAM
1054,1054,07:10:00,A,23,75.505,no_target,none,a,DNA-FAM
1055,1055,07:10:00,B,23,100.026,no_target,none,b,DNA-FAM
1056,1056,07:20:00,A,1,1078.198,target_added,syn_11C,a,DNA-FAM
1057,1057,07:20:00,B,1,1057.36,target_added,syn_11C,b,DNA-FAM
1058,1058,07:20:00,A,3,1675.8729999999996,target_added,IVT_11C,a,DNA-FAM
1059,1059,07:20:00,B,3,1834.669,target_added,IVT_11C,b,DNA-FAM
1060,1060,07:20:00,A,5,2283.434,target_added,IVT_D9_3Cs,a,DNA-FAM
1061,1061,07:20:00,B,5,2207.039,target_added,IVT_D9_3Cs,b,DNA-FAM
1062,1062,07:20:00,A,7,80.538,target_added,none,a,DNA-FAM
1063,1063,07:20:00,B,7,95.021,target_added,none,b,DNA-FAM
1064,1064,07:20:00,A,9,85.734,no_cas12a,syn_11C,a,DNA-FAM
1065,1065,07:20:00,B,9,98.933,no_cas12a,syn_11C,b,DNA-FAM
1066,1066,07:20:00,A,11,89.02600000000002,no_cas12a,IVT_11C,a,DNA-FAM
1067,1067,07:20:00,B,11,97.019,no_cas12a,IVT_11C,b,DNA-FAM
1068,1068,07:20:00,A,13,92.523,no_cas12a,IVT_D9_3Cs,a,DNA-FAM
1069,1069,07:20:00,B,13,99.37,no_cas12a,IVT_D9_3Cs,b,DNA-FAM
1070,1070,07:20:00,A,15,89.546,no_cas12a,none,a,DNA-FAM
1071,1071,07:20:00,B,15,96.364,no_cas12a,none,b,DNA-FAM
1072,1072,07:20:00,A,17,89.65799999999999,no_target,syn_11C,a,DNA-FAM
1073,1073,07:20:00,B,17,96.47,no_target,syn_11C,b,DNA-FAM
1074,1074,07:20:00,A,19,87.39399999999998,no_target,IVT_11C,a,DNA-FAM
1075,1075,07:20:00,B,19,93.36,no_target,IVT_11C,b,DNA-FAM
1076,1076,07:20:00,A,21,82.06700000000002,no_target,IVT_D9_3Cs,a,DNA-FAM
1077,1077,07:20:00,B,21,97.618,no_target,IVT_D9_3Cs,b,DNA-FAM
1078,1078,07:20:00,A,23,83.0,no_target,none,a,DNA-FAM
1079,1079,07:20:00,B,23,110.488,no_target,none,b,DNA-FAM
1080,1080,07:30:00,A,1,1076.442,target_added,syn_11C,a,DNA-FAM
1081,1081,07:30:00,B,1,1055.498,target_added,syn_11C,b,DNA-FAM
1082,1082,07:30:00,A,3,1670.365,target_added,IVT_11C,a,DNA-FAM
1083,1083,07:30:00,B,3,1826.582,target_added,IVT_11C,b,DNA-FAM
1084,1084,07:30:00,A,5,2279.484,target_added,IVT_D9_3Cs,a,DNA-FAM
1085,1085,07:30:00,B,5,2199.014,target_added,IVT_D9_3Cs,b,DNA-FAM
1086,1086,07:30:00,A,7,87.242,target_added,none,a,DNA-FAM
1087,1087,07:30:00,B,7,98.289,target_added,none,b,DNA-FAM
1088,1088,07:30:00,A,9,95.427,no_cas12a,syn_11C,a,DNA-FAM
1089,1089,07:30:00,B,9,101.389,no_cas12a,syn_11C,b,DNA-FAM
1090,1090,07:30:00,A,11,93.84,no_cas12a,IVT_11C,a,DNA-FAM
1091,1091,07:30:00,B,11,97.583,no_cas12a,IVT_11C,b,DNA-FAM
1092,1092,07:30:00,A,13,99.781,no_cas12a,IVT_D9_3Cs,a,DNA-FAM
1093,1093,07:30:00,B,13,101.126,no_cas12a,IVT_D9_3Cs,b,DNA-FAM
1094,1094,07:30:00,A,15,97.739,no_cas12a,none,a,DNA-FAM
1095,1095,07:30:00,B,15,100.102,no_cas12a,none,b,DNA-FAM
1096,1096,07:30:00,A,17,99.208,no_target,syn_11C,a,DNA-FAM
1097,1097,07:30:00,B,17,97.364,no_target,syn_11C,b,DNA-FAM
1098,1098,07:30:00,A,19,94.82,no_target,IVT_11C,a,DNA-FAM
1099,1099,07:30:00,B,19,96.025,no_target,IVT_11C,b,DNA-FAM
1100,1100,07:30:00,A,21,90.793,no_target,IVT_D9_3Cs,a,DNA-FAM
1101,1101,07:30:00,B,21,102.764,no_target,IVT_D9_3Cs,b,DNA-FAM
