,time,row_384,column_384,rfu_value,concentration,replicate
1240,00:57:45,D,9,68.69800000000001,10E-11,b
1241,00:57:45,D,10,62.973,H20,b
1242,00:57:45,D,11,62.973,10E-13,b
1243,00:57:45,D,12,62.973,H20,b
1244,00:57:45,D,13,57.248000000000005,10E-16,b
1245,00:57:45,D,14,57.248000000000005,H20,b
1246,00:57:45,D,15,67.744,0,b
1247,00:57:45,D,16,55.34,H20,b
1248,00:58:30,D,1,72.48899999999999,10E-11,a
1249,00:58:30,D,2,53.413,H20,a
1250,00:58:30,D,3,72.489,10E-13,a
1251,00:58:30,D,4,77.258,H20,a
1252,00:58:30,D,5,59.136,10E-16,a
1253,00:58:30,D,6,56.274,H20,a
1254,00:58:30,D,7,74.396,0,a
1255,00:58:30,D,8,63.905,H20,a
1256,00:58:30,D,9,63.905,10E-11,b
1257,00:58:30,D,10,71.535,H20,b
1258,00:58:30,D,11,66.766,10E-13,b
1259,00:58:30,D,12,73.442,H20,b
1260,00:58:30,D,13,66.766,10E-16,b
1261,00:58:30,D,14,77.258,H20,b
1262,00:58:30,D,15,61.043,0,b
1263,00:58:30,D,16,60.089,H20,b
1264,00:59:15,D,1,66.598,10E-11,a
1265,00:59:15,D,2,49.473,H20,a
1266,00:59:15,D,3,56.132,10E-13,a
1267,00:59:15,D,4,58.986,H20,a
1268,00:59:15,D,5,61.841,10E-16,a
1269,00:59:15,D,6,56.132,H20,a
1270,00:59:15,D,7,64.695,0,a
1271,00:59:15,D,8,48.521,H20,a
1272,00:59:15,D,9,49.473,10E-11,b
1273,00:59:15,D,10,45.667,H20,b
1274,00:59:15,D,11,65.646,10E-13,b
1275,00:59:15,D,12,60.888999999999996,H20,b
1276,00:59:15,D,13,50.424,10E-16,b
1277,00:59:15,D,14,59.938,H20,b
1278,00:59:15,D,15,55.181000000000004,0,b
1279,00:59:15,D,16,73.257,H20,b
1280,01:00:00,D,1,74.373,10E-11,a
1281,01:00:00,D,2,80.094,H20,a
1282,01:00:00,D,3,73.419,10E-13,a
1283,01:00:00,D,4,61.024,H20,a
1284,01:00:00,D,5,79.14,10E-16,a
1285,01:00:00,D,6,61.977,H20,a
1286,01:00:00,D,7,83.90799999999999,0,a
1287,01:00:00,D,8,57.21,H20,a
1288,01:00:00,D,9,54.349,10E-11,b
1289,01:00:00,D,10,76.28,H20,b
1290,01:00:00,D,11,60.07,10E-13,b
1291,01:00:00,D,12,72.46600000000001,H20,b
1292,01:00:00,D,13,66.745,10E-16,b
1293,01:00:00,D,14,71.512,H20,b
1294,01:00:00,D,15,43.861000000000004,0,b
1295,01:00:00,D,16,58.163000000000004,H20,b
