,PlateNumber,PlateRepeat,Barcode,Group,Well,Sample,Label,Kinetic,ScanX,ScanY,MeasInfo,Wavelength,MeasTime,Signal,Flashes/Time,Result,Formula,Unnamed: 17,replicate,standard_conc,kit,sample_set,row_384,column_384
422,1,1.0,"=""=""""""""""""""""",1.0,I20,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:41.480,104.0,0.1,1040.0,,,water,water,water,water,I,20
424,1,1.0,"=""=""""""""""""""""",1.0,I21,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:41.674,92.0,0.1,920.0,,,water,water,water,UMP_water_proximal,I,21
426,1,1.0,"=""=""""""""""""""""",1.0,I22,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:41.867,88.0,0.1,880.0,,,water,water,water,water,I,22
428,1,1.0,"=""=""""""""""""""""",1.0,I23,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:42.060,64.0,0.1,640.0,,,water,water,water,UMP_water_proximal,I,23
430,1,1.0,"=""=""""""""""""""""",1.0,I24,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:42.254,84.0,0.1,840.0,,,water,water,water,water,I,24
432,1,1.0,"=""=""""""""""""""""",1.0,J01,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:46.966,6800.0,0.1,68000.0,,,b,10,UMP,UMP_standard,J,01
434,1,1.0,"=""=""""""""""""""""",1.0,J02,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:46.772,244.0,0.1,2440.0,,,water,water,water,water,J,02
436,1,1.0,"=""=""""""""""""""""",1.0,J03,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:46.578,3368.0,0.1,33680.0,,,b,5,UMP,UMP_standard,J,03
438,1,1.0,"=""=""""""""""""""""",1.0,J04,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:46.384,488.0,0.1,4880.0,,,water,water,water,water,J,04
440,1,1.0,"=""=""""""""""""""""",1.0,J05,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:46.190,2188.0,0.1,21880.0,,,b,2.5,UMP,UMP_standard,J,05
442,1,1.0,"=""=""""""""""""""""",1.0,J06,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:45.996,644.0,0.1,6440.0,,,water,water,water,water,J,06
444,1,1.0,"=""=""""""""""""""""",1.0,J07,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:45.803,1496.0,0.1,14960.0,,,b,1.25,UMP,UMP_standard,J,07
446,1,1.0,"=""=""""""""""""""""",1.0,J08,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:45.610,712.0,0.1,7120.0,,,water,water,water,water,J,08
448,1,1.0,"=""=""""""""""""""""",1.0,J09,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:45.417,1060.0,0.1,10600.0,,,b,0.6125,UMP,UMP_standard,J,09
450,1,1.0,"=""=""""""""""""""""",1.0,J10,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:45.223,560.0,0.1,5600.0,,,water,water,water,water,J,10
452,1,1.0,"=""=""""""""""""""""",1.0,J11,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:45.028,708.0,0.1,7080.0,,,b,0.3125,UMP,UMP_standard,J,11
454,1,1.0,"=""=""""""""""""""""",1.0,J12,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:44.835,392.0,0.1,3920.0,,,water,water,water,water,J,12
456,1,1.0,"=""=""""""""""""""""",1.0,J13,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:44.642,444.0,0.1,4440.0,,,b,0.15625,UMP,UMP_standard,J,13
458,1,1.0,"=""=""""""""""""""""",1.0,J14,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:44.447,272.0,0.1,2720.0,,,water,water,water,water,J,14
460,1,1.0,"=""=""""""""""""""""",1.0,J15,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:44.254,296.0,0.1,2960.0,,,b,0.078125,UMP,UMP_standard,J,15
462,1,1.0,"=""=""""""""""""""""",1.0,J16,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:44.061,176.0,0.1,1760.0,,,water,water,water,water,J,16
464,1,1.0,"=""=""""""""""""""""",1.0,J17,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:43.867,200.0,0.1,2000.0,,,b,0.0390625,UMP,UMP_standard,J,17
466,1,1.0,"=""=""""""""""""""""",1.0,J18,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:43.674,132.0,0.1,1320.0,,,water,water,water,water,J,18
468,1,1.0,"=""=""""""""""""""""",1.0,J19,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:43.480,164.0,0.1,1640.0,,,b,0.0195312,UMP,UMP_standard,J,19
470,1,1.0,"=""=""""""""""""""""",1.0,J20,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:43.286,100.0,0.1,1000.0,,,water,water,water,water,J,20
472,1,1.0,"=""=""""""""""""""""",1.0,J21,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:43.092,100.0,0.1,1000.0,,,b,0.0097656,UMP,UMP_standard,J,21
474,1,1.0,"=""=""""""""""""""""",1.0,J22,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:42.899,68.0,0.1,680.0,,,water,water,water,water,J,22
476,1,1.0,"=""=""""""""""""""""",1.0,J23,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:42.705,84.0,0.1,840.0,,,b,0,UMP,UMP_standard,J,23
478,1,1.0,"=""=""""""""""""""""",1.0,J24,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:42.511,72.0,0.1,720.0,,,water,water,water,water,J,24
480,1,1.0,"=""=""""""""""""""""",1.0,K01,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:47.222,276.0,0.1,2760.0,,,water,water,water,UMP_water_proximal,K,01
482,1,1.0,"=""=""""""""""""""""",1.0,K02,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:47.416,100.0,0.1,1000.0,,,water,water,water,water,K,02
484,1,1.0,"=""=""""""""""""""""",1.0,K03,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:47.610,200.0,0.1,2000.0,,,water,water,water,UMP_water_proximal,K,03
486,1,1.0,"=""=""""""""""""""""",1.0,K04,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:47.804,188.0,0.1,1880.0,,,water,water,water,water,K,04
488,1,1.0,"=""=""""""""""""""""",1.0,K05,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:47.998,328.0,0.1,3280.0,,,water,water,water,UMP_water_proximal,K,05
490,1,1.0,"=""=""""""""""""""""",1.0,K06,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:48.192,396.0,0.1,3960.0,,,water,water,water,water,K,06
492,1,1.0,"=""=""""""""""""""""",1.0,K07,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:48.385,364.0,0.1,3640.0,,,water,water,water,UMP_water_proximal,K,07
494,1,1.0,"=""=""""""""""""""""",1.0,K08,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:48.579,428.0,0.1,4280.0,,,water,water,water,water,K,08
496,1,1.0,"=""=""""""""""""""""",1.0,K09,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:48.774,464.0,0.1,4640.0,,,water,water,water,UMP_water_proximal,K,09
498,1,1.0,"=""=""""""""""""""""",1.0,K10,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:48.968,400.0,0.1,4000.0,,,water,water,water,water,K,10
500,1,1.0,"=""=""""""""""""""""",1.0,K11,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:49.161,328.0,0.1,3280.0,,,water,water,water,UMP_water_proximal,K,11
502,1,1.0,"=""=""""""""""""""""",1.0,K12,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:49.355,328.0,0.1,3280.0,,,water,water,water,water,K,12
504,1,1.0,"=""=""""""""""""""""",1.0,K13,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:49.549,296.0,0.1,2960.0,,,water,water,water,UMP_water_proximal,K,13
506,1,1.0,"=""=""""""""""""""""",1.0,K14,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:49.743,244.0,0.1,2440.0,,,water,water,water,water,K,14
508,1,1.0,"=""=""""""""""""""""",1.0,K15,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:49.937,188.0,0.1,1880.0,,,water,water,water,UMP_water_proximal,K,15
510,1,1.0,"=""=""""""""""""""""",1.0,K16,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:50.131,160.0,0.1,1600.0,,,water,water,water,water,K,16
512,1,1.0,"=""=""""""""""""""""",1.0,K17,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:50.325,136.0,0.1,1360.0,,,water,water,water,UMP_water_proximal,K,17
514,1,1.0,"=""=""""""""""""""""",1.0,K18,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:50.519,116.0,0.1,1160.0,,,water,water,water,water,K,18
516,1,1.0,"=""=""""""""""""""""",1.0,K19,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:50.712,92.0,0.1,920.0,,,water,water,water,UMP_water_proximal,K,19
518,1,1.0,"=""=""""""""""""""""",1.0,K20,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:50.906,92.0,0.1,920.0,,,water,water,water,water,K,20
520,1,1.0,"=""=""""""""""""""""",1.0,K21,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:51.100,88.0,0.1,880.0,,,water,water,water,UMP_water_proximal,K,21
522,1,1.0,"=""=""""""""""""""""",1.0,K22,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:51.294,80.0,0.1,800.0,,,water,water,water,water,K,22
524,1,1.0,"=""=""""""""""""""""",1.0,K23,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:51.487,76.0,0.1,760.0,,,water,water,water,UMP_water_proximal,K,23
526,1,1.0,"=""=""""""""""""""""",1.0,K24,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:51.680,72.0,0.1,720.0,,,water,water,water,water,K,24
528,1,1.0,"=""=""""""""""""""""",1.0,L01,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:56.391,6476.0,0.1,64760.0,,,c,10,UMP,UMP_standard,L,01
530,1,1.0,"=""=""""""""""""""""",1.0,L02,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:56.198,276.0,0.1,2760.0,,,water,water,water,water,L,02
532,1,1.0,"=""=""""""""""""""""",1.0,L03,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:56.004,3300.0,0.1,33000.0,,,c,5,UMP,UMP_standard,L,03
534,1,1.0,"=""=""""""""""""""""",1.0,L04,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:55.809,364.0,0.1,3640.0,,,water,water,water,water,L,04
536,1,1.0,"=""=""""""""""""""""",1.0,L05,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:55.616,1972.0,0.1,19720.0,,,c,2.5,UMP,UMP_standard,L,05
538,1,1.0,"=""=""""""""""""""""",1.0,L06,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:55.422,432.0,0.1,4320.0,,,water,water,water,water,L,06
540,1,1.0,"=""=""""""""""""""""",1.0,L07,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:55.229,1324.0,0.1,13240.0,,,c,1.25,UMP,UMP_standard,L,07
542,1,1.0,"=""=""""""""""""""""",1.0,L08,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:55.036,352.0,0.1,3520.0,,,water,water,water,water,L,08
544,1,1.0,"=""=""""""""""""""""",1.0,L09,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:54.842,812.0,0.1,8120.0,,,c,0.6125,UMP,UMP_standard,L,09
546,1,1.0,"=""=""""""""""""""""",1.0,L10,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:54.648,344.0,0.1,3440.0,,,water,water,water,water,L,10
548,1,1.0,"=""=""""""""""""""""",1.0,L11,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:54.454,548.0,0.1,5480.0,,,c,0.3125,UMP,UMP_standard,L,11
550,1,1.0,"=""=""""""""""""""""",1.0,L12,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:54.260,284.0,0.1,2840.0,,,water,water,water,water,L,12
552,1,1.0,"=""=""""""""""""""""",1.0,L13,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:54.066,336.0,0.1,3360.0,,,c,0.15625,UMP,UMP_standard,L,13
554,1,1.0,"=""=""""""""""""""""",1.0,L14,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:53.873,212.0,0.1,2120.0,,,water,water,water,water,L,14
556,1,1.0,"=""=""""""""""""""""",1.0,L15,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:53.679,276.0,0.1,2760.0,,,c,0.078125,UMP,UMP_standard,L,15
558,1,1.0,"=""=""""""""""""""""",1.0,L16,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:53.486,156.0,0.1,1560.0,,,water,water,water,water,L,16
560,1,1.0,"=""=""""""""""""""""",1.0,L17,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:53.293,172.0,0.1,1720.0,,,c,0.0390625,UMP,UMP_standard,L,17
562,1,1.0,"=""=""""""""""""""""",1.0,L18,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:53.099,128.0,0.1,1280.0,,,water,water,water,water,L,18
564,1,1.0,"=""=""""""""""""""""",1.0,L19,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:52.905,144.0,0.1,1440.0,,,c,0.0195312,UMP,UMP_standard,L,19
566,1,1.0,"=""=""""""""""""""""",1.0,L20,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:52.712,96.0,0.1,960.0,,,water,water,water,water,L,20
568,1,1.0,"=""=""""""""""""""""",1.0,L21,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:52.518,112.0,0.1,1120.0,,,c,0.0097656,UMP,UMP_standard,L,21
570,1,1.0,"=""=""""""""""""""""",1.0,L22,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:52.324,72.0,0.1,720.0,,,water,water,water,water,L,22
572,1,1.0,"=""=""""""""""""""""",1.0,L23,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:52.130,96.0,0.1,960.0,,,c,0,UMP,UMP_standard,L,23
574,1,1.0,"=""=""""""""""""""""",1.0,L24,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:51.936,76.0,0.1,760.0,,,water,water,water,water,L,24
576,1,1.0,"=""=""""""""""""""""",1.0,M01,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:56.650,192.0,0.1,1920.0,,,water,water,water,UMP_water_proximal,M,01
578,1,1.0,"=""=""""""""""""""""",1.0,M02,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:56.843,96.0,0.1,960.0,,,water,water,water,water,M,02
580,1,1.0,"=""=""""""""""""""""",1.0,M03,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:57.036,164.0,0.1,1640.0,,,water,water,water,UMP_water_proximal,M,03
582,1,1.0,"=""=""""""""""""""""",1.0,M04,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:57.230,116.0,0.1,1160.0,,,water,water,water,water,M,04
584,1,1.0,"=""=""""""""""""""""",1.0,M05,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:57.424,232.0,0.1,2320.0,,,water,water,water,UMP_water_proximal,M,05
586,1,1.0,"=""=""""""""""""""""",1.0,M06,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:57.617,260.0,0.1,2600.0,,,water,water,water,water,M,06
588,1,1.0,"=""=""""""""""""""""",1.0,M07,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:57.811,292.0,0.1,2920.0,,,water,water,water,UMP_water_proximal,M,07
590,1,1.0,"=""=""""""""""""""""",1.0,M08,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:58.005,308.0,0.1,3080.0,,,water,water,water,water,M,08
592,1,1.0,"=""=""""""""""""""""",1.0,M09,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:58.199,304.0,0.1,3040.0,,,water,water,water,UMP_water_proximal,M,09
594,1,1.0,"=""=""""""""""""""""",1.0,M10,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:58.393,308.0,0.1,3080.0,,,water,water,water,water,M,10
596,1,1.0,"=""=""""""""""""""""",1.0,M11,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:58.586,280.0,0.1,2800.0,,,water,water,water,UMP_water_proximal,M,11
598,1,1.0,"=""=""""""""""""""""",1.0,M12,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:58.779,248.0,0.1,2480.0,,,water,water,water,water,M,12
600,1,1.0,"=""=""""""""""""""""",1.0,M13,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:58.974,248.0,0.1,2480.0,,,water,water,water,UMP_water_proximal,M,13
602,1,1.0,"=""=""""""""""""""""",1.0,M14,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:59.167,200.0,0.1,2000.0,,,water,water,water,water,M,14
604,1,1.0,"=""=""""""""""""""""",1.0,M15,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:59.361,180.0,0.1,1800.0,,,water,water,water,UMP_water_proximal,M,15
606,1,1.0,"=""=""""""""""""""""",1.0,M16,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:59.555,140.0,0.1,1400.0,,,water,water,water,water,M,16
608,1,1.0,"=""=""""""""""""""""",1.0,M17,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:59.749,172.0,0.1,1720.0,,,water,water,water,UMP_water_proximal,M,17
610,1,1.0,"=""=""""""""""""""""",1.0,M18,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:00:59.943,140.0,0.1,1400.0,,,water,water,water,water,M,18
612,1,1.0,"=""=""""""""""""""""",1.0,M19,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:00.136,184.0,0.1,1840.0,,,water,water,water,UMP_water_proximal,M,19
614,1,1.0,"=""=""""""""""""""""",1.0,M20,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:00.330,128.0,0.1,1280.0,,,water,water,water,water,M,20
616,1,1.0,"=""=""""""""""""""""",1.0,M21,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:00.524,132.0,0.1,1320.0,,,water,water,water,UMP_water_proximal,M,21
618,1,1.0,"=""=""""""""""""""""",1.0,M22,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:00.718,104.0,0.1,1040.0,,,water,water,water,water,M,22
620,1,1.0,"=""=""""""""""""""""",1.0,M23,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:00.912,124.0,0.1,1240.0,,,water,water,water,UMP_water_proximal,M,23
622,1,1.0,"=""=""""""""""""""""",1.0,M24,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:01.105,108.0,0.1,1080.0,,,water,water,water,water,M,24
624,1,1.0,"=""=""""""""""""""""",1.0,N01,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:05.816,1940.0,0.1,19400.0,,,a,0,AMP,AMP_0_distal,N,01
626,1,1.0,"=""=""""""""""""""""",1.0,N02,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:05.622,180.0,0.1,1800.0,,,water,water,water,water,N,02
628,1,1.0,"=""=""""""""""""""""",1.0,N03,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:05.428,1568.0,0.1,15680.0,,,a,0,AMP,AMP_0_distal,N,03
630,1,1.0,"=""=""""""""""""""""",1.0,N04,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:05.234,296.0,0.1,2960.0,,,water,water,water,water,N,04
632,1,1.0,"=""=""""""""""""""""",1.0,N05,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:05.041,1728.0,0.1,17280.0,,,a,0,AMP,AMP_0_distal,N,05
634,1,1.0,"=""=""""""""""""""""",1.0,N06,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:04.847,372.0,0.1,3720.0,,,water,water,water,water,N,06
636,1,1.0,"=""=""""""""""""""""",1.0,N07,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:04.654,1844.0,0.1,18440.0,,,a,0,AMP,AMP_0_distal,N,07
